"DATE","DAY","S39","G94A","G94B","G94C","ACME2","ACME1","S362","G300","S5AS","S5A","G301","G310","G251","S6","G338","S10E","S10D","S10C","S10A"
2017-11-09,8349,-1168396.40404994,346405.738407048,0,433117.26890838,0,0,42616.899435774,0,0,0,0,646407.278433114,200756.203002576,0,0,0,0,0,0
2017-11-10,8350,-1168482.03419405,305584.625422038,0,415634.040056664,0,0,43761.896791302,0,0,0,0,679470.300361758,0,0,0,0,0,0,0
2017-11-11,8351,-752733.005086728,0,0,356037.90633165,0,0,0,0,0,0,0,711924.124979448,0,0,0,0,0,0,0
2017-11-12,8352,-1315232.52859423,0,0,398189.956413684,0,0,41435.203447056,0,0,0,0,234115.260572286,0,0,0,0,0,0,0
2017-11-13,8353,-1354991.82779227,0,0,122774.054049372,0,0,38734.184044272,0,0,0,0,255936.26786706,0,0,0,0,0,0,0
2017-11-14,8354,-1250036.18344442,0,0,0,0,0,190054.881564372,0,0,0,0,114343.154717856,0,0,0,0,0,0,0
2017-11-15,8355,-1339470.75252845,0,0,0,0,0,21510.292200432,0,0,0,0,99879.000089904,161.473986036,0,0,0,0,0,0
2017-11-16,8356,-1280395.73939473,0,0,0,0,0,261372.558730272,0,0,0,0,75246.877492776,0,0,0,0,0,0,0
2017-11-17,8357,-1327438.49399322,0,0,0,0,0,268905.564836406,0,0,0,0,115850.245254192,0,0,0,0,0,0,0
2017-11-18,8358,-1328529.66668674,0,0,0,0,0,222941.750053704,0,0,0,0,155440.730739564,0,0,0,0,0,0,0
2017-11-19,8359,-1491892.40904425,0,0,0,0,0,156081.733532616,0,0,0,0,121709.793686862,0,0,0,0,0,0,0
2017-11-20,8360,-1341229.84034602,0,0,0,0,0,0,0,0,0,0,95661.1038486,320224.933489302,0,0,0,0,0,0
2017-11-21,8361,-425028.890153304,0,0,0,0,0,68279.030337768,0,0,0,0,99189.065785932,320814.558195888,0,0,0,0,0,0
2017-11-22,8362,-700346.929495776,0,0,0,0,0,42308.630916978,0,0,0,0,77803.548938346,270368.617012914,0,0,0,0,0,0
2017-11-23,8363,-1027192.29641255,0,0,0,0,0,0,0,0,0,0,228977.451925686,252552.653886942,0,0,0,0,0,0
2017-11-24,8364,-1325236.57600182,0,0,0,0,0,332521.422183498,0,0,0,0,320452.46501508,309034.296941898,0,0,0,0,0,0
2017-11-25,8365,-1369000.91936867,0,0,0,0,0,2427.002941632,0,0,0,0,322162.621321734,340732.129715874,0,0,0,0,0,0
2017-11-26,8366,-1261172.99532981,0,0,0,0,0,42734.335061982,0,0,0,0,365444.98930602,309173.75174802,0,0,0,0,0,0
2017-11-27,8367,-1431665.05882837,0,0,0,0,0,36365.898915744,0,0,0,0,168038.148225918,131427.591755574,0,0,0,0,0,0
2017-11-28,8368,-1386178.32627713,0,0,0,0,0,1247.75352846,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29,8369,-767813.696752272,0,0,0,0,0,108126.40625547,0,0,0,0,89016.204665664,0,0,0,0,0,0,0
2017-11-30,8370,-1128228.52673572,0,0,0,0,0,0,0,0,0,0,48931.51092,0,0,0,0,0,0,0
2017-12-01,8371,-1233321.17931415,0,0,0,0,0,42944.740558938,0,0,0,0,46343.033992332,0,0,0,0,0,0,0
2017-12-02,8372,-1245380.35018038,0,0,0,0,0,40618.047214692,0,0,0,0,50629.434348924,0,0,0,0,0,0,0
2017-12-03,8373,-1320947.72906968,0,0,0,0,0,0,0,0,0,0,48703.979394222,0,0,0,0,0,0,0
2017-12-04,8374,-1319597.21936829,0,0,0,0,0,37082.745550722,-10278.063868746,0,0,0,53178.766067856,0,0,0,0,0,0,0
2017-12-05,8375,-838091.579311122,0,0,0,0,0,90834.010296342,-705719.609394792,0,0,0,41058.430812972,0,0,0,0,0,0,0
2017-12-06,8376,-158760.733755486,0,0,0,0,0,0,-410775.141022308,0,0,0,40287.759515982,0,0,0,0,0,0,0
2017-12-07,8377,0,0,0,0,0,0,48356.56566669,0,0,0,0,139391.195157804,0,0,0,0,0,0,0
2017-12-08,8378,0,0,0,0,0,0,91756.369277184,0,0,0,0,367539.257973396,190495.265162652,0,0,0,0,0,0
2017-12-09,8379,0,0,0,0,0,0,449460.39355566,0,0,0,0,311111.439580452,302864.033414886,0,0,0,0,0,0
2017-12-10,8380,0,0,0,0,0,0,990562.167337842,0,0,0,0,369149.104682664,226320.47088273,0,0,0,0,0,0
2017-12-11,8381,0,0,0,0,0,0,561354.52615197,0,0,0,0,313007.535628602,141935.633725644,0,0,0,0,0,0
2017-12-12,8382,0,0,0,232270.542610602,0,0,466050.622333086,0,0,0,0,212854.519077546,0,0,0,0,0,0,0
2017-12-13,8383,0,0,0,332971.592083962,0,0,186203.971654968,0,0,0,0,23516.484148152,119.882201754,0,-185.939741496,0,0,0,0
2017-12-14,8384,0,0,0,330992.312467248,0,0,97339.454673156,0,0,0,0,55236.336102042,0,0,0,0,0,0,0
2017-12-15,8385,0,0,0,328479.679381506,0,0,76949.694072792,0,0,0,0,0,69573.268801602,0,0,0,0,0,0
2017-12-16,8386,0,0,0,327153.635435574,0,0,42903.148774656,0,0,0,0,0,48603.669796836,0,0,0,0,0,0
2017-12-17,8387,0,0,0,323464.199512206,0,0,51992.176928046,0,0,0,0,0,124919.700803214,0,0,0,0,0,0
2017-12-18,8388,0,0,0,318984.51968748,0,0,46416.431258712,-197727.342476628,0,0,0,20876.629134018,0,0,0,0,0,0,0
2017-12-19,8389,0,0,0,319182.692306706,0,0,40326.904724718,-591897.575268234,0,0,0,59207.1282132,0,0,0,0,0,0,0
2017-12-20,8390,0,0,0,317296.38256074,0,0,35793.40023798,-574908.55467681,0,0,0,19332.839964492,0,0,0,0,0,0,0
2017-12-21,8391,0,0,0,316814.407178178,0,0,80714.973838086,-568520.545926204,0,0,0,38927.463512406,0,0,0,0,0,0,0
2017-12-22,8392,0,0,0,317315.955165108,0,0,0,-566382.238899,0,0,0,51358.513861632,0,0,0,0,0,0,0
2017-12-23,8393,0,0,0,317558.166144162,0,0,0,-562240.186499622,0,0,0,44449.384519728,0,0,0,0,0,0,0
2017-12-24,8394,0,0,0,317472.536000052,0,0,40781.967776274,-564669.6360168,0,0,0,50394.563096508,0,0,0,0,0,0,0
2017-12-25,8395,0,0,0,316166.064658488,0,0,0,-565193.203183644,0,0,0,13228.633977222,0,0,0,0,0,0,0
2017-12-26,8396,0,0,0,313670.557601568,0,0,37006.901708796,-561902.559074274,0,0,0,37860.75657435,0,0,0,0,0,0,0
2017-12-27,8397,0,0,0,313428.346622514,0,0,41550.192497718,-558971.561570166,0,0,0,52268.639964744,0,0,0,0,0,0,0
2017-12-28,8398,0,0,0,196161.534127188,0,0,0,-550428.119763534,0,0,0,51380.533041546,0,0,0,0,0,0,0
2017-12-29,8399,0,0,0,189585.13905954,0,0,38572.710058236,-795648.386739114,0,0,0,48782.269811694,0,0,0,0,0,0,0
2017-12-30,8400,0,0,0,320565.007490196,0,0,17488.122002808,-707226.699931128,0,0,0,0,0,0,0,0,0,0,0
2017-12-31,8401,0,0,0,319106.84846478,0,0,23328.09783111,-591036.380676042,0,0,0,24431.503402356,0,0,0,0,0,0,0
2018-01-01,8402,0,0,0,108390.636414438,0,0,39818.01701115,-594402.868627338,0,0,0,0,0,0,0,0,0,0,0
2018-01-02,8403,0,0,0,0,0,0,0,-587525.544767532,0,0,0,48359.012242236,0,0,0,0,0,0,0
2018-01-03,8404,0,0,0,97655.06291859,0,0,40605.814336962,-558543.410849616,0,0,0,34614.150824808,0,0,0,0,0,0,0
2018-01-04,8405,0,0,0,290058.657007122,0,0,273722.87208648,-554920.03246599,0,0,0,50458.174060704,0,0,0,0,0,0,0
2018-01-05,8406,0,0,0,295646.635554186,0,0,0,-456707.150322912,0,0,0,3711.455103282,0,0,0,0,0,0,0
2018-01-06,8407,0,0,0,296268.06574287,0,0,42497.01723402,-483279.407328018,0,0,0,45988.280538162,0,0,0,0,0,0,0
2018-01-07,8408,0,0,0,292470.980495478,0,0,39372.740261778,-531763.1949231,0,0,0,46267.190150406,0,0,0,0,0,0,0
2018-01-08,8409,0,0,0,125068.94191152,0,0,0,-544805.889158826,0,0,0,0,68.504115288,0,0,0,0,0,0
2018-01-09,8410,-83.183568564,0,0,0,0,0,42844.430961552,-520286.309036814,0,0,0,50352.971312226,0,0,0,0,0,0,0
2018-01-10,8411,-288302.015765094,0,0,0,0,0,130020.810816624,-382886.626373454,0,0,0,49682.609612622,0,0,0,0,0,0,0
2018-01-11,8412,-508085.236788912,0,0,0,0,0,56858.41568904,-367556.384002218,0,0,-166.367137128,0,0,0,0,0,0,0,0
2018-01-12,8413,-507649.746341724,0,0,0,0,0,37395.90722061,-318524.563484832,0,0,0,39365.40053514,0,0,0,0,0,0,0
2018-01-13,8414,-509528.716361052,0,0,0,0,0,40255.954033884,-371634.8254374,0,0,0,49403.700000378,0,0,0,0,0,0,0
2018-01-14,8415,-802489.01196573,0,0,0,0,0,0,-368385.773112312,0,0,0,3466.797548682,0,0,0,0,0,0,0
2018-01-15,8416,-1182077.65450318,0,0,0,0,0,41153.847259266,-475411.220372082,0,0,0,45618.847630716,0,0,0,0,0,0,0
2018-01-16,8417,-1271636.99894005,0,0,0,0,0,37320.063378684,-348159.93307353,0,0,0,50871.645327978,0,0,0,0,0,0,0
2018-01-17,8418,-1275005.93346689,0,0,163130.317680642,0,0,144763.87505682,0,0,0,0,37576.953811014,0,0,0,0,0,0,0
2018-01-18,8419,-1274494.59917778,0,0,343658.23406889,0,0,37885.22232981,0,0,0,0,30266.586079566,0,0,0,0,0,0,0
2018-01-19,8420,-1273655.4237655,0,0,288390.09248475,0,0,200063.822123058,0,0,0,0,18322.404263994,0,0,0,0,0,0,0
2018-01-20,8421,-1269400.82889101,0,0,284889.042878424,0,0,41031.518481966,0,0,0,0,50108.313757626,0,0,0,0,0,0,0
2018-01-21,8422,-1267720.03149091,0,0,275163.905083074,0,0,0,0,0,0,0,53195.892096678,0,0,0,0,0,0,0
2018-01-22,8423,-663995.710033308,0,0,270669.545805072,0,0,42697.636428792,0,0,0,0,4332.885291966,0,0,0,0,0,0,0
2018-01-23,8424,-1266824.58484107,0,0,157366.185694266,0,0,49041.60681957,0,0,0,0,114423.891710874,190468.352831646,0,0,0,0,0,0
2018-01-24,8425,-1265674.69433445,0,0,0,0,0,0,0,0,0,0,229921.830086442,224747.322806652,0,0,0,0,0,0
2018-01-25,8426,-1269464.4398552,0,0,0,0,0,37931.707265184,0,0,0,0,0,164500.399986402,0,0,0,0,0,0
2018-01-26,8427,-1268380.60688833,0,0,0,0,0,37219.753781298,0,0,0,0,49802.491814376,100803.805646292,0,0,0,0,0,0
2018-01-27,8428,-1266433.13275371,0,0,0,0,0,37236.87981012,0,0,0,0,34489.375471962,0,0,0,0,0,0,0
2018-01-28,8429,-1165335.7380419,0,0,0,0,0,0,0,0,0,0,19548.13861254,0,0,0,0,0,0,0
2018-01-29,8430,-648548.032035864,0,0,97045.865607636,0,0,47255.60667099,0,0,0,0,54942.747036522,0,0,0,0,0,0,0
2018-01-30,8431,0,0,0,288739.952787828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-31,8432,0,0,0,287749.089691698,0,0,23638.812925452,0,0,0,0,38139.666186594,0,0,0,0,0,-239764.403508,0
2018-02-01,8433,0,0,0,289080.026788722,0,0,77879.392780272,0,0,0,0,50976.848076456,0,0,0,0,0,-670361.699604,0
2018-02-02,8434,0,0,0,287707.497907416,0,0,0,0,0,0,0,0,0,0,0,0,0,-663021.972966,0
2018-02-03,8435,0,0,0,281370.867243276,0,0,0,0,0,0,0,49998.217858056,0,0,0,0,0,-658128.821874,0
2018-02-04,8436,0,0,0,279496.79037504,0,0,37053.38664417,0,0,0,0,22958.664923664,0,0,0,0,0,-650789.095236,0
2018-02-05,8437,0,0,0,279849.097253664,0,0,0,0,0,0,0,26381.424112518,0,0,0,0,0,-650789.095236,0
2018-02-06,8438,0,0,0,275044.02288132,0,0,40324.458149172,0,0,0,0,49504.009597764,0,0,0,0,0,-648342.51969,0
2018-02-07,8439,0,0,0,273803.609079498,0,0,0,0,0,0,0,0,0,0,0,0,0,-645895.944144,0
2018-02-08,8440,0,0,0,272986.452847134,0,0,40544.649948312,0,0,0,0,47671.52451381,0,0,0,0,0,-645895.944144,0
2018-02-09,8441,0,0,0,268878.6525054,0,0,0,0,0,0,0,0,0,0,0,0,0,-641002.793052,0
2018-02-10,8442,0,0,0,268438.26890712,0,0,42078.652815654,0,0,0,0,51762.198826722,0,0,0,0,0,-638556.217506,0
2018-02-11,8443,0,0,0,265734.80292879,0,0,39874.288248708,0,0,0,0,0,0,0,0,0,0,-633663.066414,0
2018-02-12,8444,0,0,0,264548.21378898,0,0,0,0,0,0,0,27690.342029628,0,0,0,0,0,-633663.066414,0
2018-02-13,8445,0,0,0,261428.82996783,0,0,36246.01671399,0,0,0,0,21407.5360275,0,0,0,0,0,-633663.066414,0
2018-02-14,8446,-53269.289363058,0,0,261893.67932157,0,0,54025.281206772,0,0,0,0,0,0,0,0,0,0,-631216.490868,0
2018-02-15,8447,-61881.235284978,0,0,259104.58319913,0,0,245237.393004402,0,0,0,0,26281.114515132,0,0,0,0,0,-628769.915322,0
2018-02-16,8448,-44527.6749372,0,0,259535.180495226,0,0,584694.85686081,0,0,0,0,0,0,0,0,0,0,-626323.339776,0
2018-02-17,8449,0,0,0,258948.002364186,0,0,217040.609836752,0,0,0,0,0,0,0,0,0,0,-626323.339776,0
2018-02-18,8450,0,0,0,253785.727962126,0,0,39964.81154391,0,0,0,0,0,0,0,0,0,0,-623876.76423,0
2018-02-19,8451,0,0,0,246742.036965192,0,0,103908.510014166,0,0,0,0,0,0,0,0,0,0,-618983.613138,0
2018-02-20,8452,-72139.726549356,0,0,243148.017488118,0,0,434648.825200176,0,0,0,0,0,0,0,0,0,0,-616537.037592,0
2018-02-21,8453,-133737.159070998,0,0,291267.265326846,0,0,198086.98908189,0,0,0,0,75374.099421168,0,0,0,0,0,-188386.317042,0
2018-02-22,8454,-53110.261952568,0,0,313890.749400708,0,0,227668.534008576,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,8455,-126507.528332568,0,0,311038.042314072,0,0,229173.177969366,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-24,8456,-150312.708395148,0,0,299367.876959652,0,0,314756.837143992,0,0,0,0,58681.11447081,0,0,0,0,0,0,0
2018-02-25,8457,0,0,0,304884.904815882,0,0,413111.620668738,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-26,8458,-62084.301055296,0,0,304623.12123246,0,0,238274.439000486,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-27,8459,-3718.79482992,0,0,301848.704563296,0,0,387256.21029861,0,0,0,0,54218.560674906,0,0,0,0,0,0,0
2018-02-28,8460,-103338.457911948,0,0,301826.685383382,0,0,864287.063682144,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,8461,-157627.969277688,0,0,303996.797892684,0,0,415071.327681084,0,0,0,0,0,17710.760377494,0,0,0,0,0,0
2018-03-02,8462,-91323.325405542,0,0,302878.712868162,0,0,502480.132213026,0,0,0,0,63769.99160649,0,0,0,0,0,0,0
2018-03-03,8463,-162408.577894572,0,0,294917.556041478,0,0,389981.695456854,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-04,8464,-58783.870643742,0,0,286156.369011252,0,0,81456.286228524,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-05,8465,-140653.62813954,0,0,289038.43500444,0,0,71405.753885556,0,0,0,0,49185.954776784,0,0,0,0,0,0,0
2018-03-06,8466,-144267.220220982,44172.92148303,0,282567.24268527,0,0,394449.14240385,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-07,8467,-38506.652518494,22009.393611816,0,273248.236430556,0,0,549566.925171342,0,0,0,0,66067.326044184,0,0,0,0,0,0,0
2018-03-08,8468,-168561.715392762,0,0,271342.354080222,0,0,521675.963946942,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-09,8469,-137712.844333248,0,0,273483.107682972,0,0,493552.578045672,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-10,8470,0,0,0,200166.57829599,0,0,466931.389529646,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-11,8471,0,0,0,0,0,0,133771.411128642,0,0,0,0,75347.187090162,0,0,0,0,0,0,0
2018-03-12,8472,-97231.805349132,0,0,0,0,0,36608.109894798,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-13,8473,-231321.271298754,0,0,0,0,0,352468.352610036,0,0,0,0,15543.094443738,0,0,0,0,0,0,0
2018-03-14,8474,-127804.213371948,55079.755267098,0,206557.033622142,0,0,367434.055224918,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-15,8475,-240035.973393606,44309.929713606,0,273094.102171158,0,0,340250.154333312,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-16,8476,-84414.196063638,35357.909790792,0,270412.655372742,0,0,456844.158553488,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-17,8477,0,34976.244005616,0,266791.723564662,0,0,369371.74305735,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,8478,-77556.4448082,35127.931689468,0,267369.115393518,0,0,123412.610266878,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-19,8479,-121900.62657945,34973.79743007,0,260234.901101382,0,0,61673.276363568,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-20,8480,-203821.762161714,21706.018244112,0,243894.223029648,0,0,183940.889274918,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,8481,-89901.865013316,24690.840410232,0,243307.044898608,0,0,222063.42943269,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-22,8482,-137918.356679112,35003.156336622,0,232478.501532012,0,0,55808.834779806,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-23,8483,-238753.967807502,33036.109597638,0,224191.95015771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-24,8484,-237303.148508724,33178.010979306,0,197759.147958726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-25,8485,-236273.140203858,33119.293166202,0,181849.067183088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-26,8486,-236446.847067624,9796.088486184,0,188997.9609285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-27,8487,-236045.60867808,0,0,163458.158803806,0,0,91922.736414312,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-28,8488,-235825.41687894,102337.808513634,0,156783.900714318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-29,8489,-279690.069843174,148673.502779328,0,149201.963097264,0,0,78919.187387322,0,0,0,0,117203.20153113,0,0,0,0,0,0,0
2018-03-30,8490,-303725.228007078,208917.979024032,0,147266.721840378,0,0,20516.982528756,0,0,0,0,14471.49435459,0,0,0,0,0,0,0
2018-03-31,8491,-181259.442476502,172931.299317918,0,44953.379082204,0,0,27939.89273532,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-01,8492,0,165975.68504064,0,0,0,0,55488.33338328,0,0,0,0,66666.737052954,0,0,0,0,0,0,0
2018-04-02,8493,-209419.527010962,171634.614278538,0,0,0,0,36155.493418788,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-03,8494,-300911.666129178,193272.128407362,0,0,0,0,4063.761981906,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-04,8495,-299681.03862954,233660.19752073,0,0,0,0,41858.461016514,0,0,0,0,67978.10154561,0,0,0,0,0,0,0
2018-04-05,8496,-230347.534231446,239453.688413658,0,0,0,0,49870.995929664,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-06,8497,-210175.518854676,279031.9410213,0,0,0,0,30004.802496144,0,0,0,0,2368.285128528,0,0,0,0,0,0,0
2018-04-07,8498,-295186.679351538,296458.898635458,0,0,0,0,434132.59775997,0,0,0,0,64501.517694744,0,0,0,0,0,0,0
2018-04-08,8499,-150285.796064142,291737.007831678,0,0,0,0,528203.42750367,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-09,8500,-168348.86332026,279504.130101678,0,0,0,0,501870.934902072,0,0,0,0,49545.601382046,0,0,0,0,0,0,0
2018-04-10,8501,-167715.200253846,171150.19232043,0,0,0,0,587525.544767532,0,0,0,0,19477.187921706,0,0,0,0,0,0,0
2018-04-11,8502,0,0,0,0,0,0,406858.173573162,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-12,8503,0,0,0,0,0,0,466833.526507806,0,0,0,0,69710.277032178,0,0,0,0,0,0,0
2018-04-13,8504,0,0,0,0,0,0,517612.201965036,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14,8505,0,0,0,0,0,0,590153.166903936,0,0,0,0,39972.151270548,0,0,0,0,0,0,0
2018-04-15,8506,0,0,0,0,0,0,355120.4405019,0,0,0,0,29437.196969472,0,0,0,0,0,0,0
2018-04-16,8507,0,0,0,0,0,0,687174.566756112,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-17,8508,-71173.329208686,0,0,0,0,0,582979.807403064,0,0,0,0,71625.945684696,0,0,0,0,0,0,0
2018-04-18,8509,-112192.614812922,0,0,0,0,0,580831.714073676,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-19,8510,-61744.227054402,0,0,0,0,0,558658.399900278,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-20,8511,0,0,0,0,0,0,543350.176708956,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-21,8512,0,0,0,0,0,0,466356.444276336,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-22,8513,0,0,0,0,0,0,140883.606240864,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-23,8514,0,0,0,0,0,0,144401.781876012,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-24,8515,0,0,0,0,0,0,556693.79973684,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25,8516,0,0,0,0,0,0,614711.892234684,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26,8517,-155704.960898532,0,0,0,0,0,864570.86644548,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-27,8518,-3332.235893652,0,0,0,0,0,532619.4963642,0,0,0,0,0,5468.09634531,0,0,0,0,0,0
2018-04-28,8519,0,0,0,0,0,0,583909.506110544,0,0,0,0,0,109144.181682606,0,0,0,0,0,0
2018-04-29,8520,0,0,0,0,0,0,209718.009227574,0,0,0,0,0,22170.867597852,0,0,0,0,0,0
2018-04-30,8521,0,0,0,0,0,0,57406.448611344,0,0,0,0,0,44510.548908378,0,0,0,0,0,0
2018-05-01,8522,-94799.909256408,0,0,0,0,0,52346.930382216,-102.756172932,0,0,0,0,4235.022270126,0,0,0,0,0,0
2018-05-02,8523,0,0,0,0,0,0,65100.928703514,0,0,0,0,0,18319.957688448,0,0,0,0,-1032454.880412,0
2018-05-03,8524,0,0,0,0,0,0,43106.214544974,0,0,0,0,191899.599526056,0,0,0,0,0,-2223937.171314,0
2018-05-04,8525,0,0,0,0,0,0,32157.788976624,0,0,0,0,51850.275546378,0,0,0,0,0,-2485720.754736,0
2018-05-05,8526,0,0,0,0,0,0,33200.03015922,0,0,0,0,59030.974773888,0,0,0,0,0,-2351159.099706,0
2018-05-06,8527,0,0,0,0,0,0,59980.246085736,0,0,0,0,70253.41680339,0,0,0,0,0,-2223937.171314,0
2018-05-07,8528,-45136.872248154,0,0,0,0,0,12345.420205116,0,0,0,0,54940.300460976,0,0,0,0,0,-2116287.84729,0
2018-05-08,8529,0,0,0,0,0,0,35568.315287748,0,0,0,0,41831.548685508,34376.832996846,0,0,0,0,-1981726.19226,0
2018-05-09,8530,0,0,0,0,0,0,41988.129520452,0,0,0,0,52557.335879172,89444.355386214,0,0,0,0,-1834931.6595,0
2018-05-10,8531,0,0,0,0,0,0,98159.057481066,0,0,0,0,37503.556544634,70681.56752394,0,0,0,0,-1680797.400102,0
2018-05-11,8532,0,0,0,0,0,0,233415.53996613,0,0,0,0,57056.588308266,41413.184267142,0,0,0,0,-1096065.844608,0
2018-05-12,8533,0,0,0,0,0,0,45014.543470854,0,0,0,0,61969.312004634,0,0,0,0,0,-765778.145898,0
2018-05-13,8534,0,0,0,0,0,0,185227.788012114,0,0,0,0,137035.142907006,62869.651805562,0,0,0,0,-775564.448082,0
2018-05-14,8535,0,0,0,0,0,0,516562.621055802,0,0,0,0,316660.27291878,229833.753366786,0,0,0,0,-873427.469922,0
2018-05-15,8536,0,0,0,0,0,0,1240824.82651373,0,0,0,0,343800.135450558,252486.5963472,0,0,0,0,-971290.491762,0
2018-05-16,8537,0,0,0,0,0,0,1756719.53244547,0,0,0,0,593884.194611586,623991.753280662,0,0,0,0,-1357849.42803,-1509537.111882
2018-05-17,8538,0,0,0,0,0,0,1325569.31027608,0,0,0,0,1452615.08522876,714128.489546394,0,0,0,0,-1744408.364298,-2630068.71195
2018-05-18,8539,0,0,0,0,0,0,1280645.29010042,0,0,0,0,2148961.86370683,700239.280171752,0,0,0,0,-2130967.300566,-2869833.115458
2018-05-19,8540,0,0,0,0,0,0,1590530.99533233,0,0,0,0,2808194.09115208,679551.037354776,0,0,0,0,-2842920.784452,-2847813.935544
2018-05-20,8541,0,0,0,0,0,0,4279442.29573918,0,0,0,0,2956965.45695324,674048.688951822,0,0,0,0,-3021520.79931,-3023967.374856
2018-05-21,8542,0,0,0,0,0,0,5620126.54973844,0,0,0,0,3495466.52093003,775060.453519524,0,0,0,0,-3190334.511984,-3192781.08753
2018-05-22,8543,0,0,0,0,0,0,4133430.6671539,0,0,0,0,4506915.10370407,821995.558793988,0,0,0,-2727931.73379,-3701668.801098,-4098014.03955
2018-05-23,8544,0,0,0,0,0,0,3155465.91730241,0,0,0,0,4385998.00049411,827434.296232746,0,0,0,-3757940.038656,-3170761.907616,-3792192.0963
2018-05-24,8545,0,0,0,0,0,0,1869589.84868464,0,0,0,0,4349962.38927708,592198.504060392,0,0,0,-3469244.124228,-2825794.75563,-3398293.433394
2018-05-25,8546,0,0,0,0,0,0,1439706.95264807,0,0,0,0,4419405.98957474,237819.37594893,0,0,0,-3386060.555664,-2769523.518072,-3258838.627272
2018-05-26,8547,0,0,0,0,0,0,1473550.43217589,0,0,0,0,4253151.39492186,289148.53090401,0,0,0,-3427652.339946,-2926104.353016,-3410526.311124
2018-05-27,8548,0,0,0,0,0,0,2844107.37359181,0,0,0,0,3916096.46825162,318086.626462098,0,0,0,-3461904.39759,-2940783.806292,-3454564.670952
2018-05-28,8549,0,0,0,0,0,0,5229777.86794969,0,0,0,0,3444401.59613392,295905.972562062,0,0,0,-3430098.915492,-2906531.748648,-3430098.915492
2018-05-29,8550,-116241.697341552,0,0,0,0,0,5167593.257297,0,0,0,0,3456509.69851107,288005.980124028,0,0,0,-3371381.102388,-2867386.539912,-3354255.073566
2018-05-30,8551,-444733.609600788,0,0,0,0,0,3828073.57325764,0,0,0,0,3951743.07395684,290809.755699744,0,0,0,-3371381.102388,-2769523.518072,-3158529.029886
2018-05-31,8552,-291252.58587357,0,0,0,0,0,2551978.91367277,0,0,0,0,3376827.1795534,391021.490063904,0,0,0,-3415419.462216,-2852707.086636,-3187887.936438
2018-06-01,8553,-441685.176470472,0,0,0,0,0,1986538.60635898,0,0,0,0,3291128.53132811,242739.439371936,0,0,0,-3337129.044744,-2723038.582698,-3077792.036868
2018-06-02,8554,-944084.57169048,0,0,0,0,0,1121451.5124733,0,0,0,0,1575301.06255848,225082.503656454,0,0,0,-3197674.238622,-2544438.56784,-2933444.079654
2018-06-03,8555,-1016544.79963636,0,0,0,0,0,1085051.36149991,0,0,0,0,940904.02348068,242839.748969322,0,0,0,-3038646.828132,-2478381.028098,-2762183.791434
