0	1	2	3	4	5	6	7	8	9	10	11	12	x	CL	Final Timeseries_G94C	Final Timeseries_G94D	Final Timeseries_ACME1	Final Timeseries_S362	Final Timeseries_G300	Final Timeseries_S5AS	Final Timeseries_S5A	Final Timeseries_G301	Final Timeseries_G310	Final Timeseries_G251	Final Timeseries_S6	Final Timeseries_G338
588	0	0	0	0	0	0	0	0	0	101.4922857	115.5161429	0	x	1175	0	46.54032143	53.86782143	0	0	0	180.0411429	0	0	213.8577143	148.5084286	0
588.999	0	0	0	0	0	0	0	0	0	101.4922857	115.5161429	0	x	1176	0	0	0	0	0	0	174.9087619	0	0	215.4071429	146.0959524	0
589	0	0	0	0	0	0	101.7750714	0	0	96.24614286	116.3995714	0	x	1177	0	0	0	0	0	0	169.776381	0	0	216.9565714	143.6834762	0
589.999	0	0	0	0	0	0	101.7750714	0	0	96.24614286	116.3995714	0	x	1178	0	0	0	0	0	0	0	0	0	218.506	141.271	0
590	0	55.446	0	0	0	0	103.09	0	0	91	117.283	0	x	1179	0	0	0	0	0	0	0	0	0	220.8455	138.8585238	0
590.999	0	55.446	0	0	0	0	103.09	0	0	91	117.283	0	x	1180	0	0	0	0	0	0	0	0	0	223.185	136.4460476	0
591	0	0	0	0	0	0	0	0	0	91.87457143	0	0	x	1181	0	0	0	0	0	0	0	0	0	225.5245	134.0335714	0
591.999	0	0	0	0	0	0	0	0	0	91.87457143	0	0	x	1182	0	0	0	0	0	0	0	0	0	227.864	0	0
592	0	55.446	101.947	0	0	0	0	0	0	92.74914286	0	0	x	1183	0	0	0	0	0	0	0	0	0	230.2035	0	0
592.999	0	55.446	101.947	0	0	0	0	0	0	92.74914286	0	0	x	1184	0	0	0	0	0	0	0	0	0	232.543	0	0
593	0	0	0	0	0	0	0	0	0	93.62371429	119.6617857	0	x	1185	0	0	0	0	0	0	0	0	0	234.8825	0	0
593.999	0	0	0	0	0	0	0	0	0	93.62371429	119.6617857	0	x	1186	0	0	0	0	0	0	0	0	0	237.222	0	0
594	0	55.446	101.947	0	0	0	0	0	0	94.49828571	120.4547143	0	x	1187	0	0	0	0	0	0	0	0	0	239.5615	0	0
594.999	0	55.446	101.947	0	0	0	0	0	0	94.49828571	120.4547143	0	x	1188	0	0	0	0	0	0	0	0	0	241.901	0	0
595	0	0	0	0	0	0	0	0	0	95.37285714	0	0	x	1189	0	0	0	0	0	0	0	0	0	244.2405	0	0
595.999	0	0	0	0	0	0	0	0	0	95.37285714	0	0	x	1190	0	66.97058929	68.64683929	0	0	0	0	0	0	246.58	0	0
596	0	0	0	0	0	0	0	0	0	96.24742857	0	0	x	1191	0	0	0	0	0	0	0	0	0	248.9195	0	0
596.999	0	0	0	0	0	0	0	0	0	96.24742857	0	0	x	1192	0	0	0	0	0	0	92.79066667	0	0	251.259	0	0
597	0	0	0	0	0	0	0	0	0	97.122	0	0	x	1193	0	0	0	0	0	0	87.65828571	0	0	250.2057857	105.0838571	0
597.999	0	0	0	0	0	0	0	0	0	97.122	0	0	x	1194	0	0	0	0	0	0	82.52590476	0	0	249.1525714	102.671381	0
598	0	0	0	0	0	0	0	0	0	97.99657143	0	0	x	1195	0	0	0	0	0	0	77.39352381	0	0	248.0993571	100.2589048	0
598.999	0	0	0	0	0	0	0	0	0	97.99657143	0	0	x	1196	0	0	0	0	0	0	72.26114286	0	0	247.0461429	97.84642857	0
599	0	0	0	0	0	0	0	0	0	98.87114286	0	0	x	1197	0	0	0	0	0	0	67.1287619	0	0	245.9929286	95.43395238	0
599.999	0	0	0	0	0	0	0	0	0	98.87114286	0	0	x	1198	0	0	0	0	0	0	61.99638095	0	0	244.9397143	93.02147619	0
600	0	0	0	0	0	0	0	0	0	99.74571429	0	0	x	1199	0	0	0	0	0	0	56.864	0	0	243.8865	90.609	0
600.999	0	0	0	0	0	0	0	0	0	99.74571429	0	0	x	1200	0	80.59076786	78.49951786	0	0	0	56.41353488	0	0	242.8332857	87.94835714	0
601	0	55.446	101.947	0	0	0	0	0	0	100.6202857	126.0052143	0	x	1201	0	0	0	0	0	0	55.96306977	0	0	241.7800714	85.28771429	0
601.999	0	55.446	101.947	0	0	0	0	0	0	100.6202857	126.0052143	0	x	1202	0	0	0	0	0	0	55.51260465	0	0	240.7268571	82.62707143	0
602	0	0	0	0	0	0	0	0	0	0	0	0	x	1203	0	0	0	0	0	0	55.06213953	0	0	239.6736429	79.96642857	0
602.999	0	0	0	0	0	0	0	0	0	0	0	0	x	1204	0	0	0	0	0	0	0	0	0	238.6204286	77.30578571	0
603	0	0	0	0	0	0	0	0	0	102.3694286	0	0	x	1205	0	0	0	0	0	0	0	0	0	237.5672143	74.64514286	0
603.999	0	0	0	0	0	0	0	0	0	102.3694286	0	0	x	1206	0	0	0	0	0	0	0	0	0	236.514	71.9845	0
604	0	55.446	101.947	0	0	0	106.745	0	0	103.244	128.384	0	x	1207	0	0	0	0	0	0	0	0	0	225.1518571	69.32385714	0
604.999	0	55.446	101.947	0	0	0	106.745	0	0	103.244	128.384	0	x	1208	0	0	0	0	0	0	0	0	0	213.7897143	66.66321429	0
605	0	0	101.947	0	0	0	107.0205	0	0	120	129.1769286	0	x	1209	0	0	0	0	0	0	0	0	0	202.4275714	64.00257143	0
605.999	0	0	101.947	0	0	0	107.0205	0	0	120	129.1769286	0	x	1210	0	0	0	0	0	0	0	0	0	191.0654286	0	0
606	0	0	0	0	0	0	107.296	0	0	118.3194615	129.9698571	0	x	1211	0	0	0	0	0	0	0	0	0	179.7032857	58.68128571	0
606.999	0	0	0	0	0	0	107.296	0	0	118.3194615	129.9698571	0	x	1212	0	0	0	0	0	0	0	0	0	168.3411429	56.02064286	0
607	0	0	0	0	0	0	0	0	0	116.6389231	130.7627857	0	x	1213	0	0	0	0	0	0	0	0	0	156.979	53.36	0
607.999	0	0	0	0	0	0	0	0	0	116.6389231	130.7627857	0	x	1214	0	0	0	0	0	0	0	0	0	145.6168571	55.90757143	0
608	0	0	0	0	0	0	107.847	0	0	114.9583846	131.5557143	0	x	1215	0	0	0	0	0	0	49.65655814	0	0	134.2547143	58.45514286	0
608.999	0	0	0	0	0	0	107.847	0	0	114.9583846	131.5557143	0	x	1216	0	0	0	0	0	0	0	0	0	122.8925714	61.00271429	0
609	0	0	0	0	0	0	108.1225	0	0	113.2778462	132.3486429	0	x	1217	0	99.70629032	94.30116129	0	0	0	48.75562791	0	0	111.5304286	63.55028571	0
609.999	0	0	0	0	0	0	108.1225	0	0	113.2778462	132.3486429	0	x	1218	0	0	0	0	0	0	48.30516279	0	0	100.1682857	66.09785714	0
610	0	0	0	0	0	0	108.398	0	0	111.5973077	133.1415714	0	x	1219	0	0	0	0	0	0	47.85469767	0	0	88.80614286	68.64542857	0
610.999	0	0	0	0	0	0	108.398	0	0	111.5973077	133.1415714	0	x	1220	0	0	0	0	0	0	47.40423256	0	0	77.444	71.193	0
611	0	0	0	0	0	0	0	0	0	109.9167692	133.9345	0	x	1221	0	101.1155806	97.29432258	0	0	0	46.95376744	0	0	78.345	73.74057143	0
611.999	0	0	0	0	0	0	0	0	0	109.9167692	133.9345	0	x	1222	0	0	0	0	0	0	46.50330233	0	0	79.246	76.28814286	0
612	0	0	0	0	0	0	0	0	0	108.2362308	0	0	x	1223	0	0	0	0	0	0	0	0	0	80.147	78.83571429	0
612.999	0	0	0	0	0	0	0	0	0	108.2362308	0	0	x	1224	0	0	0	0	0	0	0	0	0	81.048	81.38328571	0
613	0	0	0	0	0	0	109.2245	0	0	106.5556923	135.5203571	0	x	1225	0	0	0	0	0	0	0	0	0	81.949	83.93085714	0
613.999	0	0	0	0	0	0	109.2245	0	0	106.5556923	135.5203571	0	x	1226	0	0	0	0	0	0	0	0	0	82.85	86.47842857	0
614	0	0	0	0	0	0	0	0	0	104.8751538	136.3132857	0	x	1227	0	0	0	0	0	0	0	0	0	83.751	89.026	0
614.999	0	0	0	0	0	0	0	0	0	104.8751538	136.3132857	0	x	1228	0	0	0	0	0	0	0	0	0	84.652	86.26882353	0
615	0	0	0	0	0	0	0	0	0	103.1946154	0	0	x	1229	0	0	0	0	0	0	0	0	0	85.553	83.51164706	0
615.999	0	0	0	0	0	0	0	0	0	103.1946154	0	0	x	1230	0	0	0	0	0	0	0	0	0	86.454	80.75447059	0
616	0	0	0	0	0	0	0	0	0	101.5140769	0	0	x	1231	0	0	0	0	0	0	0	0	0	87.355	77.99729412	0
616.999	0	0	0	0	0	0	0	0	0	101.5140769	0	0	x	1232	0	0	0	0	0	0	0	0	0	88.256	75.24011765	0
617	0	0	0	0	0	0	0	0	0	99.83353846	0	0	x	1233	0	0	0	0	0	0	0	0	0	89.157	72.48294118	0
617.999	0	0	0	0	0	0	0	0	0	99.83353846	0	0	x	1234	0	0	0	0	0	0	0	0	0	90.058	69.72576471	0
618	0	55.446	101.947	0	0	0	110.602	0	0	98.153	139.485	0	x	1235	0	0	0	0	0	0	0	0	0	89.20964286	66.96858824	0
618.999	0	55.446	101.947	0	0	0	110.602	0	0	98.153	139.485	0	x	1236	0	0	0	0	0	0	0	0	0	88.36128571	64.21141176	0
619	0	55.446	101.947	0	0	0	116.5781429	0	0	101.8492857	141.0104286	0	x	1237	0	0	0	0	0	0	0	0	0	87.51292857	61.45423529	0
619.999	0	55.446	101.947	0	0	0	116.5781429	0	0	101.8492857	141.0104286	0	x	1238	0	0	0	0	0	0	0	0	0	86.66457143	58.69705882	0
620	0	55.446	101.947	0	0	0	122.5542857	0	0	105.5455714	142.5358571	0	x	1239	0	0	0	0	0	0	0	0	0	85.81621429	55.93988235	0
620.999	0	55.446	101.947	0	0	0	122.5542857	0	0	105.5455714	142.5358571	0	x	1240	0	0	0	0	0	0	0	0	0	84.96785714	53.18270588	0
621	0	55.446	101.947	0	0	0	128.5304286	0	0	109.2418571	144.0612857	0	x	1241	0	0	0	0	0	0	0	0	0	84.1195	50.42552941	0
621.999	0	55.446	101.947	0	0	0	128.5304286	0	0	109.2418571	144.0612857	0	x	1242	0	0	0	0	0	0	0	0	0	83.27114286	47.66835294	0
622	0	0	0	0	0	0	134.5065714	0	0	112.9381429	145.5867143	0	x	1243	0	0	0	0	0	0	0	0	0	82.42278571	44.91117647	0
622.999	0	0	0	0	0	0	134.5065714	0	0	112.9381429	145.5867143	0	x	1244	0	0	0	0	0	0	0	0	0	81.57442857	42.154	0
623	0	0	0	0	0	0	0	0	0	116.6344286	0	0	x	1245	0	0	0	0	0	0	0	0	0	80.72607143	43.15990909	0
623.999	0	0	0	0	0	0	0	0	0	116.6344286	0	0	x	1246	0	0	0	0	0	0	0	0	0	79.87771429	0	0
624	0	0	0	0	0	0	0	0	0	120.3307143	0	0	x	1247	0	0	0	0	0	0	0	0	0	79.02935714	0	0
624.999	0	0	0	0	0	0	0	0	0	120.3307143	0	0	x	1248	0	108.0652857	112.8378571	0	0	0	0	0	0	78.181	46.17763636	0
625	0	55.446	101.947	0	0	0	0	0	0	124.027	0	0	x	1249	0	0	0	0	0	0	0	0	0	78.92121429	47.18354545	0
625.999	0	55.446	101.947	0	0	0	0	0	0	124.027	0	0	x	1250	0	0	0	0	0	0	0	0	0	79.66142857	48.18945455	0
626	0	55.446	101.947	0	0	0	0	0	0	127.7232857	0	0	x	1251	0	0	0	0	0	0	48.60546429	0	0	80.40164286	49.19536364	0
626.999	0	55.446	101.947	0	0	0	0	0	0	127.7232857	0	0	x	1252	0	0	0	0	0	0	0	0	0	81.14185714	50.20127273	0
627	0	0	0	0	0	0	164.3872857	0	0	131.4195714	0	0	x	1253	0	0	0	0	0	0	0	0	0	0	0	0
627.999	0	0	0	0	0	0	164.3872857	0	0	131.4195714	0	0	x	1254	0	0	0	0	0	0	0	0	0	0	0	0
628	0	0	0	0	0	0	0	0	0	135.1158571	0	0	x	1255	0	0	0	0	0	0	0	0	0	83.3625	53.219	0
628.999	0	0	0	0	0	0	0	0	0	135.1158571	0	0	x	1256	0	0	0	0	0	0	0	0	0	84.10271429	53.76576471	0
629	0	0	0	0	0	0	0	0	0	138.8121429	0	0	x	1257	0	0	0	0	0	0	0	0	0	84.84292857	54.31252941	0
629.999	0	0	0	0	0	0	0	0	0	138.8121429	0	0	x	1258	0	0	0	0	0	0	0	0	0	85.58314286	54.85929412	0
630	0	0	0	0	0	0	0	0	0	142.5084286	0	0	x	1259	0	0	0	0	0	0	0	0	0	86.32335714	55.40605882	0
630.999	0	0	0	0	0	0	0	0	0	142.5084286	0	0	x	1260	0	0	0	0	0	0	0	0	0	0	0	0
631	0	55.446	101.947	0	0	0	0	0	0	146.2047143	0	0	x	1261	0	0	0	0	0	0	0	0	0	0	0	0
631.999	0	55.446	101.947	0	0	0	0	0	0	146.2047143	0	0	x	1262	0	0	0	0	0	0	0	0	0	88.544	0	0
632	0	55.446	101.947	0	0	0	0	0	0	149.901	160.841	0	x	1263	0	0	0	0	0	0	0	0	0	90.49971429	57.59311765	0
632.999	0	55.446	101.947	0	0	0	0	0	0	149.901	160.841	0	x	1264	0	0	0	0	0	0	0	0	0	0	58.13988235	0
633	0	0	0	0	0	0	0	0	0	151.6660714	162.2193333	0	x	1265	0	0	105.7525	0	0	0	0	0	0	94.41114286	58.68664706	0
633.999	0	0	0	0	0	0	0	0	0	151.6660714	162.2193333	0	x	1266	0	0	0	0	0	0	0	0	0	0	59.23341176	0
634	0	0	0	0	0	0	0	0	0	153.4311429	0	0	x	1267	0	0	0	0	0	0	0	0	0	0	0	0
634.999	0	0	0	0	0	0	0	0	0	153.4311429	0	0	x	1268	0	0	0	0	0	0	0	0	0	0	0	0
635	0	0	0	0	0	0	0	0	0	155.1962143	0	0	x	1269	0	0	0	0	0	0	70.82839286	0	0	102.234	0	0
635.999	0	0	0	0	0	0	0	0	0	155.1962143	0	0	x	1270	0	0	0	0	0	0	72.063	0	0	104.1897143	61.42047059	0
636	0	0	0	0	0	0	173.5955556	0	0	156.9612857	0	0	x	1271	0	0	0	0	0	0	74.20757143	0	0	106.1454286	61.96723529	0
636.999	0	0	0	0	0	0	173.5955556	0	0	156.9612857	0	0	x	1272	0	0	0	0	0	0	76.35214286	0	0	108.1011429	62.514	0
637	0	0	0	0	0	0	0	0	0	158.7263571	0	0	x	1273	0	0	0	0	0	0	78.49671429	0	0	110.0568571	64.667	0
637.999	0	0	0	0	0	0	0	0	0	158.7263571	0	0	x	1274	0	0	0	0	0	0	0	0	0	112.0125714	66.82	0
638	0	0	0	0	0	0	0	0	0	160.4914286	0	0	x	1275	0	0	101.14132	0	0	0	0	0	0	113.9682857	0	0
638.999	0	0	0	0	0	0	0	0	0	160.4914286	0	0	x	1276	0	89.99004	0	0	0	91.99690909	0	0	0	115.924	0	0
639	0	55.446	101.947	0	0	0	0	0	0	162.2565	0	0	x	1277	0	0	0	0	0	97.29963636	0	0	0	116.6145714	0	0
639.999	0	55.446	101.947	0	0	0	0	0	0	162.2565	0	0	x	1278	0	0	0	0	0	102.6023636	0	0	0	117.3051429	0	0
640	0	0	101.947	0	0	0	0	0	0	164.0215714	171.8676667	0	x	1279	0	0	0	0	0	107.9050909	91.36414286	0	0	117.9957143	77.585	0
640.999	0	0	101.947	0	0	0	0	0	0	164.0215714	171.8676667	0	x	1280	0	0	0	0	0	0	0	0	0	118.6862857	0	0
641	0	55.446	0	0	0	0	0	0	0	165.7866429	0	0	x	1281	0	0	0	0	0	0	0	0	0	119.3768571	0	0
641.999	0	55.446	0	0	0	0	0	0	0	165.7866429	0	0	x	1282	0	0	0	0	0	0	0	0	0	120.0674286	0	0
642	0	0	0	0	0	0	0	0	0	167.5517143	0	0	x	1283	0	0	0	0	0	0	0	0	0	120.758	0	0
642.999	0	0	0	0	0	0	0	0	0	167.5517143	0	0	x	1284	0	0	0	0	0	0	0	0	0	121.4485714	0	0
643	0	55.446	101.947	0	0	0	0	0	0	169.3167857	0	0	x	1285	0	64.89588	95.49572	0	0	0	0	0	0	122.1391429	0	0
643.999	0	55.446	101.947	0	0	0	0	0	0	169.3167857	0	0	x	1286	0	62.10764	94.93116	0	0	0	0	0	0	122.8297143	92.656	0
644	0	0	0	0	0	0	0	0	0	171.0818571	0	0	x	1287	0	59.3194	94.3666	0	0	0	0	0	0	123.5202857	94.809	0
644.999	0	0	0	0	0	0	0	0	0	171.0818571	0	0	x	1288	0	0	0	0	0	0	0	0	0	124.2108571	0	0
645	0	0	0	0	0	0	0	0	0	172.8469286	0	0	x	1289	0	0	0	0	0	0	0	0	0	124.9014286	0	0
645.999	0	0	0	0	0	0	0	0	0	172.8469286	0	0	x	1290	0	0	0	0	0	0	0	0	0	125.592	0	0
646	0	55.446	101.947	0	0	0	163.4020833	0	0	174.612	160.2801667	0	x	1291	0	48.16644	92.10836	0	0	0	0	0	0	126.2478571	103.421	0
646.999	0	55.446	101.947	0	0	0	163.4020833	0	0	174.612	160.2801667	0	x	1292	0	0	0	0	0	0	0	0	0	126.9037143	105.574	0
647	0	55.446	101.947	0	0	0	166.5315	0	0	173.9452143	157.687	0	x	1293	0	0	0	0	0	0	121.3881429	0	0	127.5595714	107.727	0
647.999	0	55.446	101.947	0	0	0	166.5315	0	0	173.9452143	157.687	0	x	1294	0	39.80172	90.41468	0	0	0	0	0	0	128.2154286	109.88	0
648	0	0	0	0	0	0	169.6609167	0	0	173.2784286	155.0938333	0	x	1295	0	0	0	0	0	0	0	0	0	128.8712857	0	0
648.999	0	0	0	0	0	0	169.6609167	0	0	173.2784286	155.0938333	0	x	1296	0	0	0	0	0	0	0	0	0	129.5271429	0	0
649	0	0	0	0	0	0	172.7903333	0	0	172.6116429	152.5006667	0	x	1297	0	31.437	88.721	0	0	0	0	0	0	130.183	0	0
649.999	0	0	0	0	0	0	172.7903333	0	0	172.6116429	152.5006667	0	x	1298	0	31.34535294	87.05911765	0	0	0	0	0	0	130.8388571	117.7714118	0
650	0	55.446	101.947	0	0	0	175.91975	0	0	171.9448571	149.9075	0	x	1299	0	31.25370588	85.39723529	0	0	0	134.2555714	0	0	131.4947143	119.2038235	0
650.999	0	55.446	101.947	0	0	0	175.91975	0	0	171.9448571	149.9075	0	x	1300	0	31.16205882	83.73535294	0	0	0	136.4001429	0	0	132.1505714	120.6362353	0
651	0	0	0	0	0	0	0	0	0	171.2780714	147.3143333	0	x	1301	0	31.07041176	82.07347059	0	0	0	138.5447143	0	0	132.8064286	122.0686471	0
651.999	0	0	0	0	0	0	0	0	0	171.2780714	147.3143333	0	x	1302	0	0	0	0	0	0	0	0	0	133.4622857	0	0
652	0	55.446	101.947	0	0	0	0	0	0	170.6112857	144.7211667	0	x	1303	0	0	0	0	0	0	0	0	0	134.1181429	0	0
652.999	0	55.446	101.947	0	0	0	0	0	0	170.6112857	144.7211667	0	x	1304	0	0	0	0	0	0	0	0	0	134.774	0	0
653	0	0	0	0	0	0	185.308	0	0	169.9445	142.128	0	x	1305	0	0	0	0	0	0	0	0	0	139.0773571	0	0
653.999	0	0	0	0	0	0	185.308	0	0	169.9445	142.128	0	x	1306	0	0	0	0	0	0	151.2040588	0	0	143.3807143	0	0
654	0	55.446	101.947	0	0	0	184.181	0	0	169.2777143	149.4254286	0	x	1307	0	0	0	0	0	0	0	0	0	147.6840714	0	0
654.999	0	55.446	101.947	0	0	0	184.181	0	0	169.2777143	149.4254286	0	x	1308	0	0	0	0	0	0	159.3661765	0	0	151.9874286	0	0
655	0	55.446	101.947	0	0	0	183.054	0	0	168.6109286	156.7228571	0	x	1309	0	30.33723529	68.77841176	0	0	0	0	0	0	156.2907857	0	0
655.999	0	55.446	101.947	0	0	0	183.054	0	0	168.6109286	156.7228571	0	x	1310	0	0	0	0	0	0	0	0	0	160.5941429	0	0
656	0	55.446	101.947	0	0	0	181.927	0	0	167.9441429	164.0202857	0	x	1311	0	30.15394118	65.45464706	0	0	0	0	0	0	164.8975	0	0
656.999	0	55.446	101.947	0	0	0	181.927	0	0	167.9441429	164.0202857	0	x	1312	0	30.06229412	63.79276471	0	0	0	0	0	0	0	0	0
657	0	55.446	101.947	0	0	0	180.8	0	0	167.2773571	171.3177143	0	x	1313	0	29.97064706	62.13088235	0	0	0	0	0	0	0	0	0
657.999	0	55.446	101.947	0	0	0	180.8	0	0	167.2773571	171.3177143	0	x	1314	0	29.879	60.469	0	0	0	0	0	0	177.8075714	140.69	0
658	0	0	0	0	0	0	179.673	0	0	166.6105714	178.6151429	0	x	1315	0	29.75171698	60.47798113	0	0	0	0	0	0	182.1109286	140.3353585	0
658.999	0	0	0	0	0	0	179.673	0	0	166.6105714	178.6151429	0	x	1316	0	0	60.48696226	0	0	0	0	0	0	186.4142857	139.980717	0
659	0	0	0	0	0	0	178.546	0	0	165.9437857	185.9125714	0	x	1317	0	0	0	0	0	0	0	0	0	190.7176429	139.6260755	0
659.999	0	0	0	0	0	0	178.546	0	0	165.9437857	185.9125714	0	x	1318	0	29.36986792	0	0	0	0	0	0	0	195.021	139.271434	0
660	0	0	0	0	0	0	0	0	0	165.277	193.21	0	x	1319	0	0	0	0	0	0	0	0	0	198.2488571	138.9167925	0
660.999	0	0	0	0	0	0	0	0	0	165.277	193.21	0	x	1320	0	0	0	0	0	0	0	0	0	201.4767143	0	0
661	0	0	0	0	0	0	0	0	0	165.6637857	185.7194286	0	x	1321	0	28.98801887	60.53186792	0	0	0	0	0	0	204.7045714	0	0
661.999	0	0	0	0	0	0	0	0	0	165.6637857	185.7194286	0	x	1322	0	0	0	0	0	0	0	0	0	207.9324286	0	0
662	0	0	0	0	0	0	0	0	0	166.0505714	178.2288571	0	x	1323	0	0	0	0	0	0	0	0	0	211.1602857	0	0
662.999	0	0	0	0	0	0	0	0	0	166.0505714	178.2288571	0	x	1324	0	0	0	0	0	0	0	0	0	214.3881429	0	0
663	0	55.446	101.947	0	0	0	0	0	0	166.4373571	170.7382857	0	x	1325	0	0	0	0	0	0	0	0	0	217.616	0	0
663.999	0	55.446	101.947	0	0	0	0	0	0	166.4373571	170.7382857	0	x	1326	0	28.35160377	60.57677358	0	0	0	0	0	0	220.8438571	0	0
664	0	0	0	0	0	0	0	0	0	166.8241429	163.2477143	0	x	1327	0	0	0	0	0	0	0	0	0	224.0717143	136.0796604	0
664.999	0	0	0	0	0	0	0	0	0	166.8241429	163.2477143	0	x	1328	0	0	0	0	0	0	0	0	0	227.2995714	135.7250189	0
665	0	0	0	0	0	0	0	0	0	167.2109286	155.7571429	0	x	1329	0	27.96975472	60.60371698	0	0	0	245.0684118	0	0	230.5274286	135.3703774	0
665.999	0	0	0	0	0	0	0	0	0	167.2109286	155.7571429	0	x	1330	0	27.8424717	60.61269811	0	0	0	249.1494706	0	0	233.7552857	135.0157358	0
666	0	0	0	0	0	0	0	0	0	167.5977143	148.2665714	0	x	1331	0	0	0	0	0	0	253.2305294	0	0	236.9831429	134.6610943	0
666.999	0	0	0	0	0	0	0	0	0	167.5977143	148.2665714	0	x	1332	0	0	0	0	0	0	257.3115882	0	0	240.211	134.3064528	0
667	0	0	0	0	0	0	0	0	0	167.9845	140.776	0	x	1333	0	0	0	0	0	0	0	0	0	241.9105333	0	0
667.999	0	0	0	0	0	0	0	0	0	167.9845	140.776	0	x	1334	0	27.33333962	60.64862264	0	0	0	0	0	0	243.6100667	0	0
668	0	0	0	0	0	0	0	0	0	168.3712857	142.2729375	0	x	1335	0	27.2060566	60.65760377	0	0	0	0	0	0	245.3096	0	0
668.999	0	0	0	0	0	0	0	0	0	168.3712857	142.2729375	0	x	1336	0	0	0	0	0	0	0	0	0	247.0091333	0	0
669	0	0	0	0	0	0	0	0	0	168.7580714	143.769875	0	x	1337	0	0	0	0	0	0	0	0	0	248.7086667	0	0
669.999	0	0	0	0	0	0	0	0	0	168.7580714	143.769875	0	x	1338	0	0	0	0	0	0	0	0	0	250.4082	0	0
670	0	0	0	0	0	0	166.149	0	0	169.1448571	145.2668125	0	x	1339	0	0	0	0	0	0	0	0	0	252.1077333	0	0
670.999	0	0	0	0	0	0	166.149	0	0	169.1448571	145.2668125	0	x	1340	0	26.56964151	60.70250943	0	0	0	0	0	0	253.8072667	0	0
671	0	0	0	0	0	0	165.022	0	0	169.5316429	146.76375	0	x	1341	0	26.44235849	60.71149057	0	0	0	0	0	0	255.5068	0	0
671.999	0	0	0	0	0	0	165.022	0	0	169.5316429	146.76375	0	x	1342	0	0	0	0	0	0	0	0	0	257.2063333	0	0
672	0	0	0	0	0	0	0	0	0	169.9184286	0	0	x	1343	0	0	0	0	0	0	0	0	0	258.9058667	0	0
672.999	0	0	0	0	0	0	0	0	0	169.9184286	0	0	x	1344	0	0	0	0	0	0	0	0	0	260.6054	0	0
673	0	0	0	0	0	0	0	0	0	170.3052143	0	0	x	1345	0	25.93322642	60.74741509	0	0	0	0	0	0	262.3049333	0	0
673.999	0	0	0	0	0	0	0	0	0	170.3052143	0	0	x	1346	0	0	0	0	0	0	0	0	0	264.0044667	0	0
674	0	0	0	0	0	0	0	0	0	170.692	151.2545625	0	x	1347	0	25.67866038	60.76537736	0	0	0	0	0	0	265.704	0	0
674.999	0	0	0	0	0	0	0	0	0	170.692	151.2545625	0	x	1348	0	0	0	0	0	0	0	0	0	260.3203846	0	0
675	0	0	101.947	0	0	0	160.514	0	0	167.3275714	152.7515	0	x	1349	0	25.42409434	60.78333962	0	0	0	209.1423333	0	0	254.9367692	0	0
675.999	0	0	101.947	0	0	0	160.514	0	0	167.3275714	152.7515	0	x	1350	0	25.29681132	60.79232075	0	0	0	0	0	0	249.5531538	127.9229057	0
676	0	55.446	0	0	0	0	159.387	0	0	163.9631429	154.2484375	0	x	1351	0	0	0	0	0	0	0	0	0	244.1695385	0	0
676.999	0	55.446	0	0	0	0	159.387	0	0	163.9631429	154.2484375	0	x	1352	0	0	0	0	0	0	0	0	0	238.7859231	0	0
677	0	55.446	101.947	0	0	0	158.26	0	0	160.5987143	155.745375	0	x	1353	0	0	0	0	0	0	0	0	0	233.4023077	0	0
677.999	0	55.446	101.947	0	0	0	158.26	0	0	160.5987143	155.745375	0	x	1354	0	0	0	0	0	0	0	0	0	228.0186923	0	0
678	0	55.446	101.947	0	0	0	157.133	0	0	157.2342857	157.2423125	0	x	1355	0	24.66039623	60.83722642	0	0	0	163.1003333	0	0	222.6350769	126.1496981	0
678.999	0	55.446	101.947	0	0	0	157.133	0	0	157.2342857	157.2423125	0	x	1356	0	24.53311321	60.84620755	0	0	0	155.4266667	0	0	217.2514615	125.7950566	0
679	0	0	0	0	0	0	0	0	0	153.8698571	158.73925	0	x	1357	0	24.40583019	60.85518868	0	0	0	147.753	0	0	211.8678462	125.4404151	0
679.999	0	0	0	0	0	0	0	0	0	153.8698571	158.73925	0	x	1358	0	24.27854717	60.86416981	0	0	0	140.0793333	0	0	206.4842308	125.0857736	0
680	0	0	0	0	0	0	0	0	0	150.5054286	0	0	x	1359	0	24.15126415	60.87315094	0	0	0	132.4056667	0	0	201.1006154	124.7311321	0
680.999	0	0	0	0	0	0	0	0	0	150.5054286	0	0	x	1360	0	24.02398113	60.88213208	0	0	0	124.732	0	0	195.717	124.3764906	0
681	0	55.446	0	0	0	0	0	0	0	147.141	0	0	x	1361	0	23.89669811	60.89111321	0	0	0	122.0964286	0	0	198.2160714	124.0218491	0
681.999	0	55.446	0	0	0	0	0	0	0	147.141	0	0	x	1362	0	23.76941509	60.90009434	0	0	0	119.4608571	0	0	200.7151429	123.6672075	0
682	0	0	0	0	0	0	0	0	0	143.7765714	163.2300625	0	x	1363	0	23.64213208	60.90907547	0	0	0	116.8252857	0	0	203.2142143	123.312566	0
682.999	0	0	0	0	0	0	0	0	0	143.7765714	163.2300625	0	x	1364	0	23.51484906	60.9180566	0	0	0	114.1897143	0	0	205.7132857	122.9579245	0
683	0	0	0	0	0	0	0	0	0	140.4121429	164.727	0	x	1365	0	0	0	0	0	0	111.5541429	0	0	208.2123571	122.603283	0
