0	1	2	3	4	5	6	7	8	9	10	11	12	x	CL	Final Timeseries_G94C	Final Timeseries_G94D	Final Timeseries_ACME1	Final Timeseries_S362	Final Timeseries_G300	Final Timeseries_S5AS	Final Timeseries_S5A	Final Timeseries_G301	Final Timeseries_G310	Final Timeseries_G251	Final Timeseries_S6	Final Timeseries_G338
1912.999	0	0	0	0	0	0	0	0	0	119.6028571	0	0	x	3824	0	43.8	75.2	183	0	0	0	0	153.8571429	156.2857143	0	148.2857143
1913	0	0	0	0	0	0	0	0	0	119.1285714	0	0	x	3825	0	43.22666667	74.34	183	0	0	0	0	153.0714286	155.8571429	0	0
1913.999	0	0	0	0	0	0	0	0	0	119.1285714	0	0	x	3826	0	0	0	183	0	0	0	0	152.2857143	155.4285714	0	0
1914	0	0	0	0	0	0	0	0	0	118.6542857	0	0	x	3827	0	42.08	72.62	183	0	0	0	0	151.5	0	0	0
1914.999	0	0	0	0	0	0	0	0	0	118.6542857	0	0	x	3828	0	41.50666667	71.76	183	0	0	0	0	150.7142857	0	0	0
1915	0	0	0	0	0	0	0	0	0	118.18	0	0	x	3829	0	40.93333333	70.9	183	0	0	0	0	149.9285714	0	0	0
1915.999	0	0	0	0	0	0	0	0	0	118.18	0	0	x	3830	0	0	0	183	0	0	0	0	149.1428571	0	0	0
1916	0	0	0	0	0	0	0	0	0	121.8021429	0	0	x	3831	0	39.78666667	69.18	183	0	0	0	0	148.3571429	0	0	0
1916.999	0	0	0	0	0	0	0	0	0	121.8021429	0	0	x	3832	0	39.21333333	68.32	183	170	0	0	0	147.5714286	152.8571429	0	0
1917	0	0	0	0	0	0	0	0	0	125.4242857	0	0	x	3833	0	38.64	67.46	183	170	0	0	0	146.7857143	152.4285714	0	0
1917.999	0	0	0	0	0	0	0	0	0	125.4242857	0	0	x	3834	0	38.06666667	66.6	183	170	0	0	163	146	0	0	0
1918	0	0	0	0	0	0	0	0	0	129.0464286	0	0	x	3835	0	37.49333333	65.74	183	170	0	0	0	145.8571429	0	0	0
1918.999	0	0	0	0	0	0	0	0	0	129.0464286	0	0	x	3836	0	36.92	64.88	183	0	0	0	0	145.7142857	0	0	0
1919	0	0	0	0	0	0	0	0	0	132.6685714	0	0	x	3837	0	36.34666667	64.02	183	0	0	0	0	145.5714286	0	0	0
1919.999	0	0	0	0	0	0	0	0	0	132.6685714	0	0	x	3838	0	35.77333333	63.16	0	0	0	0	0	145.4285714	0	0	0
1920	0	0	0	0	0	0	0	0	0	136.2907143	0	0	x	3839	0	35.2	62.3	0	0	0	0	0	145.2857143	0	0	0
1920.999	0	0	0	0	0	0	0	0	0	136.2907143	0	0	x	3840	0	35.44375	65.03125	0	0	0	0	0	145.1428571	0	0	0
1921	0	0	0	0	0	0	0	0	0	0	0	0	x	3841	0	35.6875	67.7625	0	0	0	0	0	145	0	0	0
1921.999	0	0	0	0	0	0	0	0	0	0	0	0	x	3842	0	35.93125	70.49375	0	0	0	0	0	144.8571429	0	0	0
1922	0	0	0	0	0	0	0	0	0	143.535	0	0	x	3843	0	36.175	73.225	0	0	0	0	0	144.7142857	152	0	0
1922.999	0	0	0	0	0	0	0	0	0	143.535	0	0	x	3844	0	0	0	0	0	0	0	0	144.5714286	152	0	0
1923	0	0	0	0	0	0	0	0	0	147.1571429	0	0	x	3845	0	0	0	183	0	0	0	0	144.4285714	152	0	0
1923.999	0	0	0	0	0	0	0	0	0	147.1571429	0	0	x	3846	0	0	0	183	0	0	0	0	144.2857143	152	0	0
1924	0	0	0	0	0	0	0	0	0	150.7792857	0	0	x	3847	0	0	0	183	0	0	0	0	144.1428571	152	0	0
1924.999	0	0	0	0	0	0	0	0	0	150.7792857	0	0	x	3848	0	0	0	0	0	0	0	0	144	152	0	0
1925	0	0	0	0	0	0	0	0	0	154.4014286	0	0	x	3849	0	37.6375	89.6125	0	0	0	0	0	145	155.2142857	0	0
1925.999	0	0	0	0	0	0	0	0	0	154.4014286	0	0	x	3850	0	0	0	0	0	0	0	0	146	158.4285714	0	0
1926	0	0	0	0	0	0	0	0	0	158.0235714	0	0	x	3851	0	0	0	0	0	0	0	0	147	161.6428571	0	0
1926.999	0	0	0	0	0	0	0	0	0	158.0235714	0	0	x	3852	0	0	0	0	0	0	0	163	148	164.8571429	0	0
1927	0	0	0	0	0	0	0	0	0	0	0	0	x	3853	0	0	0	0	0	0	0	0	149	168.0714286	0	0
1927.999	0	0	0	0	0	0	0	0	0	0	0	0	x	3854	0	38.85625	103.26875	0	0	0	0	0	150	171.2857143	0	0
1928	0	0	0	0	0	0	0	0	0	0	0	0	x	3855	0	39.1	106	183	0	0	0	0	0	174.5	0	0
1928.999	0	0	0	0	0	0	0	0	0	0	0	0	x	3856	0	38.772	104.628	0	0	0	0	0	0	177.7142857	0	0
1929	0	0	0	0	0	0	0	0	0	0	0	0	x	3857	0	0	0	0	0	0	0	0	0	180.9285714	0	0
1929.999	0	0	0	0	0	0	0	0	0	0	0	0	x	3858	0	0	0	0	0	0	0	0	0	184.1428571	0	0
1930	0	0	0	0	0	0	0	163	0	167.44	0	0	x	3859	0	0	0	0	0	0	0	0	0	0	0	0
1930.999	0	0	0	0	0	0	0	163	0	167.44	0	0	x	3860	0	0	0	183	0	0	0	0	0	0	0	0
1931	0	135.2564286	137.7342857	0	170	0	0	163	0	165.99	139.5141026	0	x	3861	0	0	0	183	0	0	0	0	0	0	0	0
1931.999	0	135.2564286	137.7342857	0	170	0	0	163	0	165.99	139.5141026	0	x	3862	0	0	0	183	0	0	0	0	0	0	0	0
1932	0	134.8317857	137.1278571	0	170	0	0	163	0	164.54	141.9376923	0	x	3863	0	36.476	0	0	0	0	0	0	0	0	0	0
1932.999	0	134.8317857	137.1278571	0	170	0	0	163	0	164.54	141.9376923	0	x	3864	0	0	0	0	0	0	0	0	0	0	0	0
1933	0	134.4071429	136.5214286	0	170	0	0	163	0	163.09	144.3612821	0	x	3865	0	35.82	92.28	0	0	0	0	0	0	0	0	0
1933.999	0	134.4071429	136.5214286	0	170	0	0	163	0	163.09	144.3612821	0	x	3866	0	0	0	0	0	0	0	0	0	0	0	0
1934	0	133.9825	135.915	0	170	0	0	163	0	161.64	146.7848718	0	x	3867	0	0	0	183	0	0	0	0	0	0	0	0
1934.999	0	133.9825	135.915	0	170	0	0	163	0	161.64	146.7848718	0	x	3868	0	0	0	183	0	0	0	0	0	0	0	0
1935	0	133.5578571	135.3085714	0	170	0	0	163	0	160.19	149.2084615	0	x	3869	0	34.508	0	0	0	0	0	0	0	187.5	0	0
1935.999	0	133.5578571	135.3085714	0	170	0	0	163	0	160.19	149.2084615	0	x	3870	0	34.18	85.42	183	0	0	0	0	177.4285714	186.1428571	0	0
1936	0	0	0	0	170	0	0	163	0	158.74	151.6320513	0	x	3871	0	33.852	0	0	0	0	0	0	179.8571429	0	0	0
1936.999	0	0	0	0	170	0	0	163	0	158.74	151.6320513	0	x	3872	0	33.524	82.676	0	0	0	0	0	182.2857143	0	0	0
1937	0	0	0	0	0	0	0	0	0	157.29	0	0	x	3873	0	33.196	81.304	0	0	0	0	0	0	0	0	0
1937.999	0	0	0	0	0	0	0	0	0	157.29	0	0	x	3874	0	32.868	0	0	0	0	0	0	0	180.7142857	0	0
1938	0	132.2839286	133.4892857	0	0	0	0	0	0	155.84	0	0	x	3875	0	32.54	78.56	183	0	0	0	0	0	0	0	0
1938.999	0	132.2839286	133.4892857	0	0	0	0	0	0	155.84	0	0	x	3876	0	0	0	0	0	0	0	0	192	0	0	0
1939	0	0	0	0	0	0	0	0	0	154.39	0	0	x	3877	0	31.884	75.816	0	0	0	0	0	0	0	0	0
1939.999	0	0	0	0	0	0	0	0	0	154.39	0	0	x	3878	0	0	0	0	0	0	0	0	0	0	0	0
1940	0	0	0	0	0	0	0	0	0	152.94	0	0	x	3879	0	0	0	0	0	0	0	0	0	0	0	0
1940.999	0	0	0	0	0	0	0	0	0	152.94	0	0	x	3880	0	30.9	71.7	0	0	0	0	0	184	0	0	0
1941	0	0	0	0	0	0	0	0	0	151.49	0	0	x	3881	0	0	0	0	0	0	0	0	0	0	0	0
1941.999	0	0	0	0	0	0	0	0	0	151.49	0	0	x	3882	0	0	0	0	0	0	0	0	0	0	0	0
1942	0	0	0	0	0	0	0	0	0	150.04	0	0	x	3883	0	0	0	183	0	0	0	0	178	0	0	0
1942.999	0	0	0	0	0	0	0	0	0	150.04	0	0	x	3884	0	32.12857143	71.72857143	0	0	0	0	0	0	0	0	0
1943	0	0	0	0	0	0	0	0	0	149.3178571	0	0	x	3885	0	0	0	0	0	0	0	0	0	0	0	0
1943.999	0	0	0	0	0	0	0	0	0	149.3178571	0	0	x	3886	0	0	0	0	0	0	0	0	172	0	0	0
1944	0	0	0	0	0	0	0	0	0	148.5957143	0	0	x	3887	0	0	0	183	0	0	0	0	170	163.3333333	0	0
1944.999	0	0	0	0	0	0	0	0	0	148.5957143	0	0	x	3888	0	0	0	183	0	0	0	0	168	162	0	0
1945	0	122.0071429	122.9285714	0	0	0	0	0	0	147.8735714	0	0	x	3889	0	33.66428571	71.76428571	0	0	0	0	0	166	160.6666667	0	0
1945.999	0	122.0071429	122.9285714	0	0	0	0	0	0	147.8735714	0	0	x	3890	0	33.97142857	71.77142857	183	0	0	0	0	164	159.3333333	0	0
1946	0	0	0	0	0	0	0	0	0	147.1514286	0	0	x	3891	0	34.27857143	71.77857143	0	0	0	0	0	162	158	0	0
1946.999	0	0	0	0	0	0	0	0	0	147.1514286	0	0	x	3892	0	0	0	183	0	0	0	0	160	156.6666667	0	0
1947	0	0	0	0	0	0	0	0	0	146.4292857	0	0	x	3893	0	0	0	183	0	0	0	0	158	155.3333333	0	0
1947.999	0	0	0	0	0	0	0	0	0	146.4292857	0	0	x	3894	0	0	0	183	0	0	0	0	156	154	0	0
1948	0	0	0	0	0	0	0	0	0	145.7071429	0	0	x	3895	0	35.50714286	71.80714286	183	0	0	0	0	154	154	0	0
1948.999	0	0	0	0	0	0	0	0	0	145.7071429	0	0	x	3896	0	35.81428571	71.81428571	183	0	0	0	0	152	154	0	0
1949	0	0	0	0	0	0	0	0	0	144.985	0	0	x	3897	0	0	0	183	0	0	0	0	150	154	0	0
1949.999	0	0	0	0	0	0	0	0	0	144.985	0	0	x	3898	0	36.42857143	71.82857143	0	0	0	0	0	148	154	0	0
1950	0	0	0	0	170	0	0	163	0	144.2628571	0	0	x	3899	0	36.73571429	71.83571429	0	0	0	0	0	146	154	0	0
1950.999	0	0	0	0	170	0	0	163	0	144.2628571	0	0	x	3900	0	37.04285714	71.84285714	183	0	0	0	0	144	154	0	0
1951	0	0	0	0	170	0	0	163	0	143.5407143	127.1857143	0	x	3901	0	37.35	71.85	183	0	0	0	0	142	154	0	0
1951.999	0	0	0	0	170	0	0	163	0	143.5407143	127.1857143	0	x	3902	0	37.65714286	71.85714286	183	0	0	0	0	140	154	0	0
1952	0	0	0	0	170	0	0	163	0	142.8185714	0	0	x	3903	0	37.96428571	71.86428571	0	0	0	0	0	138	154	0	0
1952.999	0	0	0	0	170	0	0	163	0	142.8185714	0	0	x	3904	0	0	0	183	0	0	0	0	136	154	0	0
1953	0	0	0	0	170	0	0	163	0	142.0964286	0	0	x	3905	0	38.57857143	71.87857143	0	0	0	0	0	137.4	154.2666667	0	0
1953.999	0	0	0	0	170	0	0	163	0	142.0964286	0	0	x	3906	0	0	0	183	0	0	0	0	138.8	154.5333333	0	0
1954	0	0	0	0	170	0	0	163	0	141.3742857	0	0	x	3907	0	0	0	183	0	0	0	0	140.2	0	0	0
1954.999	0	0	0	0	170	0	0	163	0	141.3742857	0	0	x	3908	0	39.5	71.9	0	0	0	0	0	0	155.0666667	0	0
1955	0	0	0	0	170	0	0	163	0	140.6521429	0	0	x	3909	0	0	0	183	0	0	0	0	0	155.3333333	0	0
1955.999	0	0	0	0	170	0	0	163	0	140.6521429	0	0	x	3910	0	0	0	0	0	0	0	0	0	0	0	0
1956	0	0	0	0	170	0	0	163	0	139.93	108.9035714	0	x	3911	0	0	0	0	0	0	0	0	0	155.8666667	0	0
1956.999	0	0	0	0	170	0	0	163	0	139.93	108.9035714	0	x	3912	0	39.52352941	77.00588235	183	0	0	0	0	0	156.1333333	0	0
1957	0	0	0	0	170	0	0	163	0	139.4192308	105.2471429	0	x	3913	0	0	0	0	0	0	0	0	0	0	0	0
1957.999	0	0	0	0	170	0	0	163	0	139.4192308	105.2471429	0	x	3914	0	0	0	0	0	0	0	0	0	0	0	0
1958	0	0	0	0	170	0	0	163	0	138.9084615	0	0	x	3915	0	39.54117647	80.83529412	0	0	0	0	0	0	0	0	0
1958.999	0	0	0	0	170	0	0	163	0	138.9084615	0	0	x	3916	0	39.54705882	82.11176471	183	0	0	0	0	152.8	157.2	0	0
1959	0	0	0	0	170	0	0	163	0	138.3976923	97.93428571	0	x	3917	0	0	0	0	0	0	0	0	154.2	157.4666667	0	0
1959.999	0	0	0	0	170	0	0	163	0	138.3976923	97.93428571	0	x	3918	0	0	0	183	0	0	0	0	0	0	0	0
1960	0	0	0	0	0	0	0	0	0	137.8869231	94.27785714	0	x	3919	0	0	0	0	0	0	0	0	0	0	0	0
1960.999	0	0	0	0	0	0	0	0	0	137.8869231	94.27785714	0	x	3920	0	0	0	183	0	0	0	0	0	0	0	0
1961	0	0	0	0	0	0	0	0	0	137.3761538	90.62142857	0	x	3921	0	0	0	0	0	0	0	0	0	0	0	0
1961.999	0	0	0	0	0	0	0	0	0	137.3761538	90.62142857	0	x	3922	0	0	0	183	0	0	0	0	155.3846154	0	0	0
1962	0	83.745	0	0	0	0	0	0	0	136.8653846	86.965	0	x	3923	0	0	0	183	0	0	0	0	0	0	0	0
1962.999	0	83.745	0	0	0	0	0	0	0	136.8653846	86.965	0	x	3924	0	0	0	183	0	0	0	0	154.3076923	156.0769231	0	0
1963	0	0	0	0	0	0	0	0	0	136.3546154	83.30857143	0	x	3925	0	39.6	93.6	183	0	0	0	0	153.7692308	155.6923077	0	0
1963.999	0	0	0	0	0	0	0	0	0	136.3546154	83.30857143	0	x	3926	0	0	0	183	0	0	0	0	153.2307692	155.3076923	0	0
1964	0	0	0	0	0	0	0	0	0	135.8438462	79.65214286	0	x	3927	0	0	0	183	0	0	0	0	152.6923077	0	0	0
1964.999	0	0	0	0	0	0	0	0	0	135.8438462	79.65214286	0	x	3928	0	0	0	0	0	0	0	0	0	0	0	0
1965	0	0	0	0	0	0	0	0	0	135.3330769	75.99571429	0	x	3929	0	40.72727273	90.43636364	183	0	0	0	0	151.6153846	154.1538462	0	0
1965.999	0	0	0	0	0	0	0	0	0	135.3330769	75.99571429	0	x	3930	0	41.00909091	89.64545455	183	0	0	0	0	151.0769231	153.7692308	0	0
1966	0	0	0	0	170	0	0	0	0	134.8223077	72.33928571	0	x	3931	0	41.29090909	88.85454545	183	0	0	0	0	150.5384615	153.3846154	0	0
1966.999	0	0	0	0	170	0	0	0	0	134.8223077	72.33928571	0	x	3932	0	0	0	183	0	0	0	0	150	153	0	0
1967	0	0	0	0	0	0	0	0	0	134.3115385	68.68285714	0	x	3933	0	41.85454545	87.27272727	183	0	0	0	0	151.3076923	153.6923077	0	0
1967.999	0	0	0	0	0	0	0	0	0	134.3115385	68.68285714	0	x	3934	0	0	0	183	0	0	0	0	152.6153846	154.3846154	0	0
1968	0	0	0	0	0	0	0	0	0	133.8007692	65.02642857	0	x	3935	0	0	0	0	0	0	0	0	153.9230769	155.0769231	0	0
1968.999	0	0	0	0	0	0	0	0	0	133.8007692	65.02642857	0	x	3936	0	42.7	84.9	183	0	0	0	0	155.2307692	155.7692308	0	0
1969	0	0	0	0	0	0	0	0	0	133.29	0	0	x	3937	0	42.6952381	0	183	0	0	0	0	156.5384615	156.4615385	0	0
1969.999	0	0	0	0	0	0	0	0	0	133.29	0	0	x	3938	0	42.69047619	84.78571429	183	0	0	0	0	157.8461538	157.1538462	0	0
1970	0	0	0	0	0	0	0	0	0	132.8186667	61.34352941	0	x	3939	0	0	0	183	0	0	0	0	159.1538462	157.8461538	0	0
1970.999	0	0	0	0	0	0	0	0	0	132.8186667	61.34352941	0	x	3940	0	0	0	183	0	0	0	0	160.4615385	158.5384615	0	0
1971	0	0	0	0	0	0	0	0	0	132.3473333	0	0	x	3941	0	0	0	0	0	0	0	0	161.7692308	159.2307692	0	0
1971.999	0	0	0	0	0	0	0	0	0	132.3473333	0	0	x	3942	0	0	0	0	0	0	0	0	163.0769231	159.9230769	0	0
1972	0	0	0	0	0	0	0	0	0	131.876	0	0	x	3943	0	0	0	183	0	0	0	0	0	160.6153846	0	0
1972.999	0	0	0	0	0	0	0	0	0	131.876	0	0	x	3944	0	42.66190476	84.44285714	0	0	0	0	0	0	161.3076923	0	0
1973	0	0	0	0	0	0	0	0	0	131.4046667	0	0	x	3945	0	42.65714286	84.38571429	0	0	0	0	0	0	162	0	0
1973.999	0	0	0	0	0	0	0	0	0	131.4046667	0	0	x	3946	0	42.65238095	84.32857143	0	0	0	0	0	167.3793103	162.5862069	0	0
1974	0	0	0	0	0	0	0	0	0	130.9333333	0	0	x	3947	0	42.64761905	84.27142857	0	0	0	0	0	167.7586207	163.1724138	0	0
1974.999	0	0	0	0	0	0	0	0	0	130.9333333	0	0	x	3948	0	42.64285714	0	0	0	0	0	0	168.137931	163.7586207	0	0
1975	0	0	0	0	0	0	0	0	0	130.462	0	0	x	3949	0	42.63809524	84.15714286	183	0	0	0	0	168.5172414	164.3448276	0	0
1975.999	0	0	0	0	0	0	0	0	0	130.462	0	0	x	3950	0	42.63333333	84.1	183	0	0	0	0	168.8965517	0	0	0
1976	0	0	0	0	0	0	0	0	0	129.9906667	0	0	x	3951	0	42.62857143	84.04285714	183	0	0	0	0	169.2758621	0	0	0
1976.999	0	0	0	0	0	0	0	0	0	129.9906667	0	0	x	3952	0	42.62380952	83.98571429	183	142.9285714	0	0	168.7857143	169.6551724	0	0	0
1977	0	0	81.63764706	0	0	0	0	0	0	129.5193333	0	0	x	3953	0	42.61904762	83.92857143	183	0	0	0	0	170.0344828	0	0	0
1977.999	0	0	81.63764706	0	0	0	0	0	0	129.5193333	0	0	x	3954	0	42.61428571	83.87142857	183	0	0	0	0	170.4137931	0	0	0
1978	0	0	0	0	0	0	0	0	0	129.048	0	0	x	3955	0	0	0	183	0	0	0	0	170.7931034	0	0	0
1978.999	0	0	0	0	0	0	0	0	0	129.048	0	0	x	3956	0	0	0	183	0	0	0	0	171.1724138	0	0	0
1979	0	0	0	0	0	0	0	0	0	0	0	0	x	3957	0	0	83.7	183	0	0	0	0	171.5517241	0	0	0
1979.999	0	0	0	0	0	0	0	0	0	0	0	0	x	3958	0	42.5952381	83.64285714	183	0	0	0	0	171.9310345	0	0	0
1980	0	0	0	0	0	0	0	0	0	0	0	0	x	3959	0	42.59047619	83.58571429	183	0	0	0	0	172.3103448	0	0	0
1980.999	0	0	0	0	0	0	0	0	0	0	0	0	x	3960	0	0	83.52857143	183	0	0	0	0	172.6896552	0	0	0
1981	0	0	0	0	0	0	0	0	0	0	0	0	x	3961	0	42.58095238	83.47142857	183	0	0	0	0	173.0689655	0	0	0
1981.999	0	0	0	0	0	0	0	0	0	0	0	0	x	3962	0	42.57619048	83.41428571	183	0	0	0	0	173.4482759	0	0	0
1982	0	0	0	0	0	0	0	0	0	0	0	0	x	3963	0	0	0	183	0	0	0	0	173.8275862	0	0	0
1982.999	0	0	0	0	0	0	0	0	0	0	0	0	x	3964	0	0	0	183	0	0	0	0	174.2068966	0	0	0
1983	0	0	0	0	0	0	0	0	0	0	60.99941176	0	x	3965	0	0	0	183	0	0	0	0	174.5862069	0	0	0
1983.999	0	0	0	0	0	0	0	0	0	0	60.99941176	0	x	3966	0	0	0	183	0	0	0	0	174.9655172	0	0	0
1984	0	0	0	0	0	0	0	0	0	126.22	60.97294118	0	x	3967	0	42.55238095	83.12857143	183	0	0	0	0	175.3448276	174.8965517	0	0
1984.999	0	0	0	0	0	0	0	0	0	126.22	60.97294118	0	x	3968	0	0	0	183	0	0	0	0	175.7241379	175.4827586	0	0
1985	0	0	0	0	0	0	0	0	0	129.23	60.94647059	0	x	3969	0	0	0	183	0	0	0	0	0	176.0689655	0	0
1985.999	0	0	0	0	0	0	0	0	0	129.23	60.94647059	0	x	3970	0	0	0	183	0	0	0	0	0	176.6551724	0	0
1986	0	0	94.19	0	0	0	0	0	0	132.24	60.92	0	x	3971	0	42.53333333	82.9	183	0	0	0	0	176.862069	177.2413793	0	0
1986.999	0	0	94.19	0	0	0	0	0	0	132.24	60.92	0	x	3972	0	0	0	0	0	0	0	0	0	0	0	0
1987	0	0	0	0	0	0	0	0	0	135.25	62.30166667	0	x	3973	0	0	0	0	0	0	0	0	0	178.4137931	0	0
1987.999	0	0	0	0	0	0	0	0	0	135.25	62.30166667	0	x	3974	0	42.51904762	0	0	0	0	0	0	0	179	0	0
1988	0	0	0	0	0	0	0	0	0	138.26	0	0	x	3975	0	42.51428571	82.67142857	0	0	0	0	0	0	179.1428571	0	0
1988.999	0	0	0	0	0	0	0	0	0	138.26	0	0	x	3976	0	0	0	0	0	0	0	0	0	179.2857143	0	0
1989	0	0	0	0	0	0	0	0	0	141.27	0	0	x	3977	0	0	0	0	0	0	0	0	183.3571429	179.4285714	0	0
1989.999	0	0	0	0	0	0	0	0	0	141.27	0	0	x	3978	0	42.5	82.5	183	0	0	0	0	185.1428571	179.5714286	0	0
1990	0	0	0	0	0	0	0	0	0	144.28	0	0	x	3979	0	43.24	83.625	183	0	0	0	0	186.9285714	179.7142857	0	0
1990.999	0	0	0	0	0	0	0	0	0	144.28	0	0	x	3980	0	43.98	84.75	183	0	0	0	0	188.7142857	179.8571429	0	0
1991	0	0	0	0	0	0	0	0	0	147.29	0	0	x	3981	0	0	0	183	0	0	0	0	190.5	180	0	0
1991.999	0	0	0	0	0	0	0	0	0	147.29	0	0	x	3982	0	0	0	0	0	0	0	0	0	180.1428571	0	0
1992	0	0	0	0	0	0	0	0	0	150.3	0	0	x	3983	0	0	0	0	0	0	0	0	0	180.2857143	0	0
1992.999	0	0	0	0	0	0	0	0	0	150.3	0	0	x	3984	0	0	0	0	0	0	0	0	0	180.4285714	0	0
1993	0	0	0	0	0	0	0	0	0	153.31	0	0	x	3985	0	0	0	0	0	0	0	0	197.6428571	180.5714286	0	0
1993.999	0	0	0	0	0	0	0	0	0	153.31	0	0	x	3986	0	48.42	0	0	0	0	0	0	199.4285714	180.7142857	0	0
1994	0	0	0	0	0	0	0	0	0	156.32	0	0	x	3987	0	49.16	0	0	0	0	0	0	201.2142857	180.8571429	0	0
1994.999	0	0	0	0	0	0	0	0	0	156.32	0	0	x	3988	0	0	0	0	0	0	0	0	0	181	0	0
1995	0	0	0	0	0	0	0	0	0	159.33	0	0	x	3989	0	50.64	0	0	0	0	0	0	0	0	0	0
1995.999	0	0	0	0	0	0	0	0	0	159.33	0	0	x	3990	0	0	0	0	0	0	0	0	0	179.6153846	0	0
1996	0	0	0	0	0	0	0	0	0	0	0	0	x	3991	0	0	0	0	0	0	0	0	0	0	0	0
1996.999	0	0	0	0	0	0	0	0	0	0	0	0	x	3992	0	0	0	0	0	0	0	0	0	0	0	0
1997	0	0	0	0	0	0	0	0	0	165.35	0	0	x	3993	0	53.6	0	0	0	0	0	0	0	0	0	0
1997.999	0	0	0	0	0	0	0	0	0	165.35	0	0	x	3994	0	54.34	0	183	0	0	0	0	0	0	0	0
1998	0	0	0	0	0	0	0	0	0	0	77.5	0	x	3995	0	0	0	0	0	0	0	0	0	0	0	0
1998.999	0	0	0	0	0	0	0	0	0	0	77.5	0	x	3996	0	55.82	0	0	0	0	0	0	0	0	0	0
1999	0	0	0	0	0	0	0	0	0	166.7766667	77.14538462	0	x	3997	0	0	0	0	0	0	0	0	0	0	0	0
1999.999	0	0	0	0	0	0	0	0	0	166.7766667	77.14538462	0	x	3998	0	0	0	0	0	0	0	0	0	0	0	0
2000	0	0	0	0	0	0	0	0	0	165.1933333	76.79076923	0	x	3999	0	0	0	183	0	0	0	0	0	0	0	0
2000.999	0	0	0	0	0	0	0	0	0	165.1933333	76.79076923	0	x	4000	0	0	0	183	0	0	0	0	0	0	0	0
2001	0	0	0	0	0	0	0	0	0	163.61	76.43615385	0	x	4001	0	0	0	183	0	0	0	0	0	0	0	0
2001.999	0	0	0	0	0	0	0	0	0	163.61	76.43615385	0	x	4002	0	0	0	183	0	0	0	0	0	0	0	0
2002	0	0	0	0	0	0	0	0	0	162.0266667	0	0	x	4003	0	61	0	183	0	0	0	0	0	0	0	0
2002.999	0	0	0	0	0	0	0	0	0	162.0266667	0	0	x	4004	0	0	0	0	0	0	0	0	0	0	0	0
2003	0	0	0	0	0	0	0	0	0	160.4433333	0	0	x	4005	0	0	0	0	0	0	0	0	0	0	0	0
2003.999	0	0	0	0	0	0	0	0	0	160.4433333	0	0	x	4006	0	63.22	0	0	0	0	0	0	0	0	0	0
2004	0	0	0	0	0	0	0	0	0	158.86	75.37230769	0	x	4007	0	0	0	0	0	0	0	0	0	0	0	0
2004.999	0	0	0	0	0	0	0	0	0	158.86	75.37230769	0	x	4008	0	0	0	183	0	0	0	0	0	0	0	0
2005	0	0	0	0	0	0	0	0	0	157.2766667	75.01769231	0	x	4009	0	66.3325	0	0	0	0	0	0	0	0	0	0
2005.999	0	0	0	0	0	0	0	0	0	157.2766667	75.01769231	0	x	4010	0	0	0	0	0	0	0	0	0	0	0	0
2006	0	0	0	0	0	0	0	0	0	155.6933333	74.66307692	0	x	4011	0	0	0	0	0	0	0	0	0	0	0	0
2006.999	0	0	0	0	0	0	0	0	0	155.6933333	74.66307692	0	x	4012	0	0	0	0	0	0	0	0	0	0	0	0
2007	0	0	0	0	0	0	0	0	0	154.11	74.30846154	0	x	4013	0	0	0	0	0	0	0	0	0	0	0	0
2007.999	0	0	0	0	0	0	0	0	0	154.11	74.30846154	0	x	4014	0	0	0	0	0	0	0	0	0	0	0	0
2008	0	51.78071429	107.313	0	0	0	0	0	0	152.5266667	73.95384615	0	x	4015	0	0	0	0	0	0	0	0	0	0	0	0
2008.999	0	51.78071429	107.313	0	0	0	0	0	0	152.5266667	73.95384615	0	x	4016	0	0	0	0	0	0	0	0	0	0	0	0
2009	0	0	0	0	0	0	0	0	0	150.9433333	73.59923077	0	x	4017	0	0	0	183	0	0	0	0	0	0	0	0
2009.999	0	0	0	0	0	0	0	0	0	150.9433333	73.59923077	0	x	4018	0	0	0	0	0	0	0	0	0	0	0	0
2010	0	0	0	0	0	0	0	0	0	149.36	73.24461538	0	x	4019	0	0	0	0	0	0	0	0	0	0	0	0
2010.999	0	0	0	0	0	0	0	0	0	149.36	73.24461538	0	x	4020	0	0	0	0	0	0	0	0	0	0	0	0
2011	0	0	0	0	0	0	0	0	0	147.7766667	72.89	0	x	4021	0	0	0	0	0	0	0	0	0	0	0	0
2011.999	0	0	0	0	0	0	0	0	0	147.7766667	72.89	0	x	4022	0	0	0	183	0	0	0	0	0	0	0	0
2012	0	0	0	0	0	0	0	163	0	146.1933333	74.75357143	0	x	4023	0	0	0	183	0	0	0	0	0	0	0	0
2012.999	0	0	0	0	0	0	0	163	0	146.1933333	74.75357143	0	x	4024	0	0	0	183	0	0	0	0	0	0	0	0
2013	0	0	0	0	0	0	0	163	0	144.61	76.61714286	0	x	4025	0	0	0	0	0	0	0	0	0	0	0	0
2013.999	0	0	0	0	0	0	0	163	0	144.61	76.61714286	0	x	4026	0	0	0	0	0	0	0	0	0	0	0	0
2014	0	0	0	0	0	0	0	0	0	142.4223077	78.48071429	0	x	4027	0	0	0	0	0	0	0	0	0	0	0	0
2014.999	0	0	0	0	0	0	0	0	0	142.4223077	78.48071429	0	x	4028	0	0	0	0	0	0	0	0	0	0	0	0
