0	1	2	3	4	5	6	7	8	9	10	11	12	x	SO4	Final Timeseries_G94C	Final Timeseries_G94D	Final Timeseries_ACME1	Final Timeseries_S362	Final Timeseries_G300	Final Timeseries_S5AS	Final Timeseries_S5A	Final Timeseries_G301	Final Timeseries_G310	Final Timeseries_G251	Final Timeseries_S6	Final Timeseries_G338
913.999	0	32.0380989	25.41930769	0	0	0	0	0	0	77.83978571	0	0	x	1826	0	0	0	0	0	0	0	36.36714286	0	36.83571429	39.94635359	0
914	0	31.32004396	24.64769231	0	0	0	0	0	0	76.69057143	0	0	x	1827	0	0	0	0	0	0	0	0	0	36.92214286	39.56756906	0
914.999	0	31.32004396	24.64769231	0	0	0	0	0	0	76.69057143	0	0	x	1828	0	0	0	0	0	0	0	36.11571429	0	37.00857143	39.18878453	0
915	0	30.60198901	23.87607692	0	0	0	0	0	0	75.54135714	0	0	x	1829	0	0	0	0	0	0	0	0	0	37.095	38.81	0
915.999	0	30.60198901	23.87607692	0	0	0	0	0	0	75.54135714	0	0	x	1830	0	0	0	0	0	0	0	0	0	37.18142857	38.79529412	0
916	0	0	0	0	0	0	0	0	0	74.39214286	0	0	x	1831	0	0	0	0	0	0	0	0	0	37.26785714	38.78058824	0
916.999	0	0	0	0	0	0	0	0	0	74.39214286	0	0	x	1832	0	0	0	0	0	0	0	0	0	37.35428571	38.76588235	0
917	0	29.16587912	22.33284615	0	0	0	0	0	0	73.24292857	74.72938462	0	x	1833	0	0	0	0	35	0	0	34.38466667	0	37.44071429	38.75117647	0
917.999	0	29.16587912	22.33284615	0	0	0	0	0	0	73.24292857	74.72938462	0	x	1834	0	0	0	0	0	0	0	0	0	37.52714286	38.73647059	0
918	0	28.44782418	21.56123077	0	0	0	65.87796825	0	0	72.09371429	74.92492308	0	x	1835	0	0	0	0	0	0	0	33.582	0	37.61357143	38.72176471	0
918.999	0	28.44782418	21.56123077	0	0	0	65.87796825	0	0	72.09371429	74.92492308	0	x	1836	0	0	0	0	0	0	0	0	0	37.7	38.70705882	0
919	0	27.72976923	20.78961538	0	0	0	65.61288889	0	0	70.9445	75.12046154	0	x	1837	0	0	0	0	0	0	0	0	0	37.56642857	38.69235294	0
919.999	0	27.72976923	20.78961538	0	0	0	65.61288889	0	0	70.9445	75.12046154	0	x	1838	0	0	0	0	0	0	0	0	0	37.43285714	38.67764706	0
920	0	0	0	0	0	0	65.34780952	0	0	69.79528571	75.316	0	x	1839	0	0	0	0	0	0	0	0	0	37.29928571	38.66294118	0
920.999	0	0	0	0	0	0	65.34780952	0	0	69.79528571	75.316	0	x	1840	0	0	0	0	0	0	0	0	0	37.16571429	38.64823529	0
921	0	0	0	0	0	0	0	0	0	68.64607143	0	0	x	1841	0	0	0	0	0	0	0	0	0	37.03214286	38.63352941	0
921.999	0	0	0	0	0	0	0	0	0	68.64607143	0	0	x	1842	0	0	0	0	0	0	0	0	0	36.89857143	38.61882353	0
922	0	25.5756044	18.47476923	0	0	0	64.81765079	0	0	67.49685714	75.70707692	0	x	1843	0	0	0	0	0	0	0	0	0	36.765	38.60411765	0
922.999	0	25.5756044	18.47476923	0	0	0	64.81765079	0	0	67.49685714	75.70707692	0	x	1844	0	0	0	0	0	0	0	0	0	36.63142857	38.58941176	0
923	0	24.85754945	17.70315385	0	0	0	64.55257143	0	0	0	75.90261538	0	x	1845	0	0	0	0	0	0	0	0	0	36.49785714	38.57470588	0
923.999	0	24.85754945	17.70315385	0	0	0	64.55257143	0	0	0	75.90261538	0	x	1846	0	0	0	0	0	0	0	0	0	36.36428571	38.56	0
924	0	0	0	0	0	0	64.28749206	0	0	65.19842857	76.09815385	0	x	1847	0	22.55530612	0	0	0	0	0	0	0	36.23071429	39.19181818	0
924.999	0	0	0	0	0	0	64.28749206	0	0	65.19842857	76.09815385	0	x	1848	0	0	0	0	0	0	0	0	0	36.09714286	0	0
925	0	0	0	0	0	0	64.0224127	0	0	64.04921429	0	0	x	1849	0	0	0	0	0	0	0	0	0	35.96357143	0	0
925.999	0	0	0	0	0	0	64.0224127	0	0	64.04921429	0	0	x	1850	0	0	0	0	0	0	0	40.29	0	35.83	41.08727273	0
926	0	22.70338462	15.38830769	0	0	0	0	0	0	62.9	0	0	x	1851	0	0	0	0	35	0	0	42.01	0	36.02928571	41.71909091	0
926.999	0	22.70338462	15.38830769	0	0	0	0	0	0	62.9	0	0	x	1852	0	0	0	0	0	0	0	0	0	36.22857143	0	0
927	0	21.98532967	14.61669231	0	0	0	63.49225397	0	0	62.94421429	76.68476923	0	x	1853	0	0	0	0	0	0	0	0	0	36.42785714	42.98272727	0
927.999	0	21.98532967	14.61669231	0	0	0	63.49225397	0	0	62.94421429	76.68476923	0	x	1854	0	23.03459184	27.63142857	0	0	0	0	47.17	0	36.62714286	43.61454545	0
928	0	0	0	0	0	0	63.2271746	0	0	62.98842857	76.88030769	0	x	1855	0	0	0	0	0	0	0	0	0	36.82642857	44.24636364	0
928.999	0	0	0	0	0	0	63.2271746	0	0	62.98842857	76.88030769	0	x	1856	0	0	0	0	0	0	0	0	0	37.02571429	44.87818182	0
929	0	0	0	0	0	0	0	0	0	63.03264286	0	0	x	1857	0	23.24	28.06	0	0	0	0	0	0	37.225	45.51	0
929.999	0	0	0	0	0	0	0	0	0	63.03264286	0	0	x	1858	0	23.74261905	0	0	0	0	0	0	0	37.42428571	45.61583333	0
930	0	19.83116484	12.30184615	0	0	0	62.69701587	0	0	63.07685714	77.27138462	0	x	1859	0	24.2452381	0	0	0	0	0	0	0	37.62357143	45.72166667	0
930.999	0	19.83116484	12.30184615	0	0	0	62.69701587	0	0	63.07685714	77.27138462	0	x	1860	0	24.74785714	0	0	0	0	0	0	0	37.82285714	0	0
931	0	0	0	0	0	0	62.43193651	0	0	63.12107143	77.46692308	0	x	1861	0	25.25047619	0	0	0	0	0	0	0	38.02214286	0	0
931.999	0	0	0	0	0	0	62.43193651	0	0	63.12107143	77.46692308	0	x	1862	0	0	0	0	0	0	0	0	0	38.22142857	0	0
932	0	18.39505495	10.75861538	0	0	0	62.16685714	0	0	63.16528571	77.66246154	0	x	1863	0	0	0	0	0	0	0	53.03	0	38.42071429	0	0
932.999	0	18.39505495	10.75861538	0	0	0	62.16685714	0	0	63.16528571	77.66246154	0	x	1864	0	0	0	0	0	0	0	0	0	38.62	0	0
933	0	17.677	9.987	0	0	0	61.90177778	0	0	63.2095	77.858	0	x	1865	0	0	0	0	0	0	0	0	0	38.51272727	0	0
933.999	0	17.677	9.987	0	0	0	61.90177778	0	0	63.2095	77.858	0	x	1866	0	0	0	0	35	0	0	53.38	0	38.40545455	46.4625	0
934	0	17.56491837	10.08877551	0	0	0	61.63669841	0	0	63.25371429	77.34977381	0	x	1867	0	0	0	0	35	0	0	53.49666667	0	38.29818182	46.56833333	0
934.999	0	17.56491837	10.08877551	0	0	0	61.63669841	0	0	63.25371429	77.34977381	0	x	1868	0	0	0	0	0	0	0	0	0	38.19090909	46.67416667	0
935	0	0	0	0	0	0	61.37161905	0	0	63.29792857	76.84154762	0	x	1869	0	0	0	0	0	0	0	0	0	38.08363636	0	0
935.999	0	0	0	0	0	0	61.37161905	0	0	63.29792857	76.84154762	0	x	1870	0	0	0	0	0	0	0	0	0	37.97636364	0	0
936	0	0	0	0	0	0	61.10653968	0	0	63.34214286	76.33332143	0	x	1871	0	0	0	0	0	0	0	0	0	37.86909091	46.99166667	0
936.999	0	0	0	0	0	0	61.10653968	0	0	63.34214286	76.33332143	0	x	1872	0	0	0	0	0	0	0	0	0	37.76181818	0	0
937	0	0	0	0	0	0	0	0	0	63.38635714	0	0	x	1873	0	0	0	0	0	0	0	0	0	37.65454545	0	0
937.999	0	0	0	0	0	0	0	0	0	63.38635714	0	0	x	1874	0	0	0	0	0	0	0	0	0	37.54727273	0	0
938	0	0	0	0	0	0	0	0	0	63.43057143	0	0	x	1875	0	0	0	0	0	0	0	0	0	37.44	47.415	0
938.999	0	0	0	0	0	0	0	0	0	63.43057143	0	0	x	1876	0	0	0	0	0	0	0	0	0	37.33272727	0	0
939	0	0	0	0	0	0	60.31130159	0	0	63.47478571	74.80864286	0	x	1877	0	0	0	0	0	0	0	0	0	37.22545455	0	0
939.999	0	0	0	0	0	0	60.31130159	0	0	63.47478571	74.80864286	0	x	1878	0	0	0	0	0	0	0	0	0	37.11818182	0	0
940	0	16.89242857	10.69942857	0	0	0	0	0	0	63.519	0	0	x	1879	0	0	0	0	0	0	0	0	0	37.01090909	0	0
940.999	0	16.89242857	10.69942857	0	0	0	0	0	0	63.519	0	0	x	1880	0	0	0	0	0	0	0	0	0	36.90363636	0	0
941	0	16.78034694	10.80120408	0	0	0	0	0	0	63.70792857	0	0	x	1881	0	0	0	0	0	0	0	0	0	36.79636364	0	0
941.999	0	16.78034694	10.80120408	0	0	0	0	0	0	63.70792857	0	0	x	1882	0	0	0	0	0	0	0	0	0	36.68909091	0	0
942	0	16.66826531	10.90297959	0	0	0	0	0	0	63.89685714	0	0	x	1883	0	0	0	0	0	0	0	0	0	36.58181818	0	0
942.999	0	16.66826531	10.90297959	0	0	0	0	0	0	63.89685714	0	0	x	1884	0	0	0	0	0	0	0	0	0	36.47454545	0	0
943	0	0	0	0	0	0	0	0	0	64.08578571	0	0	x	1885	0	0	0	0	0	0	0	0	0	36.36727273	0	0
943.999	0	0	0	0	0	0	0	0	0	64.08578571	0	0	x	1886	0	0	0	0	0	0	0	0	0	36.26	0	0
944	0	16.44410204	11.10653061	0	0	0	58.98590476	0	0	64.27471429	72.2675119	0	x	1887	0	0	0	0	0	0	0	0	0	0	0	0
944.999	0	16.44410204	11.10653061	0	0	0	58.98590476	0	0	64.27471429	72.2675119	0	x	1888	0	0	0	0	0	0	0	0	0	0	0	0
945	0	16.33202041	11.20830612	0	0	0	58.7208254	0	0	64.46364286	71.75928571	0	x	1889	0	0	0	0	0	0	0	0	0	0	0	0
945.999	0	16.33202041	11.20830612	0	0	0	58.7208254	0	0	64.46364286	71.75928571	0	x	1890	0	0	0	0	0	0	0	0	0	0	0	0
946	0	16.21993878	11.31008163	0	0	0	58.45574603	0	0	64.65257143	71.25105952	0	x	1891	0	0	0	0	0	0	0	0	0	0	0	0
946.999	0	16.21993878	11.31008163	0	0	0	58.45574603	0	0	64.65257143	71.25105952	0	x	1892	0	0	0	0	0	0	0	0	0	0	0	0
947	0	16.10785714	11.41185714	0	0	0	58.19066667	0	0	64.8415	70.74283333	0	x	1893	0	0	0	0	0	0	0	0	0	0	49.32	0
947.999	0	16.10785714	11.41185714	0	0	0	58.19066667	0	0	64.8415	70.74283333	0	x	1894	0	0	0	0	0	0	0	0	0	0	49.42583333	0
948	0	15.99577551	11.51363265	0	0	0	57.9255873	0	0	65.03042857	70.23460714	0	x	1895	0	0	0	0	0	0	0	0	0	0	49.53166667	0
948.999	0	15.99577551	11.51363265	0	0	0	57.9255873	0	0	65.03042857	70.23460714	0	x	1896	0	0	0	0	0	0	0	0	0	0	49.6375	0
949	0	0	0	0	0	0	57.66050794	0	0	65.21935714	69.72638095	0	x	1897	0	0	0	0	0	0	0	0	0	0	49.74333333	0
949.999	0	0	0	0	0	0	57.66050794	0	0	65.21935714	69.72638095	0	x	1898	0	0	0	0	0	0	0	0	0	0	49.84916667	0
950	0	15.77161224	11.71718367	0	0	0	57.39542857	0	0	65.40828571	69.21815476	0	x	1899	0	0	0	0	0	0	0	0	0	31.40666667	49.955	0
950.999	0	15.77161224	11.71718367	0	0	0	57.39542857	0	0	65.40828571	69.21815476	0	x	1900	0	0	0	0	0	0	0	0	0	31.03333333	50.06083333	0
951	0	15.65953061	11.81895918	0	0	0	57.13034921	0	0	65.59721429	68.70992857	0	x	1901	0	0	0	0	0	0	0	0	0	30.66	50.16666667	0
951.999	0	15.65953061	11.81895918	0	0	0	57.13034921	0	0	65.59721429	68.70992857	0	x	1902	0	0	0	0	0	0	0	0	0	31.36285714	50.2725	0
952	0	0	0	0	0	0	56.86526984	0	0	65.78614286	68.20170238	0	x	1903	0	0	0	0	0	0	0	0	0	32.06571429	50.37833333	0
952.999	0	0	0	0	0	0	56.86526984	0	0	65.78614286	68.20170238	0	x	1904	0	0	0	0	0	0	0	0	0	32.76857143	0	0
953	0	0	0	0	0	0	56.60019048	0	0	65.97507143	67.69347619	0	x	1905	0	47.36571429	46.72857143	0	0	0	0	0	0	33.47142857	0	0
953.999	0	0	0	0	0	0	56.60019048	0	0	65.97507143	67.69347619	0	x	1906	0	47.86833333	47.1175	0	35	0	0	51.55	0	34.17428571	50.69583333	0
954	0	15.32328571	12.12428571	0	0	0	56.33511111	0	0	66.164	67.18525	0	x	1907	0	0	0	0	35	0	0	53.95	0	34.87714286	50.80166667	0
954.999	0	15.32328571	12.12428571	0	0	0	56.33511111	0	0	66.164	67.18525	0	x	1908	0	48.87357143	47.89535714	0	35	0	0	56.35	0	35.58	50.9075	0
955	0	15.21120408	12.22606122	0	0	0	56.07003175	0	0	65.094	66.67702381	0	x	1909	0	0	0	0	0	0	0	0	0	36.28285714	0	0
955.999	0	15.21120408	12.22606122	0	0	0	56.07003175	0	0	65.094	66.67702381	0	x	1910	0	0	0	0	0	0	0	0	0	36.98571429	51.11916667	0
956	0	0	0	0	0	0	55.80495238	0	0	64.024	66.16879762	0	x	1911	0	0	0	0	0	0	0	0	0	37.68857143	0	0
956.999	0	0	0	0	0	0	55.80495238	0	0	64.024	66.16879762	0	x	1912	0	0	0	0	0	0	0	0	0	38.39142857	0	0
957	0	14.98704082	12.42961224	0	0	0	0	0	0	62.954	65.66057143	0	x	1913	0	0	0	0	0	0	0	0	0	39.09428571	0	0
957.999	0	14.98704082	12.42961224	0	0	0	0	0	0	62.954	65.66057143	0	x	1914	0	0	0	0	0	0	0	0	0	39.79714286	0	0
958	0	14.87495918	12.53138776	0	0	0	0	0	0	61.884	65.15234524	0	x	1915	0	0	0	0	0	0	0	0	0	40.5	0	0
958.999	0	14.87495918	12.53138776	0	0	0	0	0	0	61.884	65.15234524	0	x	1916	0	0	0	0	0	0	0	0	0	41.71357143	0	0
959	0	0	0	0	0	0	0	0	0	60.814	0	0	x	1917	0	0	0	0	0	0	0	0	0	42.92714286	0	0
959.999	0	0	0	0	0	0	0	0	0	60.814	0	0	x	1918	0	0	0	0	0	0	0	0	0	44.14071429	0	0
960	0	14.65079592	12.73493878	0	0	0	54.74463492	0	0	59.744	64.13589286	0	x	1919	0	0	0	0	0	0	0	0	0	45.35428571	0	0
960.999	0	14.65079592	12.73493878	0	0	0	54.74463492	0	0	59.744	64.13589286	0	x	1920	0	0	0	0	0	0	0	0	0	46.56785714	0	0
961	0	14.53871429	12.83671429	0	0	0	54.47955556	0	0	58.674	63.62766667	0	x	1921	0	0	0	0	0	0	0	0	0	0	0	0
961.999	0	14.53871429	12.83671429	0	0	0	54.47955556	0	0	58.674	63.62766667	0	x	1922	0	0	0	0	0	0	0	0	0	48.995	0	0
962	0	0	0	0	0	0	54.21447619	0	0	57.604	63.11944048	0	x	1923	0	0	0	0	0	0	0	0	0	50.20857143	0	0
962.999	0	0	0	0	0	0	54.21447619	0	0	57.604	63.11944048	0	x	1924	0	0	0	0	0	0	0	0	0	51.42214286	0	0
963	0	14.31455102	13.04026531	0	0	0	53.94939683	0	0	56.534	62.61121429	0	x	1925	0	0	0	0	0	0	0	0	0	52.63571429	0	0
963.999	0	14.31455102	13.04026531	0	0	0	53.94939683	0	0	56.534	62.61121429	0	x	1926	0	0	0	0	0	0	0	0	0	53.84928571	0	0
964	0	14.20246939	13.14204082	0	0	0	53.68431746	0	0	55.464	62.1029881	0	x	1927	0	0	0	0	0	0	0	0	0	0	0	0
964.999	0	14.20246939	13.14204082	0	0	0	53.68431746	0	0	55.464	62.1029881	0	x	1928	0	0	0	0	0	0	0	0	0	0	0	0
965	0	14.09038776	13.24381633	0	0	0	53.4192381	0	0	54.394	61.5947619	0	x	1929	0	0	0	0	0	0	0	0	0	0	0	0
965.999	0	14.09038776	13.24381633	0	0	0	53.4192381	0	0	54.394	61.5947619	0	x	1930	0	0	0	0	0	0	0	74.30230769	0	57.23230769	0	0
966	0	0	0	0	0	0	53.15415873	0	0	53.324	61.08653571	0	x	1931	0	60.43380952	56.84071429	0	35	0	0	75.41461538	0	56.97461538	53.34166667	0
966.999	0	0	0	0	0	0	53.15415873	0	0	53.324	61.08653571	0	x	1932	0	60.93642857	57.22964286	0	35	0	0	76.52692308	0	56.71692308	53.4475	0
967	0	0	0	0	0	0	52.88907937	0	0	52.254	60.57830952	0	x	1933	0	61.43904762	57.61857143	0	35	0	0	77.63923077	0	56.45923077	53.55333333	0
967.999	0	0	0	0	0	0	52.88907937	0	0	52.254	60.57830952	0	x	1934	0	61.94166667	58.0075	0	35	0	0	78.75153846	0	56.20153846	53.65916667	0
968	0	13.75414286	13.54914286	0	0	0	52.624	0	0	51.184	60.07008333	0	x	1935	0	62.44428571	58.39642857	0	35	0	0	79.86384615	0	55.94384615	53.765	0
968.999	0	13.75414286	13.54914286	0	0	0	52.624	0	0	51.184	60.07008333	0	x	1936	0	0	0	0	35	0	0	80.97615385	0	55.68615385	53.87083333	0
969	0	13.64206122	13.65091837	0	0	0	52.35892063	0	0	51.21928571	59.56185714	0	x	1937	0	0	0	0	0	0	0	0	0	55.42846154	0	0
969.999	0	13.64206122	13.65091837	0	0	0	52.35892063	0	0	51.21928571	59.56185714	0	x	1938	0	63.95214286	59.56321429	0	0	0	0	0	0	55.17076923	0	0
970	0	13.52997959	13.75269388	0	0	0	52.09384127	0	0	51.25457143	59.05363095	0	x	1939	0	0	0	0	0	0	0	0	0	54.91307692	0	0
970.999	0	13.52997959	13.75269388	0	0	0	52.09384127	0	0	51.25457143	59.05363095	0	x	1940	0	0	0	0	0	0	0	0	0	54.65538462	0	0
971	0	13.41789796	13.85446939	0	0	0	51.8287619	0	0	51.28985714	58.54540476	0	x	1941	0	0	0	0	0	0	0	0	0	54.39769231	0	0
971.999	0	13.41789796	13.85446939	0	0	0	51.8287619	0	0	51.28985714	58.54540476	0	x	1942	0	0	0	0	0	0	0	0	0	54.14	0	0
972	0	13.30581633	13.9562449	0	0	0	51.56368254	0	0	51.32514286	58.03717857	0	x	1943	0	0	0	0	0	0	0	0	0	54.22142857	0	0
972.999	0	13.30581633	13.9562449	0	0	0	51.56368254	0	0	51.32514286	58.03717857	0	x	1944	0	0	0	0	0	0	0	0	0	54.30285714	0	0
973	0	0	0	0	0	0	0	0	0	51.36042857	0	0	x	1945	0	63.15694118	59.77329412	0	0	0	0	0	0	54.38428571	0	0
973.999	0	0	0	0	0	0	0	0	0	51.36042857	0	0	x	1946	0	0	0	0	0	0	0	0	0	54.46571429	0	0
974	0	0	0	0	0	0	0	0	0	51.39571429	0	0	x	1947	0	0	0	0	0	0	0	0	0	54.54714286	0	0
974.999	0	0	0	0	0	0	0	0	0	51.39571429	0	0	x	1948	0	0	0	0	0	0	0	0	0	54.62857143	0	0
975	0	12.96957143	14.26157143	0	0	0	0	0	0	51.431	0	0	x	1949	0	0	0	0	0	0	0	0	0	54.71	0	0
975.999	0	12.96957143	14.26157143	0	0	0	0	0	0	51.431	0	0	x	1950	0	0	0	0	35	0	0	57.06714286	0	54.79142857	0	0
976	0	12.8574898	14.36334694	0	0	0	50.50336508	0	0	51.46628571	56.00427381	0	x	1951	0	0	0	0	35	0	0	53.24428571	0	54.87285714	53.10714286	0
976.999	0	12.8574898	14.36334694	0	0	0	50.50336508	0	0	51.46628571	56.00427381	0	x	1952	0	0	0	0	35	0	0	49.42142857	0	54.95428571	0	0
977	0	12.74540816	14.46512245	0	0	64.14069388	50.23828571	0	0	51.50157143	55.49604762	0	x	1953	0	0	0	0	35	0	0	45.59857143	0	55.03571429	0	0
977.999	0	12.74540816	14.46512245	0	0	64.14069388	50.23828571	0	0	51.50157143	55.49604762	0	x	1954	0	0	0	0	35	0	0	41.77571429	0	55.11714286	0	0
978	0	12.63332653	14.56689796	0	0	63.5832551	49.97320635	0	0	51.53685714	54.98782143	0	x	1955	0	0	0	0	35	0	0	37.95285714	0	55.19857143	0	0
978.999	0	12.63332653	14.56689796	0	0	63.5832551	49.97320635	0	0	51.53685714	54.98782143	0	x	1956	0	0	0	0	35	0	0	34.13	0	55.28	52.46071429	0
979	0	12.5212449	14.66867347	0	0	63.02581633	49.70812698	0	0	51.57214286	54.47959524	0	x	1957	0	0	0	0	35	0	0	33.96923077	0	54.52	52.33142857	0
979.999	0	12.5212449	14.66867347	0	0	63.02581633	49.70812698	0	0	51.57214286	54.47959524	0	x	1958	0	0	0	0	35	0	0	33.80846154	0	53.76	0	0
980	0	12.40916327	14.77044898	0	0	62.46837755	49.44304762	0	0	51.60742857	53.97136905	0	x	1959	0	0	0	0	35	0	0	33.64769231	0	53	52.07285714	0
980.999	0	12.40916327	14.77044898	0	0	62.46837755	49.44304762	0	0	51.60742857	53.97136905	0	x	1960	0	0	0	0	0	0	0	0	0	52.24	51.94357143	0
981	0	0	0	0	0	0	49.17796825	0	0	51.64271429	53.46314286	0	x	1961	0	0	0	0	0	0	0	0	0	51.48	51.81428571	0
981.999	0	0	0	0	0	0	49.17796825	0	0	51.64271429	53.46314286	0	x	1962	0	53.36894118	0	0	0	0	0	0	0	50.72	51.685	0
982	0	0	0	0	0	0	0	0	0	51.678	0	0	x	1963	0	0	0	0	0	0	0	0	0	49.96	51.55571429	0
982.999	0	0	0	0	0	0	0	0	0	51.678	0	0	x	1964	0	0	0	0	0	0	0	0	0	49.2	51.42642857	0
983	0	0	0	0	0	0	0	0	0	52.01542857	0	0	x	1965	0	0	0	0	0	0	0	0	0	48.44	51.29714286	0
983.999	0	0	0	0	0	0	0	0	0	52.01542857	0	0	x	1966	0	0	0	0	35	0	0	0	0	47.68	51.16785714	0
984	0	11.96083673	15.17755102	0	0	0	0	0	0	52.35285714	0	0	x	1967	0	0	0	0	0	0	0	0	0	46.92	51.03857143	0
984.999	0	11.96083673	15.17755102	0	0	0	0	0	0	52.35285714	0	0	x	1968	0	0	0	0	0	0	0	0	0	46.16	50.90928571	0
985	0	0	0	0	0	0	0	0	0	52.69028571	0	0	x	1969	0	0	0	0	0	0	0	0	0	45.4	0	0
985.999	0	0	0	0	0	0	0	0	0	52.69028571	0	0	x	1970	0	0	0	0	0	0	0	0	0	44.95533333	50.65071429	0
986	0	11.73667347	15.38110204	0	0	0	47.85257143	0	0	53.02771429	50.9220119	0	x	1971	0	0	0	0	0	0	0	0	0	44.51066667	0	0
986.999	0	11.73667347	15.38110204	0	0	0	47.85257143	0	0	53.02771429	50.9220119	0	x	1972	0	0	0	0	0	0	0	0	0	44.066	0	0
987	0	0	0	0	0	0	0	0	0	53.36514286	0	0	x	1973	0	0	0	0	0	0	0	0	0	43.62133333	0	0
987.999	0	0	0	0	0	0	0	0	0	53.36514286	0	0	x	1974	0	0	0	0	0	0	0	0	0	43.17666667	0	0
988	0	0	0	0	0	0	47.3224127	0	0	53.70257143	49.90555952	0	x	1975	0	0	0	0	0	0	0	0	0	42.732	0	0
988.999	0	0	0	0	0	0	47.3224127	0	0	53.70257143	49.90555952	0	x	1976	0	0	0	0	0	0	0	0	0	42.28733333	0	0
989	0	11.40042857	15.68642857	0	0	0	47.05733333	0	0	54.04	49.39733333	0	x	1977	0	0	52.11964706	0	0	0	0	0	0	41.84266667	0	0
989.999	0	11.40042857	15.68642857	0	0	0	47.05733333	0	0	54.04	49.39733333	0	x	1978	0	0	0	0	0	0	0	0	0	41.398	0	0
990	0	11.28834694	15.78820408	0	0	0	46.79225397	0	0	54.37742857	48.88910714	0	x	1979	0	0	0	0	0	0	0	0	0	0	0	0
990.999	0	11.28834694	15.78820408	0	0	0	46.79225397	0	0	54.37742857	48.88910714	0	x	1980	0	0	0	0	0	0	0	0	0	0	0	0
991	0	11.17626531	15.88997959	0	0	0	0	0	0	54.71485714	48.38088095	0	x	1981	0	0	0	0	0	0	0	0	0	0	0	0
991.999	0	11.17626531	15.88997959	0	0	0	0	0	0	54.71485714	48.38088095	0	x	1982	0	0	0	0	0	0	0	0	0	0	0	0
992	0	11.06418367	15.9917551	0	0	0	0	0	0	55.05228571	47.87265476	0	x	1983	0	0	0	0	0	0	0	0	0	0	48.97	0
992.999	0	11.06418367	15.9917551	0	0	0	0	0	0	55.05228571	47.87265476	0	x	1984	0	0	0	0	0	0	0	0	0	38.73	48.84071429	0
993	0	0	0	0	0	0	0	0	0	55.38971429	47.36442857	0	x	1985	0	0	0	0	0	0	0	0	0	38.79142857	48.71142857	0
993.999	0	0	0	0	0	0	0	0	0	55.38971429	47.36442857	0	x	1986	0	0	49.96705882	0	0	0	0	0	0	38.85285714	48.58214286	0
994	0	0	0	0	0	0	0	0	0	55.72714286	46.85620238	0	x	1987	0	0	0	0	0	0	0	0	0	38.91428571	48.45285714	0
994.999	0	0	0	0	0	0	0	0	0	55.72714286	46.85620238	0	x	1988	0	0	0	0	0	0	0	0	0	38.97571429	0	0
995	0	0	0	0	0	0	0	0	0	56.06457143	0	0	x	1989	0	0	0	0	0	0	0	0	0	39.03714286	0	0
995.999	0	0	0	0	0	0	0	0	0	56.06457143	0	0	x	1990	0	0	0	0	0	0	0	0	0	39.09857143	0	0
996	0	0	0	0	0	0	0	0	0	56.402	0	0	x	1991	0	0	0	0	0	0	0	0	0	39.16	0	0
996.999	0	0	0	0	0	0	0	0	0	56.402	0	0	x	1992	0	0	0	0	0	0	0	0	0	39.22142857	0	0
997	0	0	0	0	0	0	0	0	0	56.52921429	0	0	x	1993	0	0	0	0	0	0	0	0	0	39.28285714	0	0
997.999	0	0	0	0	0	0	0	0	0	56.52921429	0	0	x	1994	0	0	0	0	0	0	0	0	0	39.34428571	0	0
998	0	10.39169388	16.60240816	0	0	0	44.67161905	0	0	56.65642857	0	0	x	1995	0	0	0	0	0	0	0	0	0	39.40571429	0	0
998.999	0	10.39169388	16.60240816	0	0	0	44.67161905	0	0	56.65642857	0	0	x	1996	0	0	0	0	0	0	0	0	0	0	0	0
999	0	10.27961224	16.70418367	0	0	0	0	0	0	56.78364286	44.31507143	0	x	1997	0	0	0	0	0	0	0	0	0	39.52857143	0	0
999.999	0	10.27961224	16.70418367	0	0	0	0	0	0	56.78364286	44.31507143	0	x	1998	0	0	0	0	0	0	0	0	0	0	47.03071429	0
1000	0	10.16753061	16.80595918	0	0	0	44.14146032	0	0	56.91085714	43.80684524	0	x	1999	0	0	0	0	0	0	0	0	0	39.588	46.90142857	0
1000.999	0	10.16753061	16.80595918	0	0	0	44.14146032	0	0	56.91085714	43.80684524	0	x	2000	0	0	0	0	0	0	0	0	0	39.586	46.77214286	0
1001	0	0	0	0	0	0	43.87638095	0	0	57.03807143	0	0	x	2001	0	0	0	0	0	0	0	0	0	39.584	46.64285714	0
1001.999	0	0	0	0	0	0	43.87638095	0	0	57.03807143	0	0	x	2002	0	0	0	0	0	0	0	0	0	39.582	0	0
1002	0	9.943367347	17.0095102	0	0	0	43.61130159	0	0	57.16528571	42.79039286	0	x	2003	0	0	0	0	0	0	0	0	0	39.58	0	0
1002.999	0	9.943367347	17.0095102	0	0	0	43.61130159	0	0	57.16528571	42.79039286	0	x	2004	0	0	0	0	0	0	0	0	0	39.578	46.255	0
1003	0	9.831285714	17.11128571	0	0	0	43.34622222	0	0	57.2925	42.28216667	0	x	2005	0	0	0	0	0	0	0	0	0	39.576	46.12571429	0
1003.999	0	9.831285714	17.11128571	0	0	0	43.34622222	0	0	57.2925	42.28216667	0	x	2006	0	0	0	0	0	0	0	0	0	39.574	45.99642857	0
1004	0	9.719204082	17.21306122	0	0	0	43.08114286	0	0	57.41971429	41.77394048	0	x	2007	0	0	0	0	0	0	0	0	0	39.572	45.86714286	0
