0	1	2	3	4	5	6	7	8	9	10	11	12	x	SO4	Final Timeseries_G94C	Final Timeseries_G94D	Final Timeseries_ACME1	Final Timeseries_S362	Final Timeseries_G300	Final Timeseries_S5AS	Final Timeseries_S5A	Final Timeseries_G301	Final Timeseries_G310	Final Timeseries_G251	Final Timeseries_S6	Final Timeseries_G338
1934	0	61.94166667	58.0075	0	35	0	0	78.75153846	0	56.20153846	53.65916667	0	x	3867	0	0	0	21.5	0	0	0	0	0	0	0	0
1934.999	0	61.94166667	58.0075	0	35	0	0	78.75153846	0	56.20153846	53.65916667	0	x	3868	0	0	0	21.5	0	0	0	0	0	0	0	0
1935	0	62.44428571	58.39642857	0	35	0	0	79.86384615	0	55.94384615	53.765	0	x	3869	0	21.79285714	0	0	0	0	0	0	0	80.6	0	0
1935.999	0	62.44428571	58.39642857	0	35	0	0	79.86384615	0	55.94384615	53.765	0	x	3870	0	21.75714286	17.68367347	21.5	0	0	0	0	84.17142857	79.54285714	0	0
1936	0	0	0	0	35	0	0	80.97615385	0	55.68615385	53.87083333	0	x	3871	0	21.72142857	0	0	0	0	0	0	84.89285714	0	0	0
1936.999	0	0	0	0	35	0	0	80.97615385	0	55.68615385	53.87083333	0	x	3872	0	21.68571429	17.68979592	0	0	0	0	0	85.61428571	0	0	0
1937	0	0	0	0	0	0	0	0	0	55.42846154	0	0	x	3873	0	21.65	17.69285714	0	0	0	0	0	0	0	0	0
1937.999	0	0	0	0	0	0	0	0	0	55.42846154	0	0	x	3874	0	21.61428571	0	0	0	0	0	0	0	75.31428571	0	0
1938	0	63.95214286	59.56321429	0	0	0	0	0	0	55.17076923	0	0	x	3875	0	21.57857143	17.69897959	21.5	0	0	0	0	0	0	0	0
1938.999	0	63.95214286	59.56321429	0	0	0	0	0	0	55.17076923	0	0	x	3876	0	0	0	0	0	0	0	0	88.5	0	0	0
1939	0	0	0	0	0	0	0	0	0	54.91307692	0	0	x	3877	0	21.50714286	17.70510204	0	0	0	0	0	0	0	0	0
1939.999	0	0	0	0	0	0	0	0	0	54.91307692	0	0	x	3878	0	0	0	0	0	0	0	0	0	0	0	0
1940	0	0	0	0	0	0	0	0	0	54.65538462	0	0	x	3879	0	0	0	0	0	0	0	0	0	0	0	0
1940.999	0	0	0	0	0	0	0	0	0	54.65538462	0	0	x	3880	0	21.4	17.71428571	0	0	0	0	0	84.36666667	0	0	0
1941	0	0	0	0	0	0	0	0	0	54.39769231	0	0	x	3881	0	0	0	0	0	0	0	0	0	0	0	0
1941.999	0	0	0	0	0	0	0	0	0	54.39769231	0	0	x	3882	0	0	0	0	0	0	0	0	0	0	0	0
1942	0	0	0	0	0	0	0	0	0	54.14	0	0	x	3883	0	0	0	21.5	0	0	0	0	81.26666667	0	0	0
1942.999	0	0	0	0	0	0	0	0	0	54.14	0	0	x	3884	0	21.25714286	17.72653061	0	0	0	0	0	0	0	0	0
1943	0	0	0	0	0	0	0	0	0	54.22142857	0	0	x	3885	0	0	0	0	0	0	0	0	0	0	0	0
1943.999	0	0	0	0	0	0	0	0	0	54.22142857	0	0	x	3886	0	0	0	0	0	0	0	0	78.16666667	0	0	0
1944	0	0	0	0	0	0	0	0	0	54.30285714	0	0	x	3887	0	0	0	21.5	0	0	0	0	77.13333333	71.30555556	0	0
1944.999	0	0	0	0	0	0	0	0	0	54.30285714	0	0	x	3888	0	0	0	21.5	0	0	0	0	76.1	71.13333333	0	0
1945	0	63.15694118	59.77329412	0	0	0	0	0	0	54.38428571	0	0	x	3889	0	21.07857143	17.74183673	0	0	0	0	0	75.06666667	70.96111111	0	0
1945.999	0	63.15694118	59.77329412	0	0	0	0	0	0	54.38428571	0	0	x	3890	0	21.04285714	17.74489796	21.5	0	0	0	0	74.03333333	70.78888889	0	0
1946	0	0	0	0	0	0	0	0	0	54.46571429	0	0	x	3891	0	21.00714286	17.74795918	0	0	0	0	0	73	70.61666667	0	0
1946.999	0	0	0	0	0	0	0	0	0	54.46571429	0	0	x	3892	0	0	0	21.5	0	0	0	0	71.96666667	70.44444444	0	0
1947	0	0	0	0	0	0	0	0	0	54.54714286	0	0	x	3893	0	0	0	21.5	0	0	0	0	70.93333333	70.27222222	0	0
1947.999	0	0	0	0	0	0	0	0	0	54.54714286	0	0	x	3894	0	0	0	21.5	0	0	0	0	69.9	70.1	0	0
1948	0	0	0	0	0	0	0	0	0	54.62857143	0	0	x	3895	0	20.86428571	17.76020408	21.5	0	0	0	0	69.01	69.9	0	0
1948.999	0	0	0	0	0	0	0	0	0	54.62857143	0	0	x	3896	0	20.82857143	17.76326531	21.5	0	0	0	0	68.12	69.7	0	0
1949	0	0	0	0	0	0	0	0	0	54.71	0	0	x	3897	0	0	0	21.5	0	0	0	0	67.23	69.5	0	0
1949.999	0	0	0	0	0	0	0	0	0	54.71	0	0	x	3898	0	20.75714286	17.76938776	0	0	0	0	0	66.34	69.3	0	0
1950	0	0	0	0	35	0	0	57.06714286	0	54.79142857	0	0	x	3899	0	20.72142857	17.77244898	0	0	0	0	0	65.45	69.1	0	0
1950.999	0	0	0	0	35	0	0	57.06714286	0	54.79142857	0	0	x	3900	0	20.68571429	17.7755102	21.5	0	0	0	0	64.56	68.9	0	0
1951	0	0	0	0	35	0	0	53.24428571	0	54.87285714	53.10714286	0	x	3901	0	20.65	17.77857143	21.5	0	0	0	0	63.67	68.7	0	0
1951.999	0	0	0	0	35	0	0	53.24428571	0	54.87285714	53.10714286	0	x	3902	0	20.61428571	17.78163265	21.5	0	0	0	0	62.78	68.5	0	0
1952	0	0	0	0	35	0	0	49.42142857	0	54.95428571	0	0	x	3903	0	20.57857143	17.78469388	0	0	0	0	0	61.89	68.3	0	0
1952.999	0	0	0	0	35	0	0	49.42142857	0	54.95428571	0	0	x	3904	0	0	0	21.5	0	0	0	0	61	68.1	0	0
1953	0	0	0	0	35	0	0	45.59857143	0	55.03571429	0	0	x	3905	0	20.50714286	17.79081633	0	0	0	0	0	61.11333333	67.58	0	0
1953.999	0	0	0	0	35	0	0	45.59857143	0	55.03571429	0	0	x	3906	0	0	0	21.5	0	0	0	0	61.22666667	67.06	0	0
1954	0	0	0	0	35	0	0	41.77571429	0	55.11714286	0	0	x	3907	0	0	0	21.5	0	0	0	0	61.34	0	0	0
1954.999	0	0	0	0	35	0	0	41.77571429	0	55.11714286	0	0	x	3908	0	20.4	17.8	0	0	0	0	0	0	66.02	0	0
1955	0	0	0	0	35	0	0	37.95285714	0	55.19857143	0	0	x	3909	0	0	0	21.5	0	0	0	0	0	65.5	0	0
1955.999	0	0	0	0	35	0	0	37.95285714	0	55.19857143	0	0	x	3910	0	0	0	0	0	0	0	0	0	0	0	0
1956	0	0	0	0	35	0	0	34.13	0	55.28	52.46071429	0	x	3911	0	0	0	0	0	0	0	0	0	64.46	0	0
1956.999	0	0	0	0	35	0	0	34.13	0	55.28	52.46071429	0	x	3912	0	20.448	18.49795918	21.5	0	0	0	0	0	63.94	0	0
1957	0	0	0	0	35	0	0	33.96923077	0	54.52	52.33142857	0	x	3913	0	0	0	0	0	0	0	0	0	0	0	0
1957.999	0	0	0	0	35	0	0	33.96923077	0	54.52	52.33142857	0	x	3914	0	0	0	0	0	0	0	0	0	0	0	0
1958	0	0	0	0	35	0	0	33.80846154	0	53.76	0	0	x	3915	0	20.484	19.02142857	0	0	0	0	0	0	0	0	0
1958.999	0	0	0	0	35	0	0	33.80846154	0	53.76	0	0	x	3916	0	20.496	19.19591837	21.5	0	0	0	0	62.36	61.86	0	0
1959	0	0	0	0	35	0	0	33.64769231	0	53	52.07285714	0	x	3917	0	0	0	0	0	0	0	0	62.47333333	61.34	0	0
1959.999	0	0	0	0	35	0	0	33.64769231	0	53	52.07285714	0	x	3918	0	0	0	21.5	0	0	0	0	0	0	0	0
1960	0	0	0	0	0	0	0	0	0	52.24	51.94357143	0	x	3919	0	0	0	0	0	0	0	0	0	0	0	0
1960.999	0	0	0	0	0	0	0	0	0	52.24	51.94357143	0	x	3920	0	0	0	21.5	0	0	0	0	0	0	0	0
1961	0	0	0	0	0	0	0	0	0	51.48	51.81428571	0	x	3921	0	0	0	0	0	0	0	0	0	0	0	0
1961.999	0	0	0	0	0	0	0	0	0	51.48	51.81428571	0	x	3922	0	0	0	21.5	0	0	0	0	62.30769231	0	0	0
1962	0	53.36894118	0	0	0	0	0	0	0	50.72	51.685	0	x	3923	0	0	0	21.5	0	0	0	0	0	0	0	0
1962.999	0	53.36894118	0	0	0	0	0	0	0	50.72	51.685	0	x	3924	0	0	0	21.5	0	0	0	0	62.04615385	62.14615385	0	0
1963	0	0	0	0	0	0	0	0	0	49.96	51.55571429	0	x	3925	0	20.604	20.76632653	21.5	0	0	0	0	61.91538462	62.51538462	0	0
1963.999	0	0	0	0	0	0	0	0	0	49.96	51.55571429	0	x	3926	0	0	0	21.5	0	0	0	0	61.78461538	62.88461538	0	0
1964	0	0	0	0	0	0	0	0	0	49.2	51.42642857	0	x	3927	0	0	0	21.5	0	0	0	0	61.65384615	0	0	0
1964.999	0	0	0	0	0	0	0	0	0	49.2	51.42642857	0	x	3928	0	0	0	0	0	0	0	0	0	0	0	0
1965	0	0	0	0	0	0	0	0	0	48.44	51.29714286	0	x	3929	0	20.652	21.46428571	21.5	0	0	0	0	61.39230769	63.99230769	0	0
1965.999	0	0	0	0	0	0	0	0	0	48.44	51.29714286	0	x	3930	0	20.664	21.63877551	21.5	0	0	0	0	61.26153846	64.36153846	0	0
1966	0	0	0	0	35	0	0	0	0	47.68	51.16785714	0	x	3931	0	20.676	21.81326531	21.5	0	0	0	0	61.13076923	64.73076923	0	0
1966.999	0	0	0	0	35	0	0	0	0	47.68	51.16785714	0	x	3932	0	0	0	21.5	0	0	0	0	61	65.1	0	0
1967	0	0	0	0	0	0	0	0	0	46.92	51.03857143	0	x	3933	0	20.7	22.1622449	21.5	0	0	0	0	62.20769231	65.92307692	0	0
1967.999	0	0	0	0	0	0	0	0	0	46.92	51.03857143	0	x	3934	0	0	0	21.5	0	0	0	0	63.41538462	66.74615385	0	0
1968	0	0	0	0	0	0	0	0	0	46.16	50.90928571	0	x	3935	0	0	0	0	0	0	0	0	64.62307692	67.56923077	0	0
1968.999	0	0	0	0	0	0	0	0	0	46.16	50.90928571	0	x	3936	0	20.736	22.68571429	21.5	0	0	0	0	65.83076923	68.39230769	0	0
1969	0	0	0	0	0	0	0	0	0	45.4	0	0	x	3937	0	20.748	0	21.5	0	0	0	0	67.03846154	69.21538462	0	0
1969.999	0	0	0	0	0	0	0	0	0	45.4	0	0	x	3938	0	20.76	23.03469388	21.5	0	0	0	0	68.24615385	70.03846154	0	0
1970	0	0	0	0	0	0	0	0	0	44.95533333	50.65071429	0	x	3939	0	0	0	21.5	0	0	0	0	69.45384615	70.86153846	0	0
1970.999	0	0	0	0	0	0	0	0	0	44.95533333	50.65071429	0	x	3940	0	0	0	21.5	0	0	0	0	70.66153846	71.68461538	0	0
1971	0	0	0	0	0	0	0	0	0	44.51066667	0	0	x	3941	0	0	0	0	0	0	0	0	71.86923077	72.50769231	0	0
1971.999	0	0	0	0	0	0	0	0	0	44.51066667	0	0	x	3942	0	0	0	0	0	0	0	0	73.07692308	73.33076923	0	0
1972	0	0	0	0	0	0	0	0	0	44.066	0	0	x	3943	0	0	0	21.5	0	0	0	0	0	74.15384615	0	0
1972.999	0	0	0	0	0	0	0	0	0	44.066	0	0	x	3944	0	20.832	24.08163265	0	0	0	0	0	0	74.97692308	0	0
1973	0	0	0	0	0	0	0	0	0	43.62133333	0	0	x	3945	0	20.844	24.25612245	0	0	0	0	0	0	75.8	0	0
1973.999	0	0	0	0	0	0	0	0	0	43.62133333	0	0	x	3946	0	20.856	24.43061224	0	0	0	0	0	77.67586207	76.66896552	0	0
1974	0	0	0	0	0	0	0	0	0	43.17666667	0	0	x	3947	0	20.868	24.60510204	0	0	0	0	0	78.65172414	77.53793103	0	0
1974.999	0	0	0	0	0	0	0	0	0	43.17666667	0	0	x	3948	0	20.88	0	0	0	0	0	0	79.62758621	78.40689655	0	0
1975	0	0	0	0	0	0	0	0	0	42.732	0	0	x	3949	0	20.892	24.95408163	24.41034483	0	0	0	0	80.60344828	79.27586207	0	0
1975.999	0	0	0	0	0	0	0	0	0	42.732	0	0	x	3950	0	20.904	25.12857143	25.13793103	0	0	0	0	81.57931034	0	0	0
1976	0	0	0	0	0	0	0	0	0	42.28733333	0	0	x	3951	0	20.916	25.30306122	25.86551724	0	0	0	0	82.55517241	0	0	0
1976.999	0	0	0	0	0	0	0	0	0	42.28733333	0	0	x	3952	0	20.928	25.47755102	26.59310345	35	0	0	121.137931	83.53103448	0	0	0
1977	0	0	52.11964706	0	0	0	0	0	0	41.84266667	0	0	x	3953	0	20.94	25.65204082	27.32068966	0	0	0	0	84.50689655	0	0	0
1977.999	0	0	52.11964706	0	0	0	0	0	0	41.84266667	0	0	x	3954	0	20.952	25.82653061	28.04827586	0	0	0	0	85.48275862	0	0	0
1978	0	0	0	0	0	0	0	0	0	41.398	0	0	x	3955	0	0	0	28.77586207	0	0	0	0	86.45862069	0	0	0
1978.999	0	0	0	0	0	0	0	0	0	41.398	0	0	x	3956	0	0	0	29.50344828	0	0	0	0	87.43448276	0	0	0
1979	0	0	0	0	0	0	0	0	0	0	0	0	x	3957	0	0	26.35	30.23103448	0	0	0	0	88.41034483	0	0	0
1979.999	0	0	0	0	0	0	0	0	0	0	0	0	x	3958	0	21	26.5244898	30.95862069	0	0	0	0	89.3862069	0	0	0
1980	0	0	0	0	0	0	0	0	0	0	0	0	x	3959	0	21.012	26.69897959	31.6862069	0	0	0	0	90.36206897	0	0	0
1980.999	0	0	0	0	0	0	0	0	0	0	0	0	x	3960	0	0	26.87346939	32.4137931	0	0	0	0	91.33793103	0	0	0
1981	0	0	0	0	0	0	0	0	0	0	0	0	x	3961	0	21.036	27.04795918	33.14137931	0	0	0	0	92.3137931	0	0	0
1981.999	0	0	0	0	0	0	0	0	0	0	0	0	x	3962	0	21.048	27.22244898	33.86896552	0	0	0	0	93.28965517	0	0	0
1982	0	0	0	0	0	0	0	0	0	0	0	0	x	3963	0	0	0	34.59655172	0	0	0	0	94.26551724	0	0	0
1982.999	0	0	0	0	0	0	0	0	0	0	0	0	x	3964	0	0	0	35.32413793	0	0	0	0	95.24137931	0	0	0
1983	0	0	0	0	0	0	0	0	0	0	48.97	0	x	3965	0	0	0	36.05172414	0	0	0	0	96.21724138	0	0	0
1983.999	0	0	0	0	0	0	0	0	0	0	48.97	0	x	3966	0	0	0	36.77931034	0	0	0	0	97.19310345	0	0	0
1984	0	0	0	0	0	0	0	0	0	38.73	48.84071429	0	x	3967	0	21.108	28.09489796	37.50689655	0	0	0	0	98.16896552	94.91724138	0	0
1984.999	0	0	0	0	0	0	0	0	0	38.73	48.84071429	0	x	3968	0	0	0	38.23448276	0	0	0	0	99.14482759	95.7862069	0	0
1985	0	0	0	0	0	0	0	0	0	38.79142857	48.71142857	0	x	3969	0	0	0	38.96206897	0	0	0	0	0	96.65517241	0	0
1985.999	0	0	0	0	0	0	0	0	0	38.79142857	48.71142857	0	x	3970	0	0	0	39.68965517	0	0	0	0	0	97.52413793	0	0
1986	0	0	49.96705882	0	0	0	0	0	0	38.85285714	48.58214286	0	x	3971	0	21.156	28.79285714	40.41724138	0	0	0	0	102.0724138	98.39310345	0	0
1986.999	0	0	49.96705882	0	0	0	0	0	0	38.85285714	48.58214286	0	x	3972	0	0	0	0	0	0	0	0	0	0	0	0
1987	0	0	0	0	0	0	0	0	0	38.91428571	48.45285714	0	x	3973	0	0	0	0	0	0	0	0	0	100.1310345	0	0
1987.999	0	0	0	0	0	0	0	0	0	38.91428571	48.45285714	0	x	3974	0	21.192	0	0	0	0	0	0	0	101	0	0
1988	0	0	0	0	0	0	0	0	0	38.97571429	0	0	x	3975	0	21.204	29.49081633	0	0	0	0	0	0	101.1428571	0	0
1988.999	0	0	0	0	0	0	0	0	0	38.97571429	0	0	x	3976	0	0	0	0	0	0	0	0	0	101.2857143	0	0
1989	0	0	0	0	0	0	0	0	0	39.03714286	0	0	x	3977	0	0	0	0	0	0	0	0	107.3571429	101.4285714	0	0
1989.999	0	0	0	0	0	0	0	0	0	39.03714286	0	0	x	3978	0	21.24	30.01428571	47.91428571	0	0	0	0	108.1428571	101.5714286	0	0
1990	0	0	0	0	0	0	0	0	0	39.09857143	0	0	x	3979	0	21.252	30.18877551	49.24285714	0	0	0	0	108.9285714	101.7142857	0	0
1990.999	0	0	0	0	0	0	0	0	0	39.09857143	0	0	x	3980	0	21.264	30.36326531	50.57142857	0	0	0	0	109.7142857	101.8571429	0	0
1991	0	0	0	0	0	0	0	0	0	39.16	0	0	x	3981	0	0	0	51.9	0	0	0	0	110.5	102	0	0
1991.999	0	0	0	0	0	0	0	0	0	39.16	0	0	x	3982	0	0	0	0	0	0	0	0	0	102.1428571	0	0
1992	0	0	0	0	0	0	0	0	0	39.22142857	0	0	x	3983	0	0	0	0	0	0	0	0	0	102.2857143	0	0
1992.999	0	0	0	0	0	0	0	0	0	39.22142857	0	0	x	3984	0	0	0	0	0	0	0	0	0	102.4285714	0	0
1993	0	0	0	0	0	0	0	0	0	39.28285714	0	0	x	3985	0	0	0	0	0	0	0	0	113.6428571	102.5714286	0	0
1993.999	0	0	0	0	0	0	0	0	0	39.28285714	0	0	x	3986	0	21.336	0	0	0	0	0	0	114.4285714	102.7142857	0	0
1994	0	0	0	0	0	0	0	0	0	39.34428571	0	0	x	3987	0	21.348	0	0	0	0	0	0	115.2142857	102.8571429	0	0
1994.999	0	0	0	0	0	0	0	0	0	39.34428571	0	0	x	3988	0	0	0	0	0	0	0	0	0	103	0	0
1995	0	0	0	0	0	0	0	0	0	39.40571429	0	0	x	3989	0	21.372	0	0	0	0	0	0	0	0	0	0
1995.999	0	0	0	0	0	0	0	0	0	39.40571429	0	0	x	3990	0	0	0	0	0	0	0	0	0	99.89230769	0	0
1996	0	0	0	0	0	0	0	0	0	0	0	0	x	3991	0	0	0	0	0	0	0	0	0	0	0	0
1996.999	0	0	0	0	0	0	0	0	0	0	0	0	x	3992	0	0	0	0	0	0	0	0	0	0	0	0
1997	0	0	0	0	0	0	0	0	0	39.52857143	0	0	x	3993	0	21.42	0	0	0	0	0	0	0	0	0	0
1997.999	0	0	0	0	0	0	0	0	0	39.52857143	0	0	x	3994	0	21.432	0	49.75384615	0	0	0	0	0	0	0	0
1998	0	0	0	0	0	0	0	0	0	0	47.03071429	0	x	3995	0	0	0	0	0	0	0	0	0	0	0	0
1998.999	0	0	0	0	0	0	0	0	0	0	47.03071429	0	x	3996	0	21.456	0	0	0	0	0	0	0	0	0	0
1999	0	0	0	0	0	0	0	0	0	39.588	46.90142857	0	x	3997	0	0	0	0	0	0	0	0	0	0	0	0
1999.999	0	0	0	0	0	0	0	0	0	39.588	46.90142857	0	x	3998	0	0	0	0	0	0	0	0	0	0	0	0
2000	0	0	0	0	0	0	0	0	0	39.586	46.77214286	0	x	3999	0	0	0	40.21538462	0	0	0	0	0	0	0	0
2000.999	0	0	0	0	0	0	0	0	0	39.586	46.77214286	0	x	4000	0	0	0	38.30769231	0	0	0	0	0	0	0	0
2001	0	0	0	0	0	0	0	0	0	39.584	46.64285714	0	x	4001	0	0	0	36.4	0	0	0	0	0	0	0	0
2001.999	0	0	0	0	0	0	0	0	0	39.584	46.64285714	0	x	4002	0	0	0	37.06	0	0	0	0	0	0	0	0
2002	0	0	0	0	0	0	0	0	0	39.582	0	0	x	4003	0	21.54	0	37.72	0	0	0	0	0	0	0	0
2002.999	0	0	0	0	0	0	0	0	0	39.582	0	0	x	4004	0	0	0	0	0	0	0	0	0	0	0	0
2003	0	0	0	0	0	0	0	0	0	39.58	0	0	x	4005	0	0	0	0	0	0	0	0	0	0	0	0
2003.999	0	0	0	0	0	0	0	0	0	39.58	0	0	x	4006	0	21.576	0	0	0	0	0	0	0	0	0	0
2004	0	0	0	0	0	0	0	0	0	39.578	46.255	0	x	4007	0	0	0	0	0	0	0	0	0	0	0	0
2004.999	0	0	0	0	0	0	0	0	0	39.578	46.255	0	x	4008	0	0	0	41.02	0	0	0	0	0	0	0	0
2005	0	0	0	0	0	0	0	0	0	39.576	46.12571429	0	x	4009	0	21.79634146	0	0	0	0	0	0	0	0	0	0
2005.999	0	0	0	0	0	0	0	0	0	39.576	46.12571429	0	x	4010	0	0	0	0	0	0	0	0	0	0	0	0
2006	0	0	0	0	0	0	0	0	0	39.574	45.99642857	0	x	4011	0	0	0	0	0	0	0	0	0	0	0	0
2006.999	0	0	0	0	0	0	0	0	0	39.574	45.99642857	0	x	4012	0	0	0	0	0	0	0	0	0	0	0	0
2007	0	0	0	0	0	0	0	0	0	39.572	45.86714286	0	x	4013	0	0	0	0	0	0	0	0	0	0	0	0
2007.999	0	0	0	0	0	0	0	0	0	39.572	45.86714286	0	x	4014	0	0	0	0	0	0	0	0	0	0	0	0
2008	0	26.88376471	44.70517647	0	0	0	0	0	0	39.57	45.73785714	0	x	4015	0	0	0	0	0	0	0	0	0	0	0	0
2008.999	0	26.88376471	44.70517647	0	0	0	0	0	0	39.57	45.73785714	0	x	4016	0	0	0	0	0	0	0	0	0	0	0	0
2009	0	0	0	0	0	0	0	0	0	39.568	45.60857143	0	x	4017	0	0	0	45.75	0	0	0	0	0	0	0	0
2009.999	0	0	0	0	0	0	0	0	0	39.568	45.60857143	0	x	4018	0	0	0	0	0	0	0	0	0	0	0	0
2010	0	0	0	0	0	0	0	0	0	39.566	45.47928571	0	x	4019	0	0	0	0	0	0	0	0	0	0	0	0
2010.999	0	0	0	0	0	0	0	0	0	39.566	45.47928571	0	x	4020	0	0	0	0	0	0	0	0	0	0	0	0
2011	0	0	0	0	0	0	0	0	0	39.564	45.35	0	x	4021	0	0	0	0	0	0	0	0	0	0	0	0
2011.999	0	0	0	0	0	0	0	0	0	39.564	45.35	0	x	4022	0	0	0	43	0	0	0	0	0	0	0	0
2012	0	0	0	0	0	0	0	57.744	0	39.562	45.73571429	0	x	4023	0	0	0	42.45	0	0	0	0	0	0	0	0
2012.999	0	0	0	0	0	0	0	57.744	0	39.562	45.73571429	0	x	4024	0	0	0	41.9	0	0	0	0	0	0	0	0
2013	0	0	0	0	0	0	0	59.18	0	39.56	46.12142857	0	x	4025	0	0	0	0	0	0	0	0	0	0	0	0
2013.999	0	0	0	0	0	0	0	59.18	0	39.56	46.12142857	0	x	4026	0	0	0	0	0	0	0	0	0	0	0	0
2014	0	0	0	0	0	0	0	0	0	40.40230769	46.50714286	0	x	4027	0	0	0	0	0	0	0	0	0	0	0	0
2014.999	0	0	0	0	0	0	0	0	0	40.40230769	46.50714286	0	x	4028	0	0	0	0	0	0	0	0	0	0	0	0
2015	0	0	0	0	0	0	0	0	45.13	41.24461538	46.89285714	0	x	4029	0	0	0	0	0	0	0	0	0	0	0	0
2015.999	0	0	0	0	0	0	0	0	45.13	41.24461538	46.89285714	0	x	4030	0	0	0	0	0	0	0	0	0	0	0	0
2016	0	0	0	0	35	0	0	62.42	0	42.08692308	0	0	x	4031	0	0	0	0	0	0	0	0	0	0	0	0
2016.999	0	0	0	0	35	0	0	62.42	0	42.08692308	0	0	x	4032	0	0	0	0	0	0	0	0	0	0	0	0
2017	0	21.70188235	42.55258824	0	35	0	0	63.5	0	42.92923077	47.66428571	0	x	4033	0	0	0	0	0	0	0	0	0	0	0	0
2017.999	0	21.70188235	42.55258824	0	35	0	0	63.5	0	42.92923077	47.66428571	0	x	4034	0	0	0	0	0	0	0	0	0	0	0	0
2018	0	0	0	0	35	0	0	64.58	45.13	43.77153846	48.05	0	x	4035	0	26.90121951	0	0	0	0	0	0	0	0	0	0
2018.999	0	0	0	0	35	0	0	64.58	45.13	43.77153846	48.05	0	x	4036	0	0	0	0	0	0	0	0	0	0	0	0
2019	0	20.55035294	42.07423529	0	35	0	0	65.66	45.13	44.61384615	48.43571429	0	x	4037	0	0	0	0	0	0	0	0	94.4	0	0	0
2019.999	0	20.55035294	42.07423529	0	35	0	0	65.66	45.13	44.61384615	48.43571429	0	x	4038	0	0	0	25.45714286	0	0	0	0	0	0	0	0
2020	0	19.97458824	41.83505882	0	0	0	0	66.74	45.13	45.45615385	0	0	x	4039	0	0	0	23.81428571	0	0	0	0	0	0	0	0
2020.999	0	19.97458824	41.83505882	0	0	0	0	66.74	45.13	45.45615385	0	0	x	4040	0	0	0	22.17142857	0	0	0	0	0	0	0	0
2021	0	0	0	0	35	0	0	67.82	45.13	46.29846154	0	0	x	4041	0	0	0	20.52857143	0	0	0	0	0	0	0	0
2021.999	0	0	0	0	35	0	0	67.82	45.13	46.29846154	0	0	x	4042	0	0	0	18.88571429	0	0	0	0	92.4	0	0	0
2022	0	18.82305882	41.35670588	0	0	0	0	68.9	45.13	47.14076923	49.59285714	0	x	4043	0	0	0	0	0	0	0	0	0	0	0	0
2022.999	0	18.82305882	41.35670588	0	0	0	0	68.9	45.13	47.14076923	49.59285714	0	x	4044	0	0	0	0	0	0	0	0	91.6	0	0	0
2023	0	0	0	0	0	0	0	0	45.13	47.98307692	0	0	x	4045	0	0	0	0	0	0	0	0	90.80714286	0	0	0
2023.999	0	0	0	0	0	0	0	0	45.13	47.98307692	0	0	x	4046	0	0	0	0	0	0	0	0	90.01428571	0	0	0
2024	0	0	0	0	0	0	0	0	45.13	48.82538462	0	0	x	4047	0	0	0	0	0	0	0	0	0	0	0	0
2024.999	0	0	0	0	0	0	0	0	45.13	48.82538462	0	0	x	4048	0	0	0	0	0	0	0	0	88.42857143	0	0	0
2025	0	0	0	0	0	0	0	0	45.13	49.66769231	0	0	x	4049	0	0	0	0	0	0	0	0	87.63571429	0	0	0
2025.999	0	0	0	0	0	0	0	0	45.13	49.66769231	0	0	x	4050	0	0	0	0	0	0	0	0	86.84285714	0	0	0
2026	0	16.52	40.4	0	0	0	0	0	45.13	50.51	0	0	x	4051	0	0	0	0	0	0	0	0	86.05	0	0	0
2026.999	0	16.52	40.4	0	0	0	0	0	45.13	50.51	0	0	x	4052	0	30.23902439	0	0	0	0	0	0	0	0	0	0
2027	0	0	0	0	0	0	0	0	45.025	51.23785714	51.52142857	0	x	4053	0	30.43536585	0	38.03571429	0	0	0	0	84.46428571	70.05	0	0
2027.999	0	0	0	0	0	0	0	0	45.025	51.23785714	51.52142857	0	x	4054	0	0	0	40.52857143	35	0	0	101.2857143	83.67142857	71.6	0	0
2028	0	0	0	0	35	0	0	73.03428571	44.92	51.96571429	51.90714286	0	x	4055	0	0	0	43.02142857	35	0	0	101.7142857	82.87857143	73.15	0	0
2028.999	0	0	0	0	35	0	0	73.03428571	44.92	51.96571429	51.90714286	0	x	4056	0	0	0	45.51428571	0	0	0	0	82.08571429	74.7	0	0
2029	0	0	0	0	0	0	0	0	44.815	52.69357143	52.29285714	0	x	4057	0	31.22073171	0	48.00714286	0	0	0	0	81.29285714	76.25	0	0
2029.999	0	0	0	0	0	0	0	0	44.815	52.69357143	52.29285714	0	x	4058	0	0	0	50.5	0	0	0	0	80.5	77.8	0	0
2030	0	0	0	0	0	0	0	0	44.71	53.42142857	0	0	x	4059	0	0	0	0	0	0	0	0	80.93571429	77.46428571	0	0
2030.999	0	0	0	0	0	0	0	0	44.71	53.42142857	0	0	x	4060	0	0	0	0	0	0	0	0	81.37142857	0	0	0
2031	0	0	0	0	35	0	0	72.75571429	44.605	54.14928571	53.06428571	0	x	4061	0	0	0	0	0	0	0	0	81.80714286	0	0	0
2031.999	0	0	0	0	35	0	0	72.75571429	44.605	54.14928571	53.06428571	0	x	4062	0	0	0	0	0	0	0	0	82.24285714	76.45714286	0	0
2032	0	0	0	0	0	0	0	0	44.5	54.87714286	0	0	x	4063	0	0	0	0	0	0	0	0	82.67857143	0	0	0
