0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	x	******	******	DATE	TIME	S39_S	G94A_C	G94B_C	G94C_C	ACME2	ACME1	S362_P	G300_S	S5AS_S	S5A_P	G301_S	G310_P	G251_P	S6	G338_C	S10E_C	S10D_C	S10C_C	S10A_C				
1124	0	0	0	0	0	0	0	0	0	62982.19427	0	0	265047.3152	0	0	0	0	0	0	x	******	******	2/24/2001	2247	0	0	0	0	0	0	0	0	0	0	229537.7177	0	0	0	0	0	0	0	0
1124.999	0	0	0	0	0	0	0	0	0	62982.19427	0	0	265047.3152	0	0	0	0	0	0	x	******	******	2/25/2001	2248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1125	0	0	0	0	0	0	0	0	0	0	0	0	235957.5319	0	0	0	0	0	0	x	******	******	2/26/2001	2249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1125.999	0	0	0	0	0	0	0	0	0	0	0	0	235957.5319	0	0	0	0	0	0	x	******	******	2/27/2001	2250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1126	0	0	0	0	0	0	0	0	0	0	0	0	214449.6863	0	0	0	0	0	0	x	******	******	2/28/2001	2251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1126.999	0	0	0	0	0	0	0	0	0	0	0	0	214449.6863	0	0	0	0	0	0	x	******	******	3/1/2001	2252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1127	0	0	0	0	0	0	0	0	0	0	0	0	197497.3643	0	0	0	0	0	0	x	******	******	3/2/2001	2253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1127.999	0	0	0	0	0	0	0	0	0	0	0	0	197497.3643	0	0	0	0	0	0	x	******	******	3/3/2001	2254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1128	0	0	0	0	0	0	0	0	0	0	0	0	156524.5637	0	0	0	0	0	0	x	******	******	3/4/2001	2255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1128.999	0	0	0	0	0	0	0	0	0	0	0	0	156524.5637	0	0	0	0	0	0	x	******	******	3/5/2001	2256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1129	0	0	0	0	427979.4602	584829.4184	0	0	0	1794210.856	0	0	177051.3325	990080.1918	0	0	0	0	0	x	******	******	3/6/2001	2257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1129.999	0	0	0	0	427979.4602	584829.4184	0	0	0	1794210.856	0	0	177051.3325	990080.1918	0	0	0	0	0	x	******	******	3/7/2001	2258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1130	0	0	0	0	82400.66437	126585.8187	0	0	0	3968242.779	0	0	214804.4397	4326328.469	0	0	0	0	0	x	******	******	3/8/2001	2259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1130.999	0	0	0	0	82400.66437	126585.8187	0	0	0	3968242.779	0	0	214804.4397	4326328.469	0	0	0	0	0	x	******	******	3/9/2001	2260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1131	0	0	0	0	204704.9759	172336.7814	0	0	0	1361389.623	0	0	114086.2643	3489648.564	0	0	0	0	0	x	******	******	3/10/2001	2261	0	0	0	0	0	0	0	232449.1426	0	0	185548.2894	0	0	308268.5187	0	0	0	0	0
1131.999	0	0	0	0	204704.9759	172336.7814	0	0	0	1361389.623	0	0	114086.2643	3489648.564	0	0	0	0	0	x	******	******	3/11/2001	2262	0	0	0	0	0	0	0	264841.8028	0	0	185450.4264	0	0	457509.627	0	0	0	0	0
1132	0	0	0	0	200570.2632	165926.7535	0	0	0	1441001.191	0	0	38682.80595	1896340.705	0	0	0	0	0	x	******	******	3/12/2001	2263	0	0	0	0	0	0	0	159467.7941	0	0	0	0	0	181046.5904	0	0	0	0	0
1132.999	0	0	0	0	200570.2632	165926.7535	0	0	0	1441001.191	0	0	38682.80595	1896340.705	0	0	0	0	0	x	******	******	3/13/2001	2264	0	0	0	0	0	0	0	215249.7165	0	0	238736.8417	0	0	335180.8497	0	0	0	0	0
1133	0	0	0	0	0	0	0	0	0	1091620.417	0	0	146772.5136	1925993.201	0	0	0	0	0	x	******	******	3/14/2001	2265	0	0	0	0	0	0	0	80981.65056	0	0	0	0	0	154134.2594	0	0	0	0	0
1133.999	0	0	0	0	0	0	0	0	0	1091620.417	0	0	146772.5136	1925993.201	0	0	0	0	0	x	******	******	3/15/2001	2266	0	0	0	0	0	0	0	266603.3372	0	0	221855.4705	0	0	420810.9938	0	0	0	0	0
1134	0	0	0	0	0	0	0	0	0	0	0	0	221395.5143	1752384.2	0	0	0	0	0	x	******	******	3/16/2001	2267	0	0	0	0	0	0	0	160079.4379	0	0	0	0	0	210405.4969	0	0	0	0	0
1134.999	0	0	0	0	0	0	0	0	0	0	0	0	221395.5143	1752384.2	0	0	0	0	0	x	******	******	3/17/2001	2268	0	0	0	0	0	0	0	265551.3097	0	0	223103.224	0	0	442830.1737	0	0	0	0	0
1135	0	0	0	0	0	0	0	0	0	0	0	0	207941.7953	0	0	0	0	0	0	x	******	******	3/18/2001	2269	0	0	0	0	0	0	0	256474.5144	0	0	0	0	0	347413.7275	0	0	0	0	0
1135.999	0	0	0	0	0	0	0	0	0	0	0	0	207941.7953	0	0	0	0	0	0	x	******	******	3/19/2001	2270	0	0	0	602674.7404	23487.12524	0	0	112224.4203	0	0	0	0	0	0	0	0	0	0	0
1136	0	0	0	0	0	0	0	0	0	0	0	0	227927.871	0	0	0	0	0	0	x	******	******	3/20/2001	2271	0	0	0	546924.6235	136372.1209	120714.0374	0	352062.221	0	0	0	0	0	2593370.078	0	0	0	0	0
1136.999	0	0	0	0	0	0	0	0	0	0	0	0	227927.871	0	0	0	0	0	0	x	******	******	3/21/2001	2272	0	0	0	333712.9044	0	0	0	118120.6673	0	0	0	0	0	1419013.816	0	0	0	0	0
1137	0	0	0	0	0	0	0	0	0	0	0	0	230929.8192	0	0	0	0	0	0	x	******	******	3/22/2001	2273	0	0	0	629557.7125	0	0	0	0	0	0	0	0	0	1061813.787	0	0	0	0	0
1137.999	0	0	0	0	0	0	0	0	0	0	0	0	230929.8192	0	0	0	0	0	0	x	******	******	3/23/2001	2274	0	0	0	568921.7842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1138	0	0	0	0	206588.8391	274823.831	0	0	0	0	0	0	282325.0317	1251105.337	0	0	0	0	0	x	******	******	3/24/2001	2275	0	0	0	560229.1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1138.999	0	0	0	0	206588.8391	274823.831	0	0	0	0	0	0	282325.0317	1251105.337	0	0	0	0	0	x	******	******	3/25/2001	2276	0	0	0	185225.3414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1139	0	0	0	0	0	0	0	0	0	0	0	0	323718.6433	0	0	0	0	0	0	x	******	******	3/26/2001	2277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1139.999	0	0	0	0	0	0	0	0	0	0	0	0	323718.6433	0	0	0	0	0	0	x	******	******	3/27/2001	2278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1140	0	0	0	0	0	0	0	0	0	0	0	0	352500.158	906187.1163	0	0	0	0	0	x	******	******	3/28/2001	2279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1140.999	0	0	0	0	0	0	0	0	0	0	0	0	352500.158	906187.1163	0	0	0	0	0	x	******	******	3/29/2001	2280	0	0	0	110895.9298	236070.0744	112322.2833	0	0	0	0	0	0	0	0	0	0	0	0	0
1141	0	0	0	0	0	0	0	0	0	0	0	0	324888.1064	0	0	0	0	0	0	x	******	******	3/30/2001	2281	0	0	0	0	160788.9449	108163.1049	0	0	0	0	0	0	323314.9583	626323.3397	0	0	0	0	0
1141.999	0	0	0	0	0	0	0	0	0	0	0	0	324888.1064	0	0	0	0	0	0	x	******	******	3/31/2001	2282	0	0	0	0	0	0	0	0	0	0	0	1280537.641	335523.3703	0	0	0	0	0	0
1142	0	0	0	0	153449.2182	145840.3683	0	0	0	0	0	0	323009.1364	0	0	0	0	0	0	x	******	******	4/1/2001	2283	0	0	0	0	0	0	0	0	0	0	0	1044149.511	447087.2152	0	0	0	0	0	0
1142.999	0	0	0	0	153449.2182	145840.3683	0	0	0	0	0	0	323009.1364	0	0	0	0	0	0	x	******	******	4/2/2001	2284	0	0	0	0	0	0	0	0	0	0	0	0	422890.583	0	0	0	0	0	0
1143	0	0	0	0	453839.7637	447894.5851	0	0	0	4352959.444	0	0	399334.9537	3943708.519	0	0	0	0	0	x	******	******	4/3/2001	2285	0	0	0	0	0	0	0	0	0	0	0	0	353187.6458	0	0	0	0	0	0
1143.999	0	0	0	0	453839.7637	447894.5851	0	0	0	4352959.444	0	0	399334.9537	3943708.519	0	0	0	0	0	x	******	******	4/4/2001	2286	0	0	0	0	0	0	0	0	0	0	0	0	90767.95274	0	0	0	0	0	0
1144	0	0	0	0	187089.632	182220.9466	0	0	0	4041728.122	0	0	502343.1239	4033179.787	0	0	0	0	0	x	******	******	4/5/2001	2287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1144.999	0	0	0	0	187089.632	182220.9466	0	0	0	4041728.122	0	0	502343.1239	4033179.787	0	0	0	0	0	x	******	******	4/6/2001	2288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1145	0	0	0	0	290335.12	276218.3791	0	0	0	6932440.312	0	0	478283.5	5301484.55	0	0	0	0	0	x	******	******	4/7/2001	2289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1145.999	0	0	0	0	290335.12	276218.3791	0	0	0	6932440.312	0	0	478283.5	5301484.55	0	0	0	0	0	x	******	******	4/8/2001	2290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1146	0	0	0	0	286371.6676	275533.3379	0	0	0	6174405.578	0	0	392597.0846	4195265.417	0	0	0	0	0	x	******	******	4/9/2001	2291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1146.999	0	0	0	0	286371.6676	275533.3379	0	0	0	6174405.578	0	0	392597.0846	4195265.417	0	0	0	0	0	x	******	******	4/10/2001	2292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1147	0	0	0	0	187236.4265	273429.283	0	0	0	3763591.627	0	0	306277.0062	3188157.059	0	0	0	0	0	x	******	******	4/11/2001	2293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1147.999	0	0	0	0	187236.4265	273429.283	0	0	0	3763591.627	0	0	306277.0062	3188157.059	0	0	0	0	0	x	******	******	4/12/2001	2294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1148	0	0	0	0	0	0	0	0	0	789130.7093	0	0	287864.0787	142292.8337	0	0	0	0	0	x	******	******	4/13/2001	2295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1148.999	0	0	0	0	0	0	0	0	0	789130.7093	0	0	287864.0787	142292.8337	0	0	0	0	0	x	******	******	4/14/2001	2296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1149	0	0	0	0	0	0	0	0	0	2936883.964	0	0	242448.2968	1970814.465	0	0	0	0	0	x	******	******	4/15/2001	2297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1149.999	0	0	0	0	0	0	0	0	0	2936883.964	0	0	242448.2968	1970814.465	0	0	0	0	0	x	******	******	4/16/2001	2298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1150	0	0	0	0	323021.3693	313797.7795	0	0	0	82547.45891	0	0	238685.4636	1524289.962	0	0	0	0	0	x	******	******	4/17/2001	2299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1150.999	0	0	0	0	323021.3693	313797.7795	0	0	0	82547.45891	0	0	238685.4636	1524289.962	0	0	0	0	0	x	******	******	4/18/2001	2300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1151	0	0	0	0	188190.591	273429.283	0	0	0	0	0	0	217001.4646	1223312.239	0	0	0	0	0	x	******	******	4/19/2001	2301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1151.999	0	0	0	0	188190.591	273429.283	0	0	0	0	0	0	217001.4646	1223312.239	0	0	0	0	0	x	******	******	4/20/2001	2302	0	0	0	0	0	12428.60377	0	0	0	0	0	0	0	0	0	0	0	0	0
1152	0	0	0	0	186257.7963	271276.2965	0	0	0	0	0	0	236393.0224	0	0	0	0	0	0	x	******	******	4/21/2001	2303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1152.999	0	0	0	0	186257.7963	271276.2965	0	0	0	0	0	0	236393.0224	0	0	0	0	0	0	x	******	******	4/22/2001	2304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1153	0	0	0	0	91061.54181	180337.0835	0	0	0	337487.9705	0	0	292299.7202	0	0	0	0	0	0	x	******	******	4/23/2001	2305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1153.999	0	0	0	0	91061.54181	180337.0835	0	0	0	337487.9705	0	0	292299.7202	0	0	0	0	0	0	x	******	******	4/24/2001	2306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1154	0	0	0	0	90547.76094	183688.892	0	0	0	373129.683	0	0	296772.0603	1129143.546	0	0	0	0	0	x	******	******	4/25/2001	2307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1154.999	0	0	0	0	90547.76094	183688.892	0	0	0	373129.683	0	0	296772.0603	1129143.546	0	0	0	0	0	x	******	******	4/26/2001	2308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1155	0	0	0	0	0	0	0	0	0	0	0	0	274358.9817	0	0	0	0	0	0	x	******	******	4/27/2001	2309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1155.999	0	0	0	0	0	0	0	0	0	0	0	0	274358.9817	0	0	0	0	0	0	x	******	******	4/28/2001	2310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1156	0	0	0	0	202747.7155	293907.1203	0	0	0	1733376.755	0	0	317384.4592	2395858.034	0	0	0	0	0	x	******	******	4/29/2001	2311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1156.999	0	0	0	0	202747.7155	293907.1203	0	0	0	1733376.755	0	0	317384.4592	2395858.034	0	0	0	0	0	x	******	******	4/30/2001	2312	0	0	0	0	0	0	0	0	0	0	0	285319.6401	0	0	0	0	0	0	0
1157	0	0	0	0	191909.3858	273429.283	0	0	0	2813515.392	0	0	340998.8064	4071272.968	0	0	0	0	0	x	******	******	5/1/2001	2313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1157.999	0	0	0	0	191909.3858	273429.283	0	0	0	2813515.392	0	0	340998.8064	4071272.968	0	0	0	0	0	x	******	******	5/2/2001	2314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1158	0	0	0	0	186257.7963	270542.3238	0	0	0	274853.1899	0	0	321183.991	2706059.348	0	0	0	0	0	x	******	******	5/3/2001	2315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1158.999	0	0	0	0	186257.7963	270542.3238	0	0	0	274853.1899	0	0	321183.991	2706059.348	0	0	0	0	0	x	******	******	5/4/2001	2316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1159	0	0	0	0	91061.54181	267533.0359	0	0	0	378788.6123	0	0	299206.4029	1398584.911	0	0	0	0	0	x	******	******	5/5/2001	2317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1159.999	0	0	0	0	91061.54181	267533.0359	0	0	0	378788.6123	0	0	299206.4029	1398584.911	0	0	0	0	0	x	******	******	5/6/2001	2318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1160	0	0	0	0	0	173804.7268	0	0	0	0	0	0	282924.4427	1147835.383	0	0	0	0	0	x	******	******	5/7/2001	2319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1160.999	0	0	0	0	0	173804.7268	0	0	0	0	0	0	282924.4427	1147835.383	0	0	0	0	0	x	******	******	5/8/2001	2320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1161	0	0	0	0	0	173804.7268	0	0	0	1362302.195	0	0	245296.1108	868705.579	0	0	0	0	0	x	******	******	5/9/2001	2321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1161.999	0	0	0	0	0	173804.7268	0	0	0	1362302.195	0	0	245296.1108	868705.579	0	0	0	0	0	x	******	******	5/10/2001	2322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1162	0	0	0	0	0	0	0	0	0	0	0	0	210593.8832	0	0	0	0	0	0	x	******	******	5/11/2001	2323	0	0	0	0	8807.671964	4917.616847	0	0	0	0	0	0	0	0	0	0	0	0	0
1162.999	0	0	0	0	0	0	0	0	0	0	0	0	210593.8832	0	0	0	0	0	0	x	******	******	5/12/2001	2324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1163	0	0	0	0	0	0	0	0	0	0	0	0	176420.116	0	0	0	0	0	0	x	******	******	5/13/2001	2325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1163.999	0	0	0	0	0	0	0	0	0	0	0	0	176420.116	0	0	0	0	0	0	x	******	******	5/14/2001	2326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1164	0	0	0	0	289038.435	273429.283	0	0	0	4141643.82	0	0	233298.1043	3803152.754	0	0	0	0	0	x	******	******	5/15/2001	2327	0	0	0	0	0	0	0	33860.60555	0	0	0	0	0	0	0	0	0	0	0
1164.999	0	0	0	0	289038.435	273429.283	0	0	0	4141643.82	0	0	233298.1043	3803152.754	0	0	0	0	0	x	******	******	5/16/2001	2328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1165	0	0	0	0	190074.4541	182220.9466	0	0	0	1809139.86	0	0	183397.7495	2561173.144	0	0	0	0	0	x	******	******	5/17/2001	2329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1165.999	0	0	0	0	190074.4541	182220.9466	0	0	0	1809139.86	0	0	183397.7495	2561173.144	0	0	0	0	0	x	******	******	5/18/2001	2330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1166	0	0	0	0	0	181119.9876	0	0	0	12012.68593	0	0	195116.8463	1291791.888	0	0	0	0	0	x	******	******	5/19/2001	2331	0	0	0	0	0	0	0	228754.8135	0	0	0	0	0	0	0	0	0	0	0
1166.999	0	0	0	0	0	181119.9876	0	0	0	12012.68593	0	0	195116.8463	1291791.888	0	0	0	0	0	x	******	******	5/20/2001	2332	0	0	0	0	0	0	0	494697.5753	0	0	0	0	0	0	0	0	0	0	0
1167	0	0	0	0	0	0	0	0	0	34526.0741	0	0	169339.7264	0	0	0	0	0	0	x	******	******	5/21/2001	2333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1167.999	0	0	0	0	0	0	0	0	0	34526.0741	0	0	169339.7264	0	0	0	0	0	0	x	******	******	5/22/2001	2334	0	0	0	0	1345.61655	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1168	0	0	0	0	0	0	0	0	0	0	0	0	155257.2375	0	0	0	0	0	0	x	******	******	5/23/2001	2335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1168.999	0	0	0	0	0	0	0	0	0	0	0	0	155257.2375	0	0	0	0	0	0	x	******	******	5/24/2001	2336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1169	0	0	0	0	0	0	0	0	0	0	0	0	155817.5033	0	0	0	0	0	0	x	******	******	5/25/2001	2337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1169.999	0	0	0	0	0	0	0	0	0	0	0	0	155817.5033	0	0	0	0	0	0	x	******	******	5/26/2001	2338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1170	0	0	0	0	0	0	0	0	0	0	0	0	157104.4021	0	0	0	0	0	0	x	******	******	5/27/2001	2339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1170.999	0	0	0	0	0	0	0	0	0	0	0	0	157104.4021	0	0	0	0	0	0	x	******	******	5/28/2001	2340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1171	0	0	0	0	0	0	0	0	0	0	0	0	159898.3914	0	0	0	0	0	0	x	******	******	5/29/2001	2341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1171.999	0	0	0	0	0	0	0	0	0	0	0	0	159898.3914	0	0	0	0	0	0	x	******	******	5/30/2001	2342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1172	0	0	0	0	0	0	0	0	0	0	0	0	395855.9233	0	0	0	0	0	0	x	******	******	5/31/2001	2343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1172.999	0	0	0	0	0	0	0	0	0	0	0	0	395855.9233	0	0	0	0	0	0	x	******	******	6/1/2001	2344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1173	0	0	0	0	191909.3858	273429.283	0	0	0	0	0	0	171047.4361	0	0	0	0	0	0	x	******	******	6/2/2001	2345	0	0	0	0	234210.677	216619.7988	0	0	0	0	0	0	0	0	0	0	0	0	0
1173.999	0	0	0	0	191909.3858	273429.283	0	0	0	0	0	0	171047.4361	0	0	0	0	0	0	x	******	******	6/3/2001	2346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1174	0	0	0	0	185254.7003	266750.1317	0	0	0	3050148.179	0	0	195266.0874	2923217.393	0	0	0	0	0	x	******	******	6/4/2001	2347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1174.999	0	0	0	0	185254.7003	266750.1317	0	0	0	3050148.179	0	0	195266.0874	2923217.393	0	0	0	0	0	x	******	******	6/5/2001	2348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1175	0	0	0	0	315241.259	445888.3932	0	0	0	5274342.241	0	0	332805.2249	5550252.351	0	0	0	0	0	x	******	******	6/6/2001	2349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1175.999	0	0	0	0	315241.259	445888.3932	0	0	0	5274342.241	0	0	332805.2249	5550252.351	0	0	0	0	0	x	******	******	6/7/2001	2350	0	0	0	0	146598.8067	125533.7912	0	369995.6198	0	0	0	0	0	0	0	0	0	0	0
1176	0	0	0	0	0	0	0	0	0	5825501.886	0	0	274542.4748	5879414.625	0	0	0	0	0	x	******	******	6/8/2001	2351	0	0	0	0	122157.517	54436.30589	0	365763.0441	0	0	44821.26399	0	0	0	0	0	0	0	0
1176.999	0	0	0	0	0	0	0	0	0	5825501.886	0	0	274542.4748	5879414.625	0	0	0	0	0	x	******	******	6/9/2001	2352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1177	0	0	0	0	0	0	0	0	0	1751104.641	0	0	244085.0559	3805746.124	0	0	0	0	0	x	******	******	6/10/2001	2353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1177.999	0	0	0	0	0	0	0	0	0	1751104.641	0	0	244085.0559	3805746.124	0	0	0	0	0	x	******	******	6/11/2001	2354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1178	0	0	0	0	0	0	0	0	0	0	0	0	218325.062	2270740.161	0	0	0	0	0	x	******	******	6/12/2001	2355	0	0	0	0	209989.5791	199249.1124	0	0	0	0	0	0	0	0	0	0	0	0	0
1178.999	0	0	0	0	0	0	0	0	0	0	0	0	218325.062	2270740.161	0	0	0	0	0	x	******	******	6/13/2001	2356	0	0	0	0	285588.7634	266114.0221	0	0	0	0	0	0	0	0	0	0	0	0	0
1179	0	0	0	0	0	0	0	0	0	0	0	0	259569.4325	1180252.509	0	0	0	0	0	x	******	******	6/14/2001	2357	0	0	0	0	125656.12	76259.75975	0	0	0	0	0	0	0	0	0	0	0	0	0
1179.999	0	0	0	0	0	0	0	0	0	0	0	0	259569.4325	1180252.509	0	0	0	0	0	x	******	******	6/15/2001	2358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1180	0	0	0	0	0	0	0	0	0	0	0	0	322913.72	967522.7652	0	0	0	0	0	x	******	******	6/16/2001	2359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1180.999	0	0	0	0	0	0	0	0	0	0	0	0	322913.72	967522.7652	0	0	0	0	0	x	******	******	6/17/2001	2360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1181	0	0	0	0	0	0	0	0	0	0	0	0	370401.7513	83746.28092	0	0	0	0	0	x	******	******	6/18/2001	2361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1181.999	0	0	0	0	0	0	0	0	0	0	0	0	370401.7513	83746.28092	0	0	0	0	0	x	******	******	6/19/2001	2362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1182	0	0	0	0	0	0	0	0	0	0	0	0	341221.4448	0	0	0	0	0	0	x	******	******	6/20/2001	2363	0	0	0	0	0	2177.452236	0	0	0	0	0	0	0	0	0	0	0	0	0
1182.999	0	0	0	0	0	0	0	0	0	0	0	0	341221.4448	0	0	0	0	0	0	x	******	******	6/21/2001	2364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1183	0	0	0	0	0	0	0	0	0	0	0	0	295805.6629	0	0	0	0	0	0	x	******	******	6/22/2001	2365	0	0	0	0	174294.0419	201475.4962	0	0	0	0	0	0	0	0	0	0	0	0	0
1183.999	0	0	0	0	0	0	0	0	0	0	0	0	295805.6629	0	0	0	0	0	0	x	******	******	6/23/2001	2366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1184	0	0	0	0	0	0	0	0	0	0	0	0	260026.9421	0	0	0	0	0	0	x	******	******	6/24/2001	2367	0	0	0	0	140286.6418	90670.08972	0	0	0	0	0	0	0	0	0	0	0	0	0
1184.999	0	0	0	0	0	0	0	0	0	0	0	0	260026.9421	0	0	0	0	0	0	x	******	******	6/25/2001	2368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1185	0	0	0	0	0	0	0	0	0	0	0	0	216443.6454	0	0	0	0	0	0	x	******	******	6/26/2001	2369	0	0	0	0	130451.4081	140653.6281	0	0	0	0	0	0	0	0	0	0	0	0	0
1185.999	0	0	0	0	0	0	0	0	0	0	0	0	216443.6454	0	0	0	0	0	0	x	******	******	6/27/2001	2370	0	0	0	0	284805.8593	348637.0152	0	0	0	0	0	0	0	0	0	0	0	0	0
1186	0	0	0	0	0	0	0	0	0	0	0	0	188278.6677	0	0	0	0	0	0	x	******	******	6/28/2001	2371	0	0	0	0	478990.5603	470011.6281	0	0	0	0	0	0	0	0	0	0	0	0	0
