0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	x	******	******	DATE	TIME	S39_S	G94A_C	G94B_C	G94C_C	ACME2	ACME1	S362_P	G300_S	S5AS_S	S5A_P	G301_S	G310_P	G251_P	S6	G338_C	S10E_C	S10D_C	S10C_C	S10A_C
942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	658128.8218	719293.2104	0	x	******	******	2/26/2000	1883	181046.5904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
942.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	658128.8218	719293.2104	0	x	******	******	2/27/2000	1884	73397.26637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	2/28/2000	1885	111343.6531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
943.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	2/29/2000	1886	301148.9839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	3/1/2000	1887	299950.1619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
944.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	3/2/2000	1888	300806.4633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	3/3/2000	1889	300366.0797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
945.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	3/4/2000	1890	300537.34	0	0	0	0	0	0	0	0	0	157608.3966	0	0	0	0	0	0	0	0
946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	3/5/2000	1891	300733.0661	0	0	0	0	0	0	0	0	0	279301.0643	0	0	0	0	0	0	0	0
946.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	3/6/2000	1892	360967.756	0	0	0	0	0	0	0	0	0	477082.2314	0	0	0	0	0	0	0	0
947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	3/7/2000	1893	227531.5257	0	0	0	0	0	0	0	0	0	227678.3203	0	0	0	0	0	0	0	0
947.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	3/8/2000	1894	278273.5026	0	0	0	0	0	0	0	0	0	140898.2857	0	0	0	0	0	0	0	0
948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	848961.7143	902786.3763	0	x	******	******	3/9/2000	1895	464262.1755	0	0	0	0	0	0	0	0	0	85556.74683	0	0	0	0	0	0	0	0
948.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	848961.7143	902786.3763	0	x	******	******	3/10/2000	1896	495137.9589	0	0	0	0	0	0	0	0	0	143026.8064	0	0	0	0	0	0	0	0
949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1685690.551	1781106.997	0	x	******	******	3/11/2000	1897	379366.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
949.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1685690.551	1781106.997	0	x	******	******	3/12/2000	1898	128861.134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19572.60436	1651438.493	1754194.666	0	x	******	******	3/13/2000	1899	344453.3711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
950.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19572.60436	1651438.493	1754194.666	0	x	******	******	3/14/2000	1900	430890.8851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1651438.493	1749301.515	0	x	******	******	3/15/2000	1901	299191.7235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
951.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1651438.493	1749301.515	0	x	******	******	3/16/2000	1902	328770.8218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1668564.522	1766427.544	0	x	******	******	3/17/2000	1903	422841.6515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
952.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1668564.522	1766427.544	0	x	******	******	3/18/2000	1904	183566.5632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1695476.853	1788446.724	0	x	******	******	3/19/2000	1905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
953.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1695476.853	1788446.724	0	x	******	******	3/20/2000	1906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1707709.731	1776213.846	895446.6497	x	******	******	3/21/2000	1907	237978.4033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
954.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1707709.731	1776213.846	895446.6497	x	******	******	3/22/2000	1908	553562.1829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1697923.429	1734622.062	1790893.299	x	******	******	3/23/2000	1909	720027.1831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
955.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1697923.429	1734622.062	1790893.299	x	******	******	3/24/2000	1910	780139.5442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1683243.975	1729728.911	1771320.695	x	******	******	3/25/2000	1911	774047.5711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
956.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1683243.975	1729728.911	1771320.695	x	******	******	3/26/2000	1912	797950.6142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1644098.767	1697923.429	1744408.364	x	******	******	3/27/2000	1913	782170.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
957.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1644098.767	1697923.429	1744408.364	x	******	******	3/28/2000	1914	596230.4605	0	0	0	0	0	0	0	0	0	440.3835982	0	0	0	0	0	0	0	0
958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1604953.558	1666117.947	1712602.882	x	******	******	3/29/2000	1915	612231.0645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
958.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1604953.558	1666117.947	1712602.882	x	******	******	3/30/2000	1916	416015.7058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1570701.5	1631865.889	1683243.975	x	******	******	3/31/2000	1917	616904.0238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
959.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1570701.5	1631865.889	1683243.975	x	******	******	4/1/2000	1918	1019952.879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1563361.774	1622079.587	1661224.795	x	******	******	4/2/2000	1919	1010068.714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
960.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1563361.774	1622079.587	1661224.795	x	******	******	4/3/2000	1920	427049.7615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1619633.011	1619633.011	1663671.371	x	******	******	4/4/2000	1921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
961.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1619633.011	1619633.011	1663671.371	x	******	******	4/5/2000	1922	80174.28063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1575594.651	1614739.86	1658778.22	x	******	******	4/6/2000	1923	145620.1765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
962.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1575594.651	1614739.86	1658778.22	x	******	******	4/7/2000	1924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1548682.32	1597613.831	1641652.191	x	******	******	4/8/2000	1925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
963.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1548682.32	1597613.831	1641652.191	x	******	******	4/9/2000	1926	46289.20932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1575594.651	1575594.651	1609846.709	x	******	******	4/10/2000	1927	21432.00178	0	0	0	0	0	0	0	0	0	26741.07071	0	0	0	0	0	0	0	0
964.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1575594.651	1575594.651	1609846.709	x	******	******	4/11/2000	1928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1514430.263	1563361.774	1595167.256	x	******	******	4/12/2000	1929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
965.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1514430.263	1563361.774	1595167.256	x	******	******	4/13/2000	1930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1558468.623	1558468.623	1587827.529	x	******	******	4/14/2000	1931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912572.6785	0	0
966.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1558468.623	1558468.623	1587827.529	x	******	******	4/15/2000	1932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1830038.508	0	0
967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1556022.047	1556022.047	1582934.378	x	******	******	4/16/2000	1933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1957260.436	0	0
967.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1556022.047	1556022.047	1582934.378	x	******	******	4/17/2000	1934	798855.8471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1945027.559	782904.1746	863641.1676
968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1582934.378	1582934.378	841621.9877	x	******	******	4/18/2000	1935	1235642.979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1812912.479	1820252.206	1886309.746
968.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1582934.378	1582934.378	841621.9877	x	******	******	4/19/2000	1936	1601454.955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1768874.119	1781106.997	1854504.264
969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1578041.227	1678350.824	0	x	******	******	4/20/2000	1937	1581808.953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1719942.609	1741961.788	1812912.479
969.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1578041.227	1678350.824	0	x	******	******	4/21/2000	1938	1384223.512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1685690.551	1710156.306	1776213.846
970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1607400.133	1712602.882	0	x	******	******	4/22/2000	1939	1730316.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1639205.616	1661224.795	1727282.335
970.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1607400.133	1712602.882	0	x	******	******	4/23/2000	1940	1634263.533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1592720.68	1617186.436	1683243.975
971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1614739.86	1727282.335	0	x	******	******	4/24/2000	1941	1655817.863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1538896.018	1560915.198	1626972.738
971.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1614739.86	1727282.335	0	x	******	******	4/25/2000	1942	1663524.576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1487517.932	1514430.263	1582934.378
972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1612293.285	1727282.335	0	x	******	******	4/26/2000	1943	1743967.98	81018.34919	0	496931.2988	0	0	0	0	0	0	0	0	0	0	0	0	1448372.723	1477731.63	1548682.32
972.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1612293.285	1727282.335	0	x	******	******	4/27/2000	1944	1793902.587	215937.2042	0	596391.9344	0	0	0	0	0	0	0	0	0	0	0	0	1396994.637	1416567.241	1487517.932
973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1600060.407	1712602.882	0	x	******	******	4/28/2000	1945	1802098.615	214454.5794	0	537581.1515	0	0	0	0	0	0	0	0	0	0	0	0	1355402.852	1357849.428	1416567.241
973.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1600060.407	1712602.882	0	x	******	******	4/29/2000	1946	1796618.286	212693.0451	0	469284.9951	0	0	0	0	0	0	0	0	0	0	0	0	1296685.039	1296685.039	1350509.701
974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1590274.105	1702816.58	0	x	******	******	4/30/2000	1947	1794024.916	210630.5819	0	372615.9022	0	0	0	0	0	0	0	0	0	0	0	0	1225734.348	1228180.924	1277112.435
974.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1590274.105	1702816.58	0	x	******	******	5/1/2000	1948	1780299.627	209140.6174	0	188190.591	0	0	0	0	0	0	0	0	0	0	0	0	570052.1021	540693.1956	523567.1667
975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1587827.529	1707709.731	0	x	******	******	5/2/2000	1949	1783626.97	209561.4284	0	0	0	0	0	122.3287773	0	0	0	0	0	0	0	0	0	0	0
975.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1587827.529	1707709.731	0	x	******	******	5/3/2000	1950	1784972.587	209517.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	817156.2322	895446.6497	0	x	******	******	5/4/2000	1951	1802832.588	243138.2311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
976.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	817156.2322	895446.6497	0	x	******	******	5/5/2000	1952	1814992.068	297961.096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/6/2000	1953	1809756.397	298262.0248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
977.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/7/2000	1954	1738120.665	297439.9754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/8/2000	1955	1836277.276	235808.2908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
978.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/9/2000	1956	1835812.426	209527.1763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/10/2000	1957	1809878.726	209358.3626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
979.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/11/2000	1958	1822282.864	212898.5574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/12/2000	1959	1869085.854	215389.1713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
980.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/13/2000	1960	1853232.044	215139.6206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/14/2000	1961	1850712.071	214601.374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
981.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/15/2000	1962	1803566.561	210359.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/16/2000	1963	1837084.646	207702.0309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
982.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/17/2000	1964	1842467.112	208230.4913	0	0	0	0	0	0	0	0	0	0	0	0	0	7706.712968	0	0	0
983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/18/2000	1965	1872902.512	207168.6775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
983.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/19/2000	1966	1052149.813	205820.6143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/20/2000	1967	451564.4484	206911.787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
984.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/21/2000	1968	377237.4834	207413.335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/22/2000	1969	313406.3274	206955.8254	0	0	0	0	0	445178.8863	0	0	0	0	0	0	0	0	0	0	0
985.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/23/2000	1970	373836.7434	206256.1048	0	0	0	0	0	424945.7065	0	0	0	0	0	0	0	0	0	0	0
986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/24/2000	1971	457362.8325	205194.291	0	0	0	0	0	490244.8078	0	0	0	0	0	0	0	0	0	0	0
986.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/25/2000	1972	343670.4669	203824.2087	0	0	0	0	0	649663.6704	0	0	0	0	0	0	0	0	0	0	0
987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/26/2000	1973	386240.8814	202410.088	0	0	0	0	0	637112.7378	0	0	0	0	0	0	0	0	0	0	0
987.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/27/2000	1974	356857.5091	201062.0249	0	0	0	0	0	579960.7331	0	0	0	0	0	0	0	0	0	0	0
988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/28/2000	1975	443368.4204	200102.9673	0	0	0	0	0	505731.631	0	0	0	0	0	0	0	0	0	0	0
988.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/29/2000	1976	336208.4115	198568.9644	0	0	0	0	0	594762.5151	0	0	0	0	0	0	0	0	0	0	0
989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/30/2000	1977	186869.4402	276864.275	0	0	0	0	0	510600.3164	0	0	0	0	0	0	0	0	0	0	0
989.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	5/31/2000	1978	0	327320.0025	0	0	0	0	0	469595.7102	0	0	0	0	0	0	0	0	0	0	0
990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/1/2000	1979	0	279186.0752	0	0	0	0	0	466659.8196	0	0	0	0	0	0	0	0	0	0	0
990.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/2/2000	1980	91893.37749	245345.0423	0	0	0	0	0	532472.7017	0	0	0	0	0	0	0	0	0	0	0
991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/3/2000	1981	285637.6949	242580.4119	0	0	0	0	0	522833.1941	0	0	0	0	0	0	0	0	0	0	0
991.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/4/2000	1982	282897.5303	239204.1377	0	0	0	0	0	515542.399	0	0	0	0	0	0	0	0	0	0	0
992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/5/2000	1983	514612.7003	246379.9437	0	0	0	0	0	360649.7012	0	0	0	0	0	0	0	0	0	0	0
992.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/6/2000	1984	229929.1698	249215.5248	0	0	0	0	0	479504.3412	0	0	0	0	0	0	0	0	0	0	0
993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/7/2000	1985	280524.3521	250333.6098	0	0	0	0	0	218503.662	0	0	0	0	0	0	0	0	0	0	0
993.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/8/2000	1986	172385.7129	251955.6894	0	0	0	0	0	66448.99182	0	0	0	0	0	0	0	0	0	0	0
994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/9/2000	1987	72785.62248	110409.0612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
994.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/10/2000	1988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/11/2000	1989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
995.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/12/2000	1990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/13/2000	1991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
996.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/14/2000	1992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/15/2000	1993	106377.1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
997.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/16/2000	1994	117729.2153	0	0	0	0	0	0	0	0	0	350202.8236	0	0	0	0	0	0	0	0
998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/17/2000	1995	224204.183	0	0	0	0	0	0	0	0	0	498465.3017	0	0	0	0	0	0	0	0
998.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/18/2000	1996	286200.4073	0	0	0	0	0	0	0	0	0	461668.8054	0	0	0	0	0	0	0	0
999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/19/2000	1997	284389.9414	148145.0424	0	0	0	0	0	0	0	0	236877.4443	0	0	0	0	0	0	0	0
999.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/20/2000	1998	283974.0236	249721.9659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/21/2000	1999	284854.7908	255253.6732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1000.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/22/2000	2000	286200.4073	255862.8706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/23/2000	2001	286200.4073	256315.487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1001.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/24/2000	2002	262933.4739	255544.8157	0	0	0	0	0	0	0	0	215983.6892	0	0	0	0	0	0	0	0
1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/25/2000	2003	0	254363.1197	0	0	0	0	0	0	0	0	147259.3821	0	0	0	0	0	0	0	0
1002.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/26/2000	2004	0	202378.2826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/27/2000	2005	0	183708.4646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1003.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/28/2000	2006	0	184488.9222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/29/2000	2007	0	185269.3798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1004.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	6/30/2000	2008	0	186135.4675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	7/1/2000	2009	0	54759.25386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1005.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x	******	******	7/2/2000	2010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
