"Date","S39","G94B","G94C","ACME2","ACME1","S362","G300","S5AS","S5A","G301","G310","G251","S6","G338","S10E","S10D","S10C","S10A"
2021-02-15,0,NA,0,0,NA,0,0,0,0,0,0,0,974.991,0,NA,0,0,0
2021-02-16,0,NA,0,0,NA,22.828,0,0,0,0,0,0,1067.751,0,NA,0,0,0
2021-02-17,0,NA,0,0,NA,15.792,0,0,0,0,0,0,1076.261,0,NA,0,0,0
2021-02-18,0,NA,0,0,NA,2.293,0,0,60.187,0,0,0,1028.151,0,NA,0,0,0
2021-02-19,0,NA,0,0,NA,15.838,0,0,15.774,0,0,0,1085.825,0,NA,0,0,0
2021-02-20,0,NA,0,0,NA,14.423,0,0,0,0,0,0,1046.075,0,NA,0,0,0
2021-02-21,0,NA,0,0,NA,0,0,0,0,0,0,0,1067.441,0,NA,0,0,0
2021-02-22,0,NA,0,0,NA,24.908,0,0,0,0,0,0,1023.97,0,NA,0,0,0
2021-02-23,0,NA,0,0,NA,0,0,0,0,0,0,0,1085.718,0,NA,0,0,0
2021-02-24,0,NA,0,0,NA,16.817,0,0,0,0,0,0,1026.702,0,NA,0,0,0
2021-02-25,0,NA,0,0,NA,0,0,0,24.821,0,43.436,0,1033.521,0,NA,0,0,0
2021-02-26,0,NA,0,0,NA,19.747,0,0,11.999,0,0,0,1040.013,0,NA,0,0,0
2021-02-27,0,NA,0,0,NA,14.709,0,0,0,0,0,0,976.442,0,NA,0,0,0
2021-02-28,0,NA,0,0,NA,0,0,0,0,0,0,0,913.85,0,NA,0,0,0
2021-03-01,0,NA,0,0,NA,16.898,0,0,0,0,0,0,937.744,0,NA,0,0,0
2021-03-02,0,NA,0,0,NA,0,0,0,0,0,0,0,987.383,0,NA,0,0,0
2021-03-03,0,NA,0,0,NA,16.485,0,0,0,0,0,0,939.555,0,NA,0,0,0
2021-03-04,0,NA,4.494,0,NA,0,0,0,0,0,0,0,944.908,0,NA,0,0,0
2021-03-05,74.309,NA,38.024,0,NA,16.163,0,0,0,0,0,0,933.468,0,NA,0,0,0
2021-03-06,0,NA,76.756,0,NA,0,0,0,0,0,0,0,959.132,0,NA,0,0,0
2021-03-07,0,NA,115.488,0,NA,16.594,0,0,0,0,0,0,940.379,0,NA,0,0,0
2021-03-08,0,NA,154.221,0,NA,0,0,0,0,0,0,0,918.282,0,NA,0,0,0
2021-03-09,0,NA,192.953,0,NA,16.202,0,0,72.518,0,0,0,910.411,0,NA,0,0,0
2021-03-10,0,NA,231.685,0,NA,0,0,0,288.722,0,0,0,886.686,0,NA,0,0,0
2021-03-11,0,NA,270.417,0,NA,0,0,0,105.332,0,0,0,915.619,0,NA,0,0,0
2021-03-12,0,NA,309.149,0,NA,16.208,0,0,188.825,0,0,0,909.445,0,NA,0,0,0
2021-03-13,0,NA,347.882,0,NA,0,0,0,0,0,0,0,906.275,0,NA,0,0,0
2021-03-14,0,NA,386.614,0,NA,15.549,0,0,0,0,0,0,894.272,0,NA,0,0,0
2021-03-15,0,NA,425.346,0,NA,0,0,0,98.493,0,0,0,915.691,0,NA,0,0,0
2021-03-16,0,NA,464.078,0,NA,18.19,0,0,0,0,0,0,889.069,0,NA,0,0,0
2021-03-17,20.52,NA,502.81,0,NA,0,0,0,0,0,0,0,870.874,0,NA,0,0,0
2021-03-18,3.022,NA,541.542,0,NA,18.829,0,0,0,0,0,0,874.396,0,NA,0,0,0
2021-03-19,0,NA,580.275,0,NA,69.166,0,0,0,0,0,0,877.302,0,NA,0,0,0
2021-03-20,0,NA,619.007,0,NA,0,0,0,0,0,0,0,866.206,0,NA,0,0,0
2021-03-21,0,NA,657.739,0,NA,15.492,0,0,0,0,0,0,855.918,0,NA,0,0,0
2021-03-22,0,NA,696.471,0,NA,99.027,0,0,0,0,0,0,826.817,0,NA,0,0,0
2021-03-23,0,NA,735.203,0,NA,205.857,0,0,329.463,0,0,0,741.986,0,NA,0,0,0
2021-03-24,68.559,NA,NA,0,NA,0,0,0,329.518,0,0,0,650.63,0,NA,0,0,0
2021-03-25,1.227,NA,NA,0,NA,18.046,0,0,332.19,0,0,0,639.737,0,NA,0,0,0
2021-03-26,45.019,NA,NA,0,NA,18.084,0,0,325.294,0,0,0,682.055,0,NA,0,0,0
2021-03-27,0,NA,NA,0,NA,2.901,0,0,317.577,0,0,0,666.232,0,NA,0,0,0
2021-03-28,41.653,NA,NA,0,NA,17.114,0,0,319.186,0,0,0,702.411,0,NA,0,0,0
2021-03-29,0,NA,NA,0,NA,16.233,0,0,353.465,0,0,0,667.527,0,NA,0,0,0
2021-03-30,41.666,NA,NA,0,NA,23.029,0,0,192.554,0,0,0,341.409,0,NA,0,0,0
2021-03-31,0,NA,NA,0,NA,70.615,0,0,272.594,0,0,0,259.617,0,NA,0,0,0
2021-04-01,0,NA,NA,0,NA,91.556,0,0,209.652,0,0,0,308.748,0,NA,0,0,0
2021-04-02,82.514,NA,NA,0,NA,90.183,0,0,116.283,0,0,0,293.045,0,NA,0,0,0
2021-04-03,44.231,NA,NA,0,NA,67.449,0,0,352.931,0,0,0,332.686,0,NA,0,0,0
2021-04-04,0,NA,NA,0,NA,63.689,0,0,356.637,0,0,0,331.437,0,NA,0,0,0
2021-04-05,78.121,NA,NA,0,NA,22.427,0,0,358.275,0,0,0,299.246,0,NA,0,0,0
2021-04-06,60.388,NA,NA,0,NA,21.214,0,0,341.187,0,1.273,0,268.919,0,NA,0,0,0
2021-04-07,76.514,NA,NA,0,NA,30.578,0,0,508.388,0,0,0,521.817,0,NA,0,0,0
2021-04-08,61.581,NA,NA,0,NA,69.06,0,0,508.836,0,0,0,589.517,0,NA,0,0,0
2021-04-09,52.215,NA,NA,0,NA,61.222,0,0,387.172,0,0,0,569.913,0,NA,0,0,0
2021-04-10,0,NA,NA,0,NA,65.794,0,0,335.233,0,0,0,434.602,0,NA,0,0,0
2021-04-11,0,NA,NA,0,NA,63.68,0,0,455.949,0,0,0,653.245,0,NA,0,0,0
2021-04-12,0,NA,NA,0,NA,65.933,0,0,1284.438,0,0,0,513.327,0,NA,0,0,0
2021-04-13,0,NA,NA,0,NA,569.096,0,0,914.917,0,0,0,548.498,0,NA,0,0,0
2021-04-14,0,NA,NA,0,NA,374.336,0,0,845.913,0,0,0,655.487,0,NA,0,0,0
2021-04-15,0,NA,NA,0,NA,67.683,0,0,414.732,0,0,0,712.933,0,NA,277,0,0
2021-04-16,35.084,NA,NA,0,NA,0,0,0,291.606,0,0,0,789.621,0,NA,452,0,0
2021-04-17,0,NA,NA,0,NA,18.253,0,0,345.633,0,0,0,882.522,0,NA,463,0,0
2021-04-18,0,NA,NA,0,NA,2.786,0,0,27.714,0,0,0,780.568,0,NA,458,0,0
2021-04-19,0,NA,NA,0,NA,30.709,0,0,291.732,0,0,0,796.147,0,NA,455,0,0
2021-04-20,0,NA,NA,0,NA,210.353,0,0,1128.017,0,0,0,781.531,0,NA,456,0,0
2021-04-21,0,NA,NA,0,NA,661.305,0,0,500.714,0,0,0,996.311,0,NA,460,0,0
2021-04-22,68.785,NA,NA,0,NA,688.986,0,0,53.845,0,0,0,970.938,0,NA,462,0,0
2021-04-23,23.867,NA,NA,0,NA,117.056,0,0,182.326,0,0,0,920.027,0,NA,459,0,0
2021-04-24,0,NA,NA,0,NA,10.947,0,0,0,0,0,0,928.862,0,NA,452,0,0
2021-04-25,0,NA,NA,0,NA,18.204,0,0,0,0,0,0,926.838,0,NA,450,0,0
2021-04-26,43.515,NA,NA,0,NA,17.156,0,0,337.067,0,0,0,915.481,0,NA,446,0,0
2021-04-27,35.166,NA,NA,0,NA,10.976,0,0,344.575,0,0,0,890.998,0,NA,440,0,0
2021-04-28,18.895,NA,NA,0,NA,4.409,0,0,342.013,0,0,0,878.47,0,NA,174,0,0
2021-04-29,35.841,NA,NA,0,NA,19.454,0,0,342.475,0,0,0,871.035,0,NA,0,0,0
2021-04-30,33.238,NA,NA,0,NA,18.018,0,0,336.675,0,0,0,894.568,0,NA,0,0,0
2021-05-01,0,NA,NA,0,NA,0,0,0,345.7,0,0,0,724.801,0,NA,0,0,0
2021-05-02,41.849,NA,NA,0,NA,22.482,0,0,354.051,0,0,0,824.365,0,NA,0,0,0
2021-05-03,43.802,NA,NA,0,NA,7.847,0,0,357.595,0,0,0,866.018,0,NA,0,0,0
2021-05-04,63.542,NA,NA,0,NA,17.385,0,0,336.274,0,0,0,307.142,0,NA,0,0,0
2021-05-05,47.471,NA,NA,0,NA,0,0,0,285.123,0,0,0,0.634,0,NA,0,0,0
2021-05-06,48.659,NA,NA,0,NA,29.385,0,0,0,0,0,0,362.398,0,NA,0,0,0
2021-05-07,40.79,NA,NA,0,NA,0,0,0,287.17,0,0,0,654.308,0,NA,0,0,0
2021-05-08,0,NA,NA,0,NA,16.8,0,0,272.758,0,0,0,613.028,0,NA,0,0,0
2021-05-09,40.079,NA,770.708,0,NA,15.53,0,0,261.82,0,0,0,572.005,0,NA,0,0,0
2021-05-10,46.097,NA,770.708,0,NA,4.739,0,0,326.471,0,0,0,615.84,0,NA,0,0,0
2021-05-11,34.16,NA,770.708,0,NA,15.493,0,0,328.202,0,0,0,551.817,0,NA,0,0,0
2021-05-12,54.657,NA,770.708,0,NA,0,0,0,352.802,0,0,0,553.348,0,NA,0,0,0
2021-05-13,0,NA,770.708,0,NA,17.58,0,0,354.105,0,0,0,459.049,0,NA,0,0,0
2021-05-14,0,NA,770.708,0,NA,0,0,0,358.085,0,0,0,387.211,0,NA,0,0,0
2021-05-15,0,NA,770.708,0,NA,17.312,0,0,104.879,0,0,0,453.07,0,NA,0,0,0
2021-05-16,0,NA,770.708,0,NA,16.522,0,0,352.9,0,0,0,521.445,0,NA,0,0,0
2021-05-17,0,NA,770.708,0,NA,0,0,0,11.155,0,0.752,0,463.586,0,NA,0,0,0
2021-05-18,0,NA,770.708,0,NA,15.999,0,0,348.358,0,86.196,0,478.527,0,NA,0,0,0
2021-05-19,0,NA,770.708,0,NA,1.262,0,0,343.559,0,12.616,0,391.135,0,NA,0,0,0
2021-05-20,25.118,NA,770.708,0,NA,15.336,0,0,340.198,0,0,0,333.239,0,NA,0,0,0
2021-05-21,47.929,NA,770.708,0,NA,16.05,0,0,248.314,0,0,0,361.44,0,NA,0,0,0
2021-05-22,62.48,NA,770.708,0,NA,95.569,0,0,0,0,0,0,300.011,0,NA,0,0,0
2021-05-23,49.61,NA,770.708,0,NA,0,0,0,0,0,0,0,253.815,0,NA,0,0,0
2021-05-24,55.342,NA,770.708,0,NA,17.916,0,0,295.194,0,0,0,239.188,0,NA,0,0,0
2021-05-25,0,NA,770.708,0,NA,0,0,0,307.32,0,0,0,224.15,0,NA,0,0,0
2021-05-26,56.17,NA,770.708,0,NA,17.822,0,0,306.519,0,0,0,234.015,0,NA,0,0,0
2021-05-27,0,NA,770.708,0,NA,15.01,0,0,176.989,0,0,0,209.339,0,NA,0,0,0
2021-05-28,0,NA,770.708,0,NA,0,0,0,158.113,0,0,0,240.441,0,NA,0,0,0
2021-05-29,47.646,NA,770.708,0,NA,17.172,0,0,146.682,0,0,0,281.608,0,NA,0,0,0
2021-05-30,0,NA,770.708,0,NA,0,0,0,148.122,0,0,0,284.34,0,NA,0,0,0
2021-05-31,36.786,NA,770.708,0,NA,16.928,0,0,144.177,0,0,0,301.543,0,NA,0,0,0
2021-06-01,0,NA,770.708,0,NA,12.747,0,0,144.381,0,0,0,315.448,0,NA,0,0,0
2021-06-02,42.844,NA,770.708,0,NA,0,0,0,145.872,0,0,0,311.053,0,NA,0,0,0
2021-06-03,59.134,NA,770.708,0,NA,16.551,0,0,458.62,0,0,0,315.589,0,NA,0,0,0
2021-06-04,41.434,NA,770.708,0,NA,54.079,0,0,906.267,0,0,0,307.892,0,NA,0,0,0
2021-06-05,0.327,NA,770.708,0,NA,549.092,0,0,483.708,0,0,0,294.773,0,NA,0,0,0
2021-06-06,0,NA,770.708,0,NA,643.78,0,0,142.611,0,0,0,267.821,0,NA,0,0,0
2021-06-07,72.38,NA,770.708,0,NA,122.065,0,0,336.961,0,0,0,267.392,0,NA,0,0,0
2021-06-08,34.879,NA,770.708,0,NA,0,0,0,290.407,0,0,0,270.52,0,NA,0,0,0
2021-06-09,52.286,NA,770.708,0,NA,17.162,0,0,283.976,0,0,0,192.624,0,NA,0,0,0
2021-06-10,61.926,NA,770.708,0,NA,0,0,0,146.24,0,0,0,234.987,0,NA,0,0,0
2021-06-11,0,NA,770.708,0,NA,16.915,0,0,143.975,0,0,0,250.394,0,NA,0,0,0
2021-06-12,23.658,NA,770.708,0,NA,17.014,0,0,143.598,0,0,0,256.074,0,NA,0,0,0
2021-06-13,0,NA,770.708,0,NA,0,0,0,142.536,0,0,0,225.318,0,NA,0,0,0
2021-06-14,0,NA,770.708,0,NA,17.45,0,0,155.169,0,0,0,247.477,0,NA,0,0,0
2021-06-15,31.018,NA,770.708,0,NA,15.453,0,0,108.14,0,0,0,233.579,0,NA,0,0,0
2021-06-16,15.883,NA,770.708,0,NA,87.947,0,0,7.959,0,0,0,251.833,0,NA,0,0,0
2021-06-17,0,NA,770.708,0,NA,137.746,0,0,343.478,0,0,0,283.36,0,NA,0,0,0
2021-06-18,0,NA,NA,0,NA,47.992,0,0,363.377,0,0,0,258.013,0,NA,0,0,0
2021-06-19,0,NA,770.708,0,NA,385.884,0,0,272.052,0,0,0,245.365,0,NA,0,0,0
2021-06-20,0,NA,770.708,0,NA,438.035,0,0,89.347,0,0,0,216.156,0,NA,0,0,0
2021-06-21,0,NA,770.708,0,NA,236.978,0,0,231.545,0,0,0,411.583,0,NA,0,0,0
2021-06-22,0,NA,770.708,0,NA,218.721,0,0,331.376,0,0,0,385.321,0,NA,0,0,0
2021-06-23,0,NA,770.708,0,NA,545.495,0,0,236.204,0,0,0,460.665,0,NA,0,0,0
2021-06-24,0,NA,770.708,0,NA,360.508,0,0,709.891,0,0,0,410.292,0,NA,0,0,0
2021-06-25,0,NA,770.708,0,NA,174.437,0,0,970.039,0,0,0,432.802,0,NA,0,0,0
2021-06-26,0,NA,770.708,0,NA,51.304,0,0,315.55,0,0,0,554.302,0,NA,0,0,0
2021-06-27,0,NA,770.708,0,NA,18.177,0,0,230.018,0,0,0,647.827,0,NA,0,0,0
2021-06-28,0,NA,770.708,0,NA,39.984,0,0,0,0,0,0,915.356,0,NA,0,0,0
2021-06-29,0,NA,770.708,0,NA,128.191,0,0,491.782,0,0,0,756.991,0,NA,0,0,0
2021-06-30,0,NA,770.708,0,NA,421.399,0,0,876.121,0,23.498,117.725,798.318,0,NA,0,0,0
2021-07-01,0,NA,770.708,0,NA,288.678,0,0,1183.052,0,18.967,289.766,836.172,0,NA,0,0,0
2021-07-02,0,NA,770.708,0,NA,308.554,0,0,866.31,0,123.966,315.923,964.318,0,NA,0,0,0
2021-07-03,0,NA,770.708,0,NA,215.834,0,0,796.68,0,384.126,295.336,878.756,0,NA,0,0,0
2021-07-04,0,NA,770.708,0,NA,406.051,0,0,358.202,0,559.15,184.914,1009.375,0,NA,0,0,0
2021-07-05,0,NA,770.708,0,NA,576.123,0,0,265.098,0,849.298,0,895.497,0,NA,0,0,0
2021-07-06,0,NA,770.708,0,NA,470.831,0,0,703.545,0,415.013,0,1026.398,0,NA,0,0,0
2021-07-07,0,NA,770.708,0,NA,178.006,0,0,360.258,0,315.971,0,1063.572,0,NA,0,0,0
2021-07-08,NA,NA,770.708,0,NA,184.128,0,0,233.012,0,456.618,30.603,1218,0,NA,0,0,0
2021-07-09,NA,NA,770.708,0,NA,222.695,0,0,363.597,0,342.138,100.595,978.515,0,NA,0,0,0
2021-07-10,NA,NA,770.708,0,NA,228.202,0,0,365.661,0,317.861,81.691,1158.955,0,NA,0,0,0
2021-07-11,NA,NA,770.643,0,NA,165.688,0,0,356.513,0,191.66,43.748,1137.904,0,NA,0,0,0
2021-07-12,NA,NA,732.443,0,NA,145.234,0,0,366.418,0,135.84,0,1096.066,0,NA,0,0,0
2021-07-13,0,NA,661.954,0,NA,146.277,0,0,408.67,0,271.261,0,689.028,0,NA,0,0,0
2021-07-14,0,NA,591.465,0,NA,143.231,0,0,559.693,0,127.844,0,1222.361,0,NA,0,0,0
2021-07-15,0,NA,NA,0,NA,236.012,0,0,355.856,0,208.945,0.456,1196.315,0,NA,0,0,0
2021-07-16,0,NA,NA,0,NA,91.583,0,0,338.041,0,252.992,0,1158.098,0,NA,0,0,0
2021-07-17,0,NA,NA,0,NA,202.537,0,0,134.511,0,51.082,83.836,1167.04,0,NA,0,0,0
2021-07-18,0,NA,NA,0,NA,89.585,0,0,131.653,0,92.668,129.492,1152.916,0,NA,0,0,0
2021-07-19,0,NA,NA,0,NA,109.46,0,0,243.72,0,41.468,128.428,1170.346,0,NA,0,0,0
2021-07-20,0,NA,NA,0,NA,134.518,0,0,306.403,0,0,126.148,1459.344,0,NA,0,0,0
2021-07-21,0,NA,NA,0,NA,117.516,0,0,0,0,0,66.055,1457.015,0,NA,0,0,0
2021-07-22,0,NA,NA,0,NA,271.081,0,0,164.737,0,0,93.014,1372.068,0,NA,0,0,0
2021-07-23,0,NA,NA,0,NA,315.597,0,0,258.281,0,0,102.166,1343.016,0,NA,0,0,0
2021-07-24,0,NA,NA,0,NA,157.744,0,0,357.809,0,0,127.786,1345.852,0,NA,0,0,0
2021-07-25,0,NA,NA,0,NA,291.439,0,0,363.684,0,18.355,120.217,1344.64,0,NA,0,0,0
2021-07-26,0,NA,NA,0,NA,260.904,0,0,362.029,0,41.216,148.827,1717.695,0,NA,0,0,0
2021-07-27,0,NA,NA,0,NA,154.86,0,0,365.267,0,13.311,227.91,1611.298,0,NA,0,0,0
2021-07-28,0,NA,NA,0,NA,200.301,0,0,1102.379,0,41.092,316.836,1616.727,0,NA,0,0,0
2021-07-29,0,NA,NA,0,NA,519.799,0,0,1742.233,0,17.139,317.45,1653.346,0,NA,0,0,0
2021-07-30,0,NA,NA,0,NA,1744.396,0,0,1340.968,0,92.665,318.041,1478.936,0,NA,0,0,0
2021-07-31,0,NA,NA,0,NA,938.364,0,0,537.052,0,93.421,327.032,1467.585,0,NA,0,0,0
2021-08-01,0,NA,NA,0,NA,448.907,0,0,338.992,0,591.213,179.089,1589.934,0,NA,0,0,0
2021-08-02,0,NA,NA,0,NA,244.739,0,0,282.2,0,513.616,169.484,1538.651,0,NA,0,0,0
2021-08-03,0,NA,NA,0,NA,376.884,0,0,345.31,0,605.668,86.051,1716.549,0,NA,0,0,0
2021-08-04,0,NA,NA,0,NA,491.163,0,0,1073.978,0,528.028,29.485,1952.392,0,NA,0,0,0
2021-08-05,0,NA,NA,0,NA,929.285,0,0,873.054,0,387.95,0,1882.952,0,NA,0,0,0
2021-08-06,0,NA,NA,0,NA,638.223,0,0,736.932,0,563.219,0,1853.447,0,NA,0,0,0
2021-08-07,0,NA,NA,0,NA,790.834,0,0,600.805,0,683.18,0,1808.349,0,NA,0,0,0
2021-08-08,0,NA,NA,0,NA,1040.94,0,0,425.699,0,614.025,0,1757.632,0,NA,0,0,0
2021-08-09,0,NA,NA,0,NA,952.069,0,0,106.345,0,337.216,0,1746.54,0,NA,0,0,0
2021-08-10,0,NA,NA,0,NA,578.976,0,0,155.699,0,471.42,0,1772.175,0,NA,0,0,0
2021-08-11,0,NA,NA,0,NA,475.444,0,0,110.953,0,226.904,0,2246.604,0,NA,0,0,0
2021-08-12,0,NA,NA,0,NA,386.941,0,0,95.756,0,354.352,0,2494.611,0,NA,0,0,0
2021-08-13,0,NA,NA,0,NA,532.076,0,0,551.703,0,206.178,0,2112.448,0,NA,0,0,618
2021-08-14,0,NA,NA,0,NA,1113.707,0,0,267.113,0,236.522,0,2544.503,0,NA,0,0,919
2021-08-15,0,NA,NA,0,NA,961.987,0,0,359.861,0,211.194,0,2489.969,0,NA,0,0,910
2021-08-16,0,NA,NA,0,NA,800.658,0,0,413.333,0,70.392,0,2372.981,0,NA,0,0,905
2021-08-17,0,NA,NA,0,NA,495.829,0,0,295.552,0,99.655,0,2381.895,0,NA,0,0,897
2021-08-18,0,NA,NA,0,NA,299.814,0,0,153.567,0,0,0,2207.353,0,NA,0,0,367
2021-08-19,0,NA,NA,0,NA,108.637,0,0,201.245,0,0,0,2255.777,0,NA,0,0,0
2021-08-20,0,NA,NA,0,NA,347.121,0,0,0,0,0,0,2222.473,0,NA,0,0,0
2021-08-21,0,NA,NA,0,NA,286.465,0,0,0,0,0,0,2192.713,0,NA,0,0,0
2021-08-22,0,NA,NA,0,NA,244.737,0,0,0,0,0,0,2161.24,0,NA,0,0,0
2021-08-23,0,NA,NA,0,NA,261.824,0,0,0,0,0,0,2140.824,0,NA,0,0,0
2021-08-24,0,NA,NA,0,NA,329.749,0,0,0,0,0,0,2102.506,0,NA,0,0,0
2021-08-25,0,NA,NA,0,NA,310.731,0,0,0,0,0,0,2066.566,0,NA,0,0,0
2021-08-26,0,NA,NA,0,NA,614.479,0,0,1437.079,0,53.911,103.552,2094.879,0,NA,0,0,0
2021-08-27,0,NA,NA,0,NA,1259.06,0,0,1320.975,0,12.425,130.052,2105.868,0,NA,0,0,0
2021-08-28,0,NA,NA,0,NA,1275.969,0,0,1298.775,0,89.911,183.929,2087.634,0,NA,0,0,0
2021-08-29,0,NA,NA,0,NA,1238.627,0,0,729.781,0,89.73,273.307,2083.04,0,NA,0,0,0
2021-08-30,0,NA,NA,0,NA,830.472,0,0,391.921,0,39.789,294.324,2031.832,0,NA,0,0,0
2021-08-31,0,NA,NA,0,NA,438.956,0,0,277.673,0,0,204.923,1965.761,0,NA,0,0,0
2021-09-01,0,NA,NA,0,NA,373.629,0,0,112.732,0,0,98.846,1881.734,0,NA,0,0,0
2021-09-02,0,NA,NA,0,NA,314.237,0,0,174.781,0,0,0,1831.675,0,NA,0,0,0
2021-09-03,0,NA,NA,0,NA,386.468,0,0,459.02,0,0,65.028,1802.942,0,NA,0,0,0
2021-09-04,0,NA,NA,0,NA,527.726,0,0,286.942,0,0,118.816,1654.852,0,NA,0,0,0
2021-09-05,0,NA,NA,0,NA,570.296,0,0,126.848,0,0,79.103,1704.112,0,NA,0,0,0
2021-09-06,0,NA,NA,0,NA,333.047,0,0,45.367,0,0,59.263,1676.495,0,NA,0,0,0
2021-09-07,0,NA,NA,0,NA,347.038,0,0,0,0,0,38.484,1680.247,0,NA,0,0,0
2021-09-08,0,NA,NA,0,NA,271.478,0,0,0,0,0,0,1624.334,0,NA,0,0,0
2021-09-09,0,NA,NA,0,NA,203.153,0,0,175.823,0,0,4.534,1605.384,0,NA,0,0,0
2021-09-10,0,NA,NA,0,NA,423.001,0,0,142.983,0,0,66.917,1616.537,0,NA,0,0,0
2021-09-11,0,NA,NA,0,NA,597.487,0,0,433.132,0,0,39.643,1645.912,0,NA,0,0,0
2021-09-12,0,NA,NA,0,NA,482.845,0,0,677.231,0,0,0,1600.827,0,NA,0,0,0
2021-09-13,0,NA,NA,0,NA,550.553,0,0,614.812,0,0,0,1592.243,0,NA,0,0,0
2021-09-14,0,NA,NA,0,NA,814.099,0,0,802.217,0,0,0,1600.248,0,NA,0,0,0
2021-09-15,0,NA,NA,0,NA,530.83,0,0,779.893,0,0,0,1586.814,0,NA,0,0,0
2021-09-16,0,NA,NA,0,NA,468.038,0,0,509.492,0,0,0,1572.739,0,NA,0,0,0
2021-09-17,0,NA,NA,0,NA,430.459,0,0,811.469,0,0,104.706,2001.721,0,NA,0,0,0
2021-09-18,0,NA,NA,0,NA,540.059,0,0,1365.083,0,0,177.11,1736.279,0,NA,0,0,0
2021-09-19,0,NA,NA,0,NA,668.011,0,0,992.061,0,0,85.558,2014.595,0,NA,0,0,0
2021-09-20,0,NA,NA,0,NA,470.213,0,0,883.233,0,254.313,51.859,2104.568,0,NA,0,0,0
2021-09-21,0.033,NA,NA,0,NA,959.712,0,0,1174.922,0,265.363,58.128,2458.116,0,NA,0,0,0
2021-09-22,0,NA,NA,0,NA,1294.933,0,0,1238.664,0,205.888,126.577,2754.934,0,NA,0,0,0
2021-09-23,0,NA,NA,0,NA,1427.358,0,0,1227.698,0,128.83,0,2803.226,0,NA,0,0,0
2021-09-24,0,NA,NA,0,NA,1477.806,0,0,1018.942,0,189.973,0,3322.956,0,NA,0,0,0
2021-09-25,0,NA,NA,0,NA,1163.548,0,0,1168.932,0,240.406,0,3403.008,0,NA,0,0,0
2021-09-26,0,NA,NA,0,NA,1276.786,0,0,827.211,0,236.899,54.799,3530.347,0,NA,0,0,0
2021-09-27,0,NA,NA,0,NA,1015.767,0,0,290.304,0,194.485,56.186,3543.994,0,NA,0,0,0
2021-09-28,0,NA,NA,0,NA,554.377,0,0,305.787,0,136.355,28.665,3469.641,0,NA,0,0,0
2021-09-29,0,NA,NA,0,NA,307.03,0,0,221.396,0,46.369,0,3116.619,0,NA,0,0,0
2021-09-30,0,NA,NA,0,NA,177.869,0,0,0,0,0,0,3004.512,0,NA,0,0,0
2021-10-01,0,NA,NA,0,NA,239.3,0,0,167.854,0,0,0,2631.897,0,NA,0,0,0
2021-10-02,0,NA,NA,0,NA,179.184,0,0,45.673,0,0,0,2666.679,0,NA,0,0,0
2021-10-03,0,NA,NA,0,NA,70.671,0,0,0,0,0,0,2627.025,0,NA,0,0,0
2021-10-04,0,NA,NA,0,NA,134.261,0,0,156.625,0,0,0,2359.922,0,NA,0,0,0
2021-10-05,0,NA,NA,0,NA,73.675,0,0,48.435,0,0,0,2334.718,0,NA,0,0,0
2021-10-06,0,NA,NA,0,NA,88.773,0,0,22.564,0,0,0,2289.407,0,NA,0,0,0
2021-10-07,0,NA,NA,0,NA,150.175,0,0,0,0,0,0,1885.914,0,NA,0,0,0
2021-10-08,0,NA,NA,0,NA,84.069,0,0,178.001,0,2.716,19.131,2100.634,0,NA,0,0,0
2021-10-09,0,NA,NA,0,NA,537.745,0,0,1847.273,0,0,259.615,2152.979,0,NA,0,0,0
2021-10-10,0,NA,NA,0,NA,624.991,0,0,2607.144,0,424.327,72.287,1950.919,0,NA,0,0,0
2021-10-11,4.13,NA,NA,0,NA,1058.756,0,0,1515.558,0,303.215,75.528,1735.526,0,NA,0,0,0
2021-10-12,2.639,NA,NA,0,NA,811.877,0,0,839.84,0,364.876,126.219,1793.086,0,NA,0,0,0
2021-10-13,0,NA,NA,0,NA,999.856,0,0,654.838,0,284.07,110.845,1885.5,0,NA,0,0,0
2021-10-14,1.788,NA,NA,0,NA,769.146,0,0,219.104,0,206.401,32.423,1868.41,0,NA,0,0,0
2021-10-15,0,NA,NA,0,NA,541.61,0,0,380.148,0,107.646,21.892,1881.716,0,NA,0,0,0
2021-10-16,0,NA,NA,0,NA,511.148,0,0,314.242,0,117.472,39.18,1894.693,0,NA,0,0,0
2021-10-17,0,NA,NA,0,NA,413.221,0,0,51.187,0,0,84.576,1873.551,0,NA,0,0,0
2021-10-18,0,NA,NA,0,NA,269.645,0,0,205.011,0,0,55.446,1844.048,0,NA,0,0,0
2021-10-19,0,NA,NA,0,NA,124.139,0,0,126.164,0,0,26.107,1819.996,0,NA,0,0,0
2021-10-20,0,NA,NA,0,NA,21.879,0,0,329.531,0,0,0,1750.873,0,NA,0,0,0
2021-10-21,0,NA,NA,0,NA,153.707,0,0,279.729,0,0,0,1717.299,0,NA,0,0,0
2021-10-22,0,NA,NA,0,NA,154.054,0,0,123.762,0,0,0,1584.324,0,NA,0,0,0
2021-10-23,0,NA,NA,0,NA,96.634,0,0,217.247,0,0,0,1724.397,0,NA,0,0,0
2021-10-24,0,NA,NA,0,NA,93.972,0,0,284.71,0,0,0,1708.842,0,NA,0,0,0
2021-10-25,0,NA,NA,0,NA,149.281,0,0,324.827,0,0,0,1713.526,0,NA,0,0,0
2021-10-26,0,NA,NA,0,NA,165.42,0,0,202.46,0,0,0,1685.226,0,NA,0,0,0
