"Date","S39","G94B","G94C","ACME2","ACME1","S362","G300","S5AS","S5A","G301","G310","G251","S6","G338","S10E","S10D","S10C","S10A"
1995-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-01-02,594.788,NA,NA,0,0,NA,NA,0,0,NA,NA,243.24,2173.872,NA,388.515,642,645,688
1995-01-03,502.972,NA,NA,83.54,69.62,NA,NA,0,0,NA,NA,264.385,2314.041,NA,383.746,640,644,685
1995-01-04,468.056,NA,NA,0,0,NA,NA,0,0,NA,NA,265.234,2122.697,NA,369.854,642,656,330
1995-01-05,432.529,NA,NA,83.54,69.62,NA,NA,0,0,NA,NA,273.51,2099.171,NA,377.996,668,691,0
1995-01-06,538.552,NA,NA,83.54,69.62,NA,NA,0,627.754,NA,NA,232.616,1952.302,NA,380.326,661,691,0
1995-01-07,511.397,NA,NA,0,0,NA,NA,0,0,NA,NA,199.116,1953.118,NA,372.727,663,692,0
1995-01-08,499.398,NA,NA,0,0,NA,NA,0,0,NA,NA,200.712,2058.737,NA,374.201,664,696,0
1995-01-09,574.625,NA,NA,0,0,NA,NA,0,580.409,NA,NA,200.933,2163.845,NA,368.365,661,697,0
1995-01-10,525.383,NA,NA,0,0,NA,NA,0,0,NA,NA,201.381,1893.507,NA,359.496,660,553,0
1995-01-11,599.57,NA,NA,0,0,NA,NA,0,0,NA,NA,200.66,2030.646,NA,353.12,376,388,0
1995-01-12,581.256,NA,NA,0,0,NA,NA,0,0,NA,NA,185.458,1856.792,NA,352.246,0,403,0
1995-01-13,502.332,NA,NA,108.6,90.5,NA,NA,0,199.79,NA,NA,149.531,1828.606,NA,356.393,309,401,0
1995-01-14,148.95,NA,NA,83.54,104.43,NA,NA,0,1047.833,NA,NA,197.978,2488.436,NA,366.551,709,390,0
1995-01-15,348.856,NA,NA,0,0,NA,NA,0,877.161,NA,NA,149.836,2330.631,NA,383.966,725,398,0
1995-01-16,508.128,NA,NA,0,0,NA,NA,0,845.707,NA,NA,162.237,2079.454,NA,387.17,728,401,0
1995-01-17,583.029,NA,NA,77.97,64.98,NA,NA,0,602.399,NA,NA,132.293,2340.155,NA,382.568,729,403,0
1995-01-18,666.73,NA,NA,83.54,69.62,NA,NA,0,0,NA,NA,132.773,2248.893,NA,372.251,721,568,0
1995-01-19,615.1,NA,NA,77.97,64.98,NA,NA,0,0,NA,NA,105.562,2133.99,NA,362.351,698,719,0
1995-01-20,618.249,NA,NA,0,0,NA,NA,0,776.551,NA,NA,67.394,2149.034,NA,350.364,685,706,0
1995-01-21,639.904,NA,NA,0,0,NA,NA,0,0,NA,NA,67.674,2116.651,NA,349.482,673,694,0
1995-01-22,638.158,NA,NA,0,0,NA,NA,0,0,NA,NA,67.716,2114.404,NA,362.443,659,684,0
1995-01-23,636.674,NA,NA,0,0,NA,NA,0,0,NA,NA,43.824,1869.04,NA,348.584,653,668,0
1995-01-24,622.638,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1818.84,NA,330.17,361,359,0
1995-01-25,670.642,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1492.086,NA,148.786,59,0,0
1995-01-26,624.177,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1608.629,NA,0,60,0,0
1995-01-27,626.817,NA,NA,0,0,NA,NA,0,0,NA,NA,0,341.881,NA,0,60,0,0
1995-01-28,664.357,NA,NA,0,0,NA,NA,0,0,NA,NA,0,21.739,NA,0,1.1,0,0
1995-01-29,682.414,NA,NA,0,0,NA,NA,0,0,NA,NA,0,36.606,NA,0,0,0,0
1995-01-30,307.597,NA,NA,0,32.49,NA,NA,0,605.918,NA,NA,43.314,194.731,NA,0,0,0,0
1995-01-31,519.424,NA,NA,0,0,NA,NA,0,511.14,NA,NA,66.653,266.942,NA,0,0,0,0
1995-02-01,733.23,NA,NA,0,0,NA,NA,0,232.469,NA,NA,0,228.907,NA,0,0,0,0
1995-02-02,763.067,NA,NA,0,0,NA,NA,0,488.726,NA,NA,0,118.564,NA,0,0,0,0
1995-02-03,746.634,NA,NA,0,0,NA,NA,0,741.619,NA,NA,63.376,24.618,NA,0,0,0,0
1995-02-04,791.07,NA,NA,0,0,NA,NA,0,0,NA,NA,63.319,0,NA,0,0,0,0
1995-02-05,722.177,NA,NA,0,0,NA,NA,0,0,NA,NA,32.185,127.678,NA,0,0,0,0
1995-02-06,543.838,NA,NA,0,0,NA,NA,0,816.581,NA,NA,20.12,96.636,NA,0,0,0,0
1995-02-07,609.175,NA,NA,0,0,NA,NA,0,432.45,NA,NA,13.404,0,NA,0,0,0,0
1995-02-08,637.683,NA,NA,0,0,NA,NA,0,0,NA,NA,33.692,182.266,NA,0,0,0,0
1995-02-09,638.285,NA,NA,0,0,NA,NA,0,494.734,NA,NA,11.104,438.483,NA,0,0,0,0
1995-02-10,637.296,NA,NA,0,0,NA,NA,0,594.257,NA,NA,17.645,993.972,NA,0,0,0,0
1995-02-11,637.854,NA,NA,0,0,NA,NA,0,0,NA,NA,53.415,1114.118,NA,0,0,0,0
1995-02-12,638.402,NA,NA,0,0,NA,NA,0,769.8,NA,NA,109.048,798.976,NA,0,0,0,0
1995-02-13,638.275,NA,NA,0,0,NA,NA,0,863.182,NA,NA,135.551,1476.373,NA,0,0,0,0
1995-02-14,621.272,NA,NA,0,0,NA,NA,0,967.342,NA,NA,135.07,2254.091,NA,0,0,0,0
1995-02-15,628.044,NA,NA,0,0,NA,NA,0,567.676,NA,NA,120.844,1926.777,NA,0,0,0,0
1995-02-16,706.223,NA,NA,0,0,NA,NA,0,0,NA,NA,78.924,2540.868,NA,0,0,0,0
1995-02-17,692.053,NA,NA,0,0,NA,NA,0,797.845,NA,NA,52.243,3080.453,NA,0,0,0,0
1995-02-18,564.606,NA,NA,0,0,NA,NA,0,790.072,NA,NA,66.555,3211.528,NA,0,0,0,0
1995-02-19,422.723,NA,NA,0,0,NA,NA,0,1628.648,NA,NA,65.697,3928.468,NA,0,0,0,0
1995-02-20,161.2,NA,NA,0,0,NA,NA,0,914.039,NA,NA,65.589,3782.815,NA,0,0,0,0
1995-02-21,516.957,NA,NA,30.63,64.98,NA,NA,0,884.204,NA,NA,40.169,4334.79,NA,0,0,0,0
1995-02-22,567.81,NA,NA,0,0,NA,NA,0,603.451,NA,NA,59.132,3784.78,NA,218.571,0,0,0
1995-02-23,607.773,NA,NA,0,0,NA,NA,0,309.834,NA,NA,26.316,4507.458,NA,404.577,0,0,0
1995-02-24,611.429,NA,NA,0,0,NA,NA,0,284.175,NA,NA,37.099,3707.509,NA,172.462,0,0,0
1995-02-25,624.969,NA,NA,0,0,NA,NA,0,557.149,NA,NA,40.83,3762.336,NA,0,0,0,0
1995-02-26,211.621,NA,NA,0,0,NA,NA,0,630.657,NA,NA,65.018,3511.308,NA,0,0,0,0
1995-02-27,258.385,NA,NA,0,0,NA,NA,0,743.509,NA,NA,64.999,2822.027,NA,0,0,0,0
1995-02-28,458.26,NA,NA,0,0,NA,NA,0,780.182,NA,NA,65.29,2536.533,NA,238.718,0,0,0
1995-03-01,415.579,NA,NA,0,0,NA,NA,0,744.886,NA,NA,61.673,2714.362,NA,412.258,367,0,0
1995-03-02,474.131,NA,NA,0,0,NA,NA,0,740.175,NA,NA,66.728,2681.155,NA,397.313,717,0,0
1995-03-03,508.759,NA,NA,0,0,NA,NA,0,726.721,NA,NA,95.657,1852.933,NA,388.887,704,0,0
1995-03-04,566.274,NA,NA,0,0,NA,NA,0,601.974,NA,NA,66.803,2337.746,NA,377.464,691,0,0
1995-03-05,566.535,NA,NA,0,0,NA,NA,0,491.491,NA,NA,90.815,1898.501,NA,369.079,680,0,0
1995-03-06,564.788,NA,NA,0,0,NA,NA,0,540.339,NA,NA,67.349,1111.566,NA,356.011,667,0,0
1995-03-07,563.633,NA,NA,0,0,NA,NA,0,675.968,NA,NA,67.766,1081.793,NA,353.111,653,0,0
1995-03-08,197.673,NA,NA,83.54,104.43,NA,NA,0,735.453,NA,NA,125.302,432.831,NA,362.854,658,0,0
1995-03-09,349.956,NA,NA,0,0,NA,NA,0,508.205,NA,NA,106.077,1220.547,NA,365.516,675,0,0
1995-03-10,514.366,NA,NA,0,0,NA,NA,0,518.895,NA,NA,117.099,1054.273,NA,361.015,649,298,0
1995-03-11,561.559,NA,NA,0,0,NA,NA,0,645.571,NA,NA,85.353,334.895,NA,341.004,594,610,0
1995-03-12,558.863,NA,NA,0,0,NA,NA,0,576.062,NA,NA,83.873,783.742,NA,329.644,574,586,0
1995-03-13,527.228,NA,NA,0,0,NA,NA,0,618.106,NA,NA,106.058,556.226,NA,319.261,268,287,0
1995-03-14,437.218,NA,NA,0,0,NA,NA,0,586.248,NA,NA,67.641,65.334,NA,325.028,0,0,0
1995-03-15,0,NA,NA,83.54,69.62,NA,NA,0,763.45,NA,NA,67.88,425.478,NA,346.509,0,0,0
1995-03-16,108.001,NA,NA,0,0,NA,NA,0,627.979,NA,NA,71.578,1702.163,NA,340.308,0,0,0
1995-03-17,0,NA,NA,0,0,NA,NA,0,1424.194,NA,NA,46.027,2480.335,NA,338.664,352,0,0
1995-03-18,0,NA,NA,0,0,NA,NA,0,1722.715,NA,NA,67.84,3286.062,NA,347.325,665,0,0
1995-03-19,190.097,NA,NA,0,0,NA,NA,0,1187.925,NA,NA,87.575,3411.429,NA,348.727,664,0,0
1995-03-20,424.654,NA,NA,0,0,NA,NA,0,724.293,NA,NA,92.384,3639.37,NA,333.178,657,0,0
1995-03-21,676.617,NA,NA,0,0,NA,NA,0,381.703,NA,NA,85.461,3401.464,NA,321.584,644,0,0
1995-03-22,762.815,NA,NA,0,0,NA,NA,0,673.779,NA,NA,85.298,3439.658,NA,181.235,338,0,0
1995-03-23,786.266,NA,NA,0,0,NA,NA,0,541.827,NA,NA,68.775,2617.808,NA,0,0,0,0
1995-03-24,781.877,NA,NA,0,0,NA,NA,0,715.655,NA,NA,68.984,3005.732,NA,0,0,0,0
1995-03-25,647.527,NA,NA,0,0,NA,NA,0,559.365,NA,NA,118.982,2139.757,NA,0,0,0,0
1995-03-26,561.589,NA,NA,0,0,NA,NA,0,470.091,NA,NA,102.397,2634.118,NA,0,0,0,0
1995-03-27,561.578,NA,NA,0,0,NA,NA,0,582.439,NA,NA,135.768,2099.684,NA,0,0,0,0
1995-03-28,611.026,NA,NA,0,0,NA,NA,0,604.751,NA,NA,135.771,1276.826,NA,0,0,0,0
1995-03-29,642.508,NA,NA,0,0,NA,NA,0,600.414,NA,NA,118.921,592.658,NA,0,0,0,0
1995-03-30,561.648,NA,NA,0,0,NA,NA,0,618.798,NA,NA,68.629,411.39,NA,73.024,0,0,0
1995-03-31,613.539,NA,NA,0,0,NA,NA,0,516.221,NA,NA,39.066,457.213,NA,41.706,0,0,0
1995-04-01,629.749,NA,NA,0,0,NA,NA,0,503.1,NA,NA,108.078,1092.164,NA,41.706,0,0,0
1995-04-02,631.744,NA,NA,0,0,NA,NA,0,445.688,NA,NA,160.019,1009.89,NA,41.706,0,0,0
1995-04-03,630.213,NA,NA,0,0,NA,NA,0,425.884,NA,NA,206.477,597.973,NA,41.706,0,0,0
1995-04-04,628.356,NA,NA,0,0,NA,NA,0,175.766,NA,NA,147.317,422.433,NA,206.152,0,0,0
1995-04-05,628.451,NA,NA,0,0,NA,NA,0,340.414,NA,NA,246.352,327.756,NA,266.328,0,0,0
1995-04-06,452.991,NA,NA,0,0,NA,NA,0,174.993,NA,NA,278.619,1976.993,NA,253.408,0,0,0
1995-04-07,559.235,NA,NA,0,0,NA,NA,0,0,NA,NA,228.909,3418.106,NA,243.853,0,0,0
1995-04-08,557.003,NA,NA,0,0,NA,NA,0,0,NA,NA,237.896,3758,NA,239.943,0,0,0
1995-04-09,558.828,NA,NA,0,0,NA,NA,0,0,NA,NA,226.846,4602.163,NA,221.801,0,0,0
1995-04-10,555.27,NA,NA,0,0,NA,NA,0,0,NA,NA,247.297,3918.999,NA,100.555,0,0,0
1995-04-11,551.54,NA,NA,0,0,NA,NA,0,0,NA,NA,259.154,3786.634,NA,0,0,0,0
1995-04-12,550.16,NA,NA,0,0,NA,NA,0,28.664,NA,NA,264.393,3573.366,NA,0,0,0,0
1995-04-13,576.916,NA,NA,0,0,NA,NA,0,0,NA,NA,298.856,3112.668,NA,0,0,0,0
1995-04-14,625.315,NA,NA,0,0,NA,NA,0,0,NA,NA,270.519,2848.062,NA,0,0,0,0
1995-04-15,625.934,NA,NA,0,0,NA,NA,0,0,NA,NA,250.127,2630.336,NA,0,0,0,0
1995-04-16,627.264,NA,NA,0,0,NA,NA,0,0,NA,NA,167.337,2450.945,NA,0,0,0,0
1995-04-17,623.671,NA,NA,0,0,NA,NA,0,0,NA,NA,113.17,2161.407,NA,0,0,0,0
1995-04-18,620.044,NA,NA,0,0,NA,NA,0,0,NA,NA,91.331,2202.359,NA,0,0,0,0
1995-04-19,292.669,NA,NA,0,0,NA,NA,0,0,NA,NA,72.125,2038.84,NA,0,0,0,0
1995-04-20,220.945,NA,NA,0,0,NA,NA,0,0,NA,NA,71.941,2243.506,NA,0,0,0,0
1995-04-21,107.172,NA,NA,0,0,NA,NA,0,0,NA,NA,27.263,1339.335,NA,0,0,0,0
1995-04-22,193.592,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1779.591,NA,0,0,0,0
1995-04-23,119.823,NA,NA,0,0,NA,NA,0,0,NA,NA,48.007,1125.244,NA,0,0,0,0
1995-04-24,120.199,NA,NA,0,0,NA,NA,0,0,NA,NA,7.415,1123.441,NA,0,0,0,0
1995-04-25,120.213,NA,NA,0,0,NA,NA,0,287.209,NA,NA,26.409,951.835,NA,0,0,0,0
1995-04-26,53.347,NA,NA,0,0,NA,NA,0,180.067,NA,NA,62.243,1193.596,NA,0,0,0,0
1995-04-27,0,NA,NA,0,0,NA,NA,0,25.905,NA,NA,0,595.161,NA,0,0,0,0
1995-04-28,0,NA,NA,61.26,46.41,NA,NA,0,338.957,NA,NA,90.582,857.706,NA,0,0,0,0
1995-04-29,0,NA,NA,0,0,NA,NA,0,0,NA,NA,92.542,884.397,NA,0,0,0,0
1995-04-30,0,NA,NA,0,0,NA,NA,0,0,NA,NA,112.077,1179.753,NA,0,0,0,0
1995-05-01,0,NA,NA,0,69.62,NA,NA,0,0,NA,NA,95.107,997.703,NA,0,0,0,0
1995-05-02,0,NA,NA,83.54,0,NA,NA,0,0,NA,NA,79.291,407.004,NA,0,0,0,0
1995-05-03,0,NA,NA,0,0,NA,NA,0,0,NA,NA,78.193,1147.375,NA,0,0,0,0
1995-05-04,0,NA,NA,0,0,NA,NA,0,0,NA,NA,54.269,1097.073,NA,0,0,0,0
1995-05-05,0,NA,NA,83.54,104.43,NA,NA,0,0,NA,NA,60.858,566.239,NA,0,0,0,0
1995-05-06,0,NA,NA,0,0,NA,NA,0,0,NA,NA,69.569,406.306,NA,0,0,0,0
1995-05-07,0,NA,NA,0,0,NA,NA,0,0,NA,NA,84.422,514.074,NA,0,0,0,0
1995-05-08,0,NA,NA,0,0,NA,NA,0,0,NA,NA,118.534,403.231,NA,0,0,0,0
1995-05-09,0,NA,NA,0,0,NA,NA,0,0,NA,NA,114.449,675.545,NA,0,0,0,0
1995-05-10,0,NA,NA,0,0,NA,NA,0,0,NA,NA,124.623,363.612,NA,0,0,0,0
1995-05-11,0,NA,NA,0,0,NA,NA,0,0,NA,NA,92.07,233.34,NA,0,0,0,0
1995-05-12,0,NA,NA,0,0,NA,NA,0,0,NA,NA,85.727,319.194,NA,0,0,0,0
1995-05-13,0,NA,NA,0,0,NA,NA,0,0,NA,NA,70.965,537.409,NA,0,0,0,0
1995-05-14,0,NA,NA,0,0,NA,NA,0,0,NA,NA,68.314,244.981,NA,0,0,0,0
1995-05-15,0,NA,NA,0,0,NA,NA,0,0,NA,NA,44.438,522.379,NA,0,0,0,0
1995-05-16,0,NA,NA,0,0,NA,NA,0,0,NA,NA,38.936,1257.127,NA,0,0,0,0
1995-05-17,0,NA,NA,0,0,NA,NA,0,0,NA,NA,37.572,726.697,NA,0,0,0,0
1995-05-18,0,NA,NA,0,0,NA,NA,0,0,NA,NA,4.576,579.928,NA,0,0,0,0
1995-05-19,0,NA,NA,0,0,NA,NA,0,0,NA,NA,18.77,595.141,NA,0,0,0,0
1995-05-20,0,NA,NA,0,0,NA,NA,0,0,NA,NA,28.996,1169.553,NA,0,0,0,0
1995-05-21,0,NA,NA,0,0,NA,NA,0,0,NA,NA,20.467,1236.252,NA,0,0,0,0
1995-05-22,0,NA,NA,0,0,NA,NA,0,70.075,NA,NA,43.166,491.338,NA,0,0,0,0
1995-05-23,0,NA,NA,0,0,NA,NA,0,0,NA,NA,33.968,829.391,NA,0,0,0,0
1995-05-24,0,NA,NA,0,0,NA,NA,0,0,NA,NA,34.602,788.274,NA,0,0,0,0
1995-05-25,0,NA,NA,0,0,NA,NA,0,0,NA,NA,48.927,621.882,NA,0,0,0,0
1995-05-26,0,NA,NA,0,0,NA,NA,0,0,NA,NA,23.439,483.991,NA,0,0,0,0
1995-05-27,0,NA,NA,0,0,NA,NA,0,0,NA,NA,21.891,348.171,NA,0,0,0,0
1995-05-28,0,NA,NA,0,0,NA,NA,0,0,NA,NA,19.29,340.313,NA,0,0,0,0
1995-05-29,0,NA,NA,0,0,NA,NA,0,0,NA,NA,16.324,342.106,NA,0,0,0,0
1995-05-30,0,NA,NA,0,0,NA,NA,0,25.676,NA,NA,0,82.463,NA,0,0,0,0
1995-05-31,74.764,NA,NA,0,0,NA,NA,0,21.408,NA,NA,0,376.119,NA,0,0,0,0
1995-06-01,121.52,NA,NA,0,0,NA,NA,0,33.642,NA,NA,0,51.811,NA,0,0,0,0
1995-06-02,60.469,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,0,0,0,0
1995-06-03,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,482.751,NA,0,0,0,0
1995-06-04,0,NA,NA,50.12,76.58,NA,NA,0,0,NA,NA,19.358,156.498,NA,0,0,0,0
1995-06-05,0,NA,NA,55.69,46.41,NA,NA,0,0,NA,NA,0,0,NA,0,0,0,0
1995-06-06,0,NA,NA,83.54,0,NA,NA,0,0,NA,NA,13.848,201.886,NA,0,0,0,0
1995-06-07,0,NA,NA,0,0,NA,NA,0,0,NA,NA,6.451,36.856,NA,0,0,0,0
1995-06-08,0,NA,NA,0,0,NA,NA,0,0,NA,NA,24.163,2.323,NA,0,0,0,0
1995-06-09,0,NA,NA,0,0,NA,NA,0,0,NA,NA,12.987,183.321,NA,0,0,0,0
1995-06-10,0,NA,NA,0,0,NA,NA,0,0,NA,NA,31.082,42.475,NA,0,0,0,0
1995-06-11,0,NA,NA,0,0,NA,NA,0,0,NA,NA,55.316,54.446,NA,0,0,0,0
1995-06-12,0,NA,NA,61.26,55.69,NA,NA,0,0,NA,NA,45.526,274.263,NA,0,0,0,0
1995-06-13,0,NA,NA,41.77,69.62,NA,NA,0,0,NA,NA,57.389,92.881,NA,0,0,0,0
1995-06-14,0,NA,NA,0,0,NA,NA,0,0,NA,NA,48.81,0,NA,0,0,0,0
1995-06-15,0,NA,NA,0,0,NA,NA,0,0,NA,NA,30.08,20.007,NA,0,0,0,0
1995-06-16,0,NA,NA,0,0,NA,NA,0,0,NA,NA,35.395,126.814,NA,108.156,0,0,0
1995-06-17,0,NA,NA,0,0,NA,NA,0,0,NA,NA,30.063,53.035,NA,197.397,0,0,0
1995-06-18,0,NA,NA,0,0,NA,NA,0,0,NA,NA,19.601,18.944,NA,197.325,0,0,0
1995-06-19,0,NA,NA,0,0,NA,NA,0,0,NA,NA,38.452,266.123,NA,215.204,0,0,0
1995-06-20,0,NA,NA,0,0,NA,NA,0,0,NA,NA,22.504,49.754,NA,218.645,0,0,0
1995-06-21,0,NA,NA,72.4,64.98,NA,NA,0,0,NA,NA,43.354,88.051,NA,250.557,281,0,0
1995-06-22,0,NA,NA,27.85,69.62,NA,NA,0,0,NA,NA,50.746,109.471,NA,282.329,578,218,267
1995-06-23,0,NA,NA,77.97,64.98,NA,NA,0,922.03,NA,NA,110.912,427.073,NA,275.894,632,613,660
1995-06-24,0,NA,NA,33.42,34.81,NA,NA,0,0,NA,NA,169.248,734.049,NA,294.084,751,730,784
1995-06-25,0,NA,NA,0,0,NA,NA,0,0,NA,NA,193.157,309.716,NA,282.068,752,738,788
1995-06-26,0,NA,NA,77.97,64.98,NA,NA,0,1291.5,NA,NA,247.463,1345.255,NA,283.814,851,829,928
1995-06-27,0,NA,NA,13.92,64.98,NA,NA,0,854.491,NA,NA,276.859,1138.279,NA,265.476,1135,1028,1199
1995-06-28,0,NA,NA,22.28,0,NA,NA,0,0,NA,NA,253.731,1563.074,NA,198.489,1345,1034,1278
1995-06-29,84.728,NA,NA,83.54,69.62,NA,NA,0,0,NA,NA,213.243,1675.067,NA,176.023,1189,912,1100
1995-06-30,98.282,NA,NA,61.26,69.62,NA,NA,0,17.133,NA,NA,184.6,1791.774,NA,214.467,849,652,773
1995-07-01,123.528,NA,NA,0,0,NA,NA,0,0,NA,NA,169.789,1703.091,NA,158.867,448,426,459
1995-07-02,101.325,NA,NA,0,0,NA,NA,0,0,NA,NA,162.965,2380.234,NA,143.874,428,424,460
1995-07-03,0,NA,NA,83.54,69.62,NA,NA,0,0,NA,NA,173.28,1925.1,NA,138.37,454,214,236
1995-07-04,0,NA,NA,0,0,NA,NA,0,0,NA,NA,167.115,1925.696,NA,142.867,497,0,0
1995-07-05,0,NA,NA,0,0,NA,NA,0,0,NA,NA,162.136,1926.642,NA,138.016,297,0,0
1995-07-06,0,NA,NA,0,0,NA,NA,0,0,NA,NA,146.282,1068.343,NA,149.049,0,0,0
1995-07-07,0,NA,NA,0,0,NA,NA,0,0,NA,NA,109.812,751.071,NA,135.079,0,0,0
1995-07-08,0,NA,NA,0,0,NA,NA,0,0,NA,NA,103.637,1055.048,NA,128.073,0,0,0
1995-07-09,0,NA,NA,0,0,NA,NA,0,0,NA,NA,71.353,960.788,NA,109.351,0,0,0
1995-07-10,0,NA,NA,0,0,NA,NA,0,0,NA,NA,79.957,495.512,NA,115.788,0,0,0
1995-07-11,0.201,NA,NA,77.97,64.98,NA,NA,0,0,NA,NA,62.615,855.245,NA,131.505,0,0,0
1995-07-12,0,NA,NA,0,0,NA,NA,0,0,NA,NA,70.64,512.236,NA,163.229,0,0,0
1995-07-13,0,NA,NA,72.4,0,NA,NA,0,0,NA,NA,70.272,617.396,NA,167.59,0,0,0
1995-07-14,0,NA,NA,0,0,NA,NA,0,1494.643,NA,NA,69.245,532.77,NA,195.806,196,198,241
1995-07-15,0,NA,NA,0,0,NA,NA,0,613.995,NA,NA,83.566,343.922,NA,178.542,488,487,519
1995-07-16,0,NA,NA,0,0,NA,NA,0,328.103,NA,NA,70.096,347.807,NA,169.975,444,453,476
1995-07-17,0,NA,NA,44.56,37.13,NA,NA,0,0,NA,NA,96.017,848.214,NA,73.512,264,268,287
1995-07-18,0,NA,NA,83.54,69.62,NA,NA,0,1548.942,NA,NA,100.838,629.579,NA,0,0,0,0
1995-07-19,0,NA,NA,0,0,NA,NA,0,879.188,NA,NA,97.256,920.008,NA,0,0,0,0
1995-07-20,0,NA,NA,0,0,NA,NA,0,579.968,NA,NA,88.462,588.761,NA,0,0,0,0
1995-07-21,0,NA,NA,0,0,NA,NA,0,566.508,NA,NA,113.285,910.006,NA,0,0,0,0
1995-07-22,0,NA,NA,0,0,NA,NA,0,0,NA,NA,134.658,1213.162,NA,0,0,0,0
1995-07-23,0,NA,NA,0,0,NA,NA,0,0,NA,NA,167.108,963.06,NA,0,0,0,0
1995-07-24,0,NA,NA,77.97,64.98,NA,NA,0,0,NA,NA,235.307,715.718,NA,186.504,360,0,0
1995-07-25,0,NA,NA,0,0,NA,NA,0,0,NA,NA,268.216,1167.462,NA,328.483,701,0,0
1995-07-26,0,NA,NA,50.12,34.81,NA,NA,0,0,NA,NA,315.571,1799.409,NA,339.148,706,0,0
1995-07-27,0,NA,NA,103.03,104.43,NA,NA,0,2249.372,NA,NA,399.51,2430.573,NA,383.988,749,353,350
1995-07-28,0,NA,NA,83.54,69.62,NA,NA,0,2267.288,NA,NA,356.839,2698.218,NA,390.574,900,878,922
1995-07-29,0,NA,NA,0,0,NA,NA,0,803.066,NA,NA,316.454,3632.611,NA,394.081,1015,970,1011
1995-07-30,0,NA,NA,0,0,NA,NA,0,716.537,NA,NA,273.153,2863.688,NA,377.145,968,916,957
1995-07-31,0,NA,NA,89.11,69.62,NA,NA,0,1776.18,NA,NA,271.547,3774.208,NA,367.014,1250,1087,1259
1995-08-01,0,NA,NA,233.92,97.46,NA,NA,0,2247.368,NA,NA,235.061,2498.508,NA,371.637,1538,1058,1298
1995-08-02,300.508,NA,NA,55.69,23.21,NA,NA,0,659.728,NA,NA,204.94,4198.331,NA,337.911,1361,914,1099
1995-08-03,89.661,NA,NA,189.36,229.74,NA,NA,0,2049.02,NA,NA,187.639,8049.654,NA,340.975,1335,994,1192
1995-08-04,0,NA,NA,267.33,273.83,NA,NA,0,3847.948,NA,NA,203.584,8460.975,NA,374.074,1422,1105,1415
1995-08-05,0,NA,NA,83.54,69.62,NA,NA,0,2671.439,NA,NA,187.888,8266.753,NA,378.271,1423,1139,1504
1995-08-06,0,NA,NA,0,0,NA,NA,0,920.148,NA,NA,161.452,8742.722,NA,357.743,1311,1068,1441
1995-08-07,0,NA,NA,83.54,104.43,NA,NA,0,0,NA,NA,154.698,7112.014,NA,313.555,1192,952,1321
1995-08-08,213.104,NA,NA,83.54,104.43,NA,NA,0,0,NA,NA,170.682,7814.567,NA,283.989,1096,894,1278
1995-08-09,316.695,NA,NA,0,0,NA,NA,0,0,NA,NA,246.736,6686.549,NA,258.794,1026,743,1190
1995-08-10,259.236,NA,NA,83.54,69.62,NA,NA,0,62.652,NA,NA,388.021,7281.494,NA,252.557,1006,711,1125
1995-08-11,230.395,NA,NA,83.54,69.62,NA,NA,0,0,NA,NA,399.8,6620.583,NA,243.825,946,697,1127
1995-08-12,517.215,NA,NA,0,0,NA,NA,0,459.686,NA,NA,417.874,7037.614,NA,260.849,980,634,1244
1995-08-13,498.486,NA,NA,0,0,NA,NA,0,0,NA,NA,413.469,6681.586,NA,267.315,997,587,1210
1995-08-14,570.756,NA,NA,83.54,69.62,NA,NA,0,0,NA,NA,332.899,6736.94,NA,232.802,899,547,1172
1995-08-15,600.073,NA,NA,0,0,NA,NA,0,515.288,NA,NA,330.143,6747.568,NA,196.852,681,471,587
1995-08-16,629.765,NA,NA,0,0,NA,NA,0,0,NA,NA,219.07,5976.109,NA,212.102,226,224,0
1995-08-17,630.87,NA,NA,61.26,76.58,NA,NA,0,0,NA,NA,199.387,6217.072,NA,230.027,0,0,0
1995-08-18,633.769,NA,NA,0,0,NA,NA,0,373.109,NA,NA,204.351,5458.576,NA,234.117,0,0,0
1995-08-19,551.254,NA,NA,0,0,NA,NA,0,0,NA,NA,221.687,4973.759,NA,228.995,0,0,0
1995-08-20,575.683,NA,NA,0,0,NA,NA,0,0,NA,NA,251.182,4955.929,NA,231.142,0,0,0
1995-08-21,564.462,NA,NA,83.54,55.69,NA,NA,0,503.513,NA,NA,302.741,4267.135,NA,249.039,0,0,0
1995-08-22,326.389,NA,NA,83.54,64.98,NA,NA,0,610.608,NA,NA,311.896,4243.924,NA,258.367,0,0,0
1995-08-23,0,NA,NA,183.79,153.16,NA,NA,0,1151.48,NA,NA,287.64,4178.654,NA,318.882,0,0,0
1995-08-24,0,NA,NA,267.33,222.78,NA,NA,0,3173.994,NA,NA,304.003,4699.081,NA,382.983,1102,1026,950
1995-08-25,19.377,NA,NA,178.22,148.52,NA,NA,0,4470.774,NA,NA,301.382,5331.039,NA,406.58,1795,1533,1884
